weekday;day;month;year;time;EA+ GERAL MAT (KWh);EA+ AVAC IT MAT (KWh);EA+ IT MAT (KWh)
Wed;6;1;2016;09:00;44.0;8.16;37.41
Wed;6;1;2016;09:15;45.0;8.2;37.42
Wed;6;1;2016;09:30;44.0;8.21;38.45
Wed;6;1;2016;09:45;45.0;8.19;37.44
Wed;6;1;2016;10:00;44.0;8.18;37.51
Wed;6;1;2016;10:15;45.0;8.65;38.61
Wed;6;1;2016;10:30;46.0;9.87;37.56
Wed;6;1;2016;10:45;47.0;9.84;37.67
Wed;6;1;2016;11:00;47.0;9.84;37.69
Wed;6;1;2016;11:15;49.0;9.9;38.68
Wed;6;1;2016;11:30;49.0;9.92;37.6
Wed;6;1;2016;11:45;49.0;9.92;37.96
Wed;6;1;2016;12:00;48.0;9.89;38.86
Wed;6;1;2016;12:15;47.0;9.92;37.92
Wed;6;1;2016;12:30;46.0;9.91;37.97
Wed;6;1;2016;12:45;46.0;9.94;39.05
Wed;6;1;2016;13:00;46.0;9.92;38.11
Wed;6;1;2016;13:15;46.0;9.89;37.98
Wed;6;1;2016;13:30;46.0;9.88;38.97
Wed;6;1;2016;13:45;45.0;9.87;38.08
Wed;6;1;2016;14:00;46.0;9.84;38.0
Wed;6;1;2016;14:15;47.0;9.81;39.11
Wed;6;1;2016;14:30;46.0;9.79;37.95
Wed;6;1;2016;14:45;46.0;9.82;38.01
Wed;6;1;2016;15:00;46.0;9.84;38.01
Wed;6;1;2016;15:15;46.0;9.84;39.08
Wed;6;1;2016;15:30;46.0;9.78;38.05
Wed;6;1;2016;15:45;46.0;9.78;37.99
Wed;6;1;2016;16:00;46.0;9.8;39.02
Wed;6;1;2016;16:15;46.0;9.82;38.09
Wed;6;1;2016;16:30;47.0;9.83;38.04
Wed;6;1;2016;16:45;46.0;9.9;39.01
Wed;6;1;2016;17:00;46.0;9.91;38.01
Wed;6;1;2016;17:15;46.0;9.88;37.98
Wed;6;1;2016;17:30;46.0;9.91;38.05
Wed;6;1;2016;17:45;47.0;10.86;38.99
Wed;6;1;2016;18:00;47.0;9.9;38.04
Wed;6;1;2016;18:15;48.0;11.64;38.1
Wed;6;1;2016;18:30;47.0;10.91;38.99
Wed;6;1;2016;18:45;46.0;10.1;37.99
Wed;6;1;2016;19:00;49.0;12.61;38.11
Wed;6;1;2016;19:15;49.0;12.2;38.06
Wed;6;1;2016;19:30;48.0;11.79;39.04
Wed;6;1;2016;19:45;47.0;11.34;37.93
Wed;6;1;2016;20:00;50.0;12.98;38.15
Wed;6;1;2016;20:15;49.0;11.79;40.15
Wed;6;1;2016;20:30;47.0;12.3;36.82
Wed;6;1;2016;20:45;49.0;11.69;37.99
Wed;6;1;2016;21:00;48.0;11.96;39.07
Wed;6;1;2016;21:15;49.0;12.47;38.01
Wed;6;1;2016;21:30;49.0;13.46;38.04
Wed;6;1;2016;21:45;49.0;12.13;37.99
Wed;6;1;2016;22:00;49.0;13.39;38.97
Wed;6;1;2016;22:15;49.0;12.46;38.09
Wed;6;1;2016;22:30;49.0;12.35;37.87
Wed;6;1;2016;22:45;49.0;12.69;38.96
Wed;6;1;2016;23:00;50.0;14.09;37.96
Wed;6;1;2016;23:15;49.0;12.33;37.98
Wed;6;1;2016;23:30;48.0;12.7;38.92
Wed;6;1;2016;23:45;49.0;12.4;37.95
Thu;7;1;2016;00:00;51.0;14.45;37.88
Thu;7;1;2016;00:15;49.0;13.28;37.86
Thu;7;1;2016;00:30;50.0;13.67;38.94
Thu;7;1;2016;00:45;49.0;12.2;37.72
Thu;7;1;2016;01:00;48.0;12.81;37.77
Thu;7;1;2016;01:15;49.0;12.61;38.79
Thu;7;1;2016;01:30;50.0;13.74;37.82
Thu;7;1;2016;01:45;48.0;12.08;37.81
Thu;7;1;2016;02:00;50.0;13.21;38.87
Thu;7;1;2016;02:15;47.0;11.71;37.67
Thu;7;1;2016;02:30;49.0;13.0;37.72
Thu;7;1;2016;02:45;48.0;11.78;38.77
Thu;7;1;2016;03:00;49.0;13.07;37.73
Thu;7;1;2016;03:15;48.0;11.9;37.64
Thu;7;1;2016;03:30;49.0;12.9;37.72
Thu;7;1;2016;03:45;48.0;12.0;38.66
Thu;7;1;2016;04:00;49.0;12.87;37.67
Thu;7;1;2016;04:15;48.0;12.16;37.74
Thu;7;1;2016;04:30;49.0;12.64;38.67
Thu;7;1;2016;04:45;48.0;12.14;37.6
Thu;7;1;2016;05:00;48.0;12.53;37.61
Thu;7;1;2016;05:15;48.0;12.3;37.64
Thu;7;1;2016;05:30;49.0;12.26;38.68
Thu;7;1;2016;05:45;49.0;12.66;37.61
Thu;7;1;2016;06:00;48.0;12.64;37.67
Thu;7;1;2016;06:15;49.0;13.39;38.62
Thu;7;1;2016;06:30;49.0;12.64;37.61
Thu;7;1;2016;06:45;48.0;12.42;37.73
Thu;7;1;2016;07:00;49.0;12.93;37.63
Thu;7;1;2016;07:15;48.0;12.06;38.71
Thu;7;1;2016;07:30;49.0;12.88;37.71
Thu;7;1;2016;07:45;49.0;12.13;38.8
Thu;7;1;2016;08:00;49.0;13.18;37.67
Thu;7;1;2016;08:15;48.0;12.07;37.77
Thu;7;1;2016;08:30;49.0;13.08;37.76
Thu;7;1;2016;08:45;48.0;12.04;38.78
Thu;7;1;2016;09:00;49.0;12.8;37.81
Thu;7;1;2016;09:15;50.0;13.61;37.77
Thu;7;1;2016;09:30;52.0;14.26;38.93
Thu;7;1;2016;09:45;52.0;13.51;37.94
Thu;7;1;2016;10:00;53.0;13.18;37.85
Thu;7;1;2016;10:15;54.0;13.86;37.95
Thu;7;1;2016;10:30;53.0;14.04;38.93
Thu;7;1;2016;10:45;53.0;13.65;37.99
Thu;7;1;2016;11:00;55.0;15.28;38.02
Thu;7;1;2016;11:15;51.0;14.88;38.96
Thu;7;1;2016;11:30;50.0;13.61;38.08
Thu;7;1;2016;11:45;51.0;15.07;37.99
Thu;7;1;2016;12:00;51.0;14.62;39.04
Thu;7;1;2016;12:15;50.0;13.94;38.13
Thu;7;1;2016;12:30;52.0;15.36;38.01
Thu;7;1;2016;12:45;51.0;14.94;39.05
Thu;7;1;2016;13:00;51.0;14.97;37.92
Thu;7;1;2016;13:15;51.0;14.91;37.95
Thu;7;1;2016;13:30;51.0;14.1;39.01
Thu;7;1;2016;13:45;51.0;14.9;37.98
Thu;7;1;2016;14:00;52.0;14.69;38.02
Thu;7;1;2016;14:15;53.0;14.89;39.02
Thu;7;1;2016;14:30;50.0;12.19;38.01
Thu;7;1;2016;14:45;52.0;13.18;38.04
Thu;7;1;2016;15:00;51.0;13.88;38.14
Thu;7;1;2016;15:15;51.0;13.36;39.01
Thu;7;1;2016;15:30;51.0;14.69;38.07
Thu;7;1;2016;15:45;52.0;14.47;38.03
Thu;7;1;2016;16:00;49.0;12.58;39.09
Thu;7;1;2016;16:15;50.0;12.92;38.03
Thu;7;1;2016;16:30;51.0;13.85;38.1
Thu;7;1;2016;16:45;50.0;12.83;38.99
Thu;7;1;2016;17:00;52.0;13.13;39.32
Thu;7;1;2016;17:15;48.0;12.81;36.85
Thu;7;1;2016;17:30;51.0;14.34;38.08
Thu;7;1;2016;17:45;50.0;12.31;39.06
Thu;7;1;2016;18:00;50.0;12.88;38.11
Thu;7;1;2016;18:15;50.0;13.44;38.09
Thu;7;1;2016;18:30;50.0;12.54;39.05
Thu;7;1;2016;18:45;49.0;12.79;38.01
Thu;7;1;2016;19:00;50.0;12.75;38.12
Thu;7;1;2016;19:15;49.0;12.99;39.14
Thu;7;1;2016;19:30;50.0;12.74;38.08
Thu;7;1;2016;19:45;48.0;12.64;38.03
Thu;7;1;2016;20:00;50.0;13.03;38.02
Thu;7;1;2016;20:15;49.0;12.68;39.03
Thu;7;1;2016;20:30;50.0;14.08;38.08
Thu;7;1;2016;20:45;49.0;12.87;37.95
Thu;7;1;2016;21:00;49.0;12.56;38.97
Thu;7;1;2016;21:15;50.0;13.26;38.06
Thu;7;1;2016;21:30;49.0;13.46;38.06
Thu;7;1;2016;21:45;52.0;14.75;38.97
Thu;7;1;2016;22:00;48.0;11.93;38.05
Thu;7;1;2016;22:15;50.0;13.78;37.99
Thu;7;1;2016;22:30;48.0;11.75;37.95
Thu;7;1;2016;22:45;50.0;13.61;39.03
Thu;7;1;2016;23:00;49.0;13.33;37.96
Thu;7;1;2016;23:15;51.0;14.77;37.93
Thu;7;1;2016;23:30;50.0;13.38;39.01
Thu;7;1;2016;23:45;50.0;13.78;37.9
Fri;8;1;2016;00:00;49.0;12.47;37.96
Fri;8;1;2016;00:15;49.0;13.19;37.89
Fri;8;1;2016;00:30;49.0;13.07;38.84
Fri;8;1;2016;00:45;51.0;14.07;37.85
Fri;8;1;2016;01:00;50.0;14.01;37.8
Fri;8;1;2016;01:15;50.0;14.03;38.81
Fri;8;1;2016;01:30;51.0;14.59;37.72
Fri;8;1;2016;01:45;48.0;11.94;37.81
Fri;8;1;2016;02:00;49.0;13.73;38.83
Fri;8;1;2016;02:15;49.0;12.87;37.74
Fri;8;1;2016;02:30;51.0;14.49;37.74
Fri;8;1;2016;02:45;51.0;14.61;37.78
Fri;8;1;2016;03:00;49.0;13.14;38.69
Fri;8;1;2016;03:15;49.0;13.55;37.76
Fri;8;1;2016;03:30;30.0;7.89;23.33
Fri;8;1;2016;03:45;3.0;0.67;2.15
Fri;8;1;2016;04:00;114.0;30.23;88.55
Fri;8;1;2016;04:15;48.0;12.41;37.7
Fri;8;1;2016;04:30;51.0;14.56;37.69
Fri;8;1;2016;04:45;50.0;13.76;38.71
Fri;8;1;2016;05:00;49.0;13.77;37.58
Fri;8;1;2016;05:15;49.0;12.87;37.7
Fri;8;1;2016;05:30;49.0;12.33;38.97
Fri;8;1;2016;05:45;49.0;13.18;37.32
Fri;8;1;2016;06:00;47.0;11.91;37.63
Fri;8;1;2016;06:15;50.0;13.51;38.66
Fri;8;1;2016;06:30;48.0;11.96;37.6
Fri;8;1;2016;06:45;49.0;13.18;37.6
Fri;8;1;2016;07:00;48.0;12.39;37.63
Fri;8;1;2016;07:15;49.0;13.15;38.67
Fri;8;1;2016;07:30;49.0;12.25;37.66
Fri;8;1;2016;07:45;49.0;13.59;37.89
Fri;8;1;2016;08:00;48.0;11.78;38.55
Fri;8;1;2016;08:15;49.0;13.13;37.79
Fri;8;1;2016;08:30;48.0;11.91;37.75
Fri;8;1;2016;08:45;49.0;12.87;37.82
Fri;8;1;2016;09:00;49.0;12.28;38.82
Fri;8;1;2016;09:15;49.0;12.36;37.79
Fri;8;1;2016;09:30;50.0;13.44;37.92
Fri;8;1;2016;09:45;49.0;13.32;38.97
Fri;8;1;2016;10:00;51.0;14.63;37.89
Fri;8;1;2016;10:15;50.0;13.27;37.89
Fri;8;1;2016;10:30;52.0;15.02;38.97
Fri;8;1;2016;10:45;50.0;13.72;37.85
Fri;8;1;2016;11:00;51.0;14.47;38.03
Fri;8;1;2016;11:15;51.0;14.78;38.01
Fri;8;1;2016;11:30;50.0;13.76;38.97
Fri;8;1;2016;11:45;52.0;14.89;38.05
Fri;8;1;2016;12:00;51.0;14.58;38.1
Fri;8;1;2016;12:15;51.0;14.95;38.96
Fri;8;1;2016;12:30;50.0;13.56;38.27
Fri;8;1;2016;12:45;51.0;14.92;38.1
Fri;8;1;2016;13:00;51.0;14.82;39.09
Fri;8;1;2016;13:15;52.0;15.02;37.95
Fri;8;1;2016;13:30;51.0;14.79;37.96
Fri;8;1;2016;13:45;51.0;15.15;39.02
Fri;8;1;2016;14:00;51.0;14.78;37.92
Fri;8;1;2016;14:15;52.0;14.91;38.05
Fri;8;1;2016;14:30;51.0;15.09;39.09
Fri;8;1;2016;14:45;52.0;14.64;38.07
Fri;8;1;2016;15:00;52.0;15.24;38.06
Fri;8;1;2016;15:15;51.0;14.71;38.09
Fri;8;1;2016;15:30;52.0;14.83;39.08
Fri;8;1;2016;15:45;51.0;14.76;37.99
Fri;8;1;2016;16:00;52.0;14.63;38.11
Fri;8;1;2016;16:15;49.0;12.67;39.12
Fri;8;1;2016;16:30;50.0;13.17;38.11
Fri;8;1;2016;16:45;50.0;13.3;38.01
Fri;8;1;2016;17:00;49.0;11.94;39.12
Fri;8;1;2016;17:15;50.0;13.33;38.04
Fri;8;1;2016;17:30;48.0;11.59;38.0
Fri;8;1;2016;17:45;50.0;13.15;38.13
Fri;8;1;2016;18:00;47.0;10.86;39.05
Fri;8;1;2016;18:15;49.0;12.38;38.03
Fri;8;1;2016;18:30;47.0;10.97;38.09
Fri;8;1;2016;18:45;49.0;12.4;39.07
Fri;8;1;2016;19:00;49.0;11.77;39.46
Fri;8;1;2016;19:15;47.0;11.73;36.55
Fri;8;1;2016;19:30;48.0;11.55;39.08
Fri;8;1;2016;19:45;48.0;12.45;37.98
Fri;8;1;2016;20:00;48.0;11.36;37.92
Fri;8;1;2016;20:15;48.0;12.49;38.0
Fri;8;1;2016;20:30;48.0;11.5;38.99
Fri;8;1;2016;20:45;49.0;12.1;37.98
Fri;8;1;2016;21:00;48.0;11.93;38.06
Fri;8;1;2016;21:15;48.0;11.58;38.93
Fri;8;1;2016;21:30;47.0;11.56;38.01
Fri;8;1;2016;21:45;48.0;11.44;37.91
Fri;8;1;2016;22:00;48.0;11.33;38.96
Fri;8;1;2016;22:15;47.0;11.0;37.88
Fri;8;1;2016;22:30;47.0;10.5;37.84
Fri;8;1;2016;22:45;47.0;10.96;37.95
Fri;8;1;2016;23:00;47.0;10.4;38.91
Fri;8;1;2016;23:15;47.0;11.27;37.86
Fri;8;1;2016;23:30;46.0;9.92;37.95
Fri;8;1;2016;23:45;48.0;11.1;38.87
Sat;9;1;2016;00:00;46.0;9.86;37.85
Sat;9;1;2016;00:15;46.0;10.04;37.89
Sat;9;1;2016;00:30;46.0;10.49;37.84
Sat;9;1;2016;00:45;46.0;9.83;38.78
Sat;9;1;2016;01:00;46.0;9.82;37.7
Sat;9;1;2016;01:15;46.0;9.79;37.81
Sat;9;1;2016;01:30;46.0;9.8;38.71
Sat;9;1;2016;01:45;45.0;9.82;37.74
Sat;9;1;2016;02:00;46.0;9.82;37.74
Sat;9;1;2016;02:15;46.0;9.83;38.73
Sat;9;1;2016;02:30;46.0;9.82;37.62
Sat;9;1;2016;02:45;45.0;9.82;37.66
Sat;9;1;2016;03:00;46.0;9.84;37.78
Sat;9;1;2016;03:15;46.0;9.81;38.53
Sat;9;1;2016;03:30;46.0;9.85;37.71
Sat;9;1;2016;03:45;45.0;9.84;37.57
Sat;9;1;2016;04:00;46.0;9.86;38.62
Sat;9;1;2016;04:15;45.0;9.86;37.61
Sat;9;1;2016;04:30;46.0;9.84;37.55
Sat;9;1;2016;04:45;46.0;9.86;38.56
Sat;9;1;2016;05:00;45.0;9.83;37.59
Sat;9;1;2016;05:15;46.0;9.81;37.54
Sat;9;1;2016;05:30;46.0;9.82;37.59
Sat;9;1;2016;05:45;45.0;9.81;38.55
Sat;9;1;2016;06:00;46.0;9.81;37.66
Sat;9;1;2016;06:15;45.0;9.18;37.57
Sat;9;1;2016;06:30;44.0;8.1;38.48
Sat;9;1;2016;06:45;44.0;8.13;37.58
Sat;9;1;2016;07:00;44.0;8.11;37.54
Sat;9;1;2016;07:15;44.0;8.1;37.69
Sat;9;1;2016;07:30;44.0;8.06;38.43
Sat;9;1;2016;07:45;45.0;8.91;37.55
Sat;9;1;2016;08:00;45.0;9.79;37.64
Sat;9;1;2016;08:15;46.0;9.81;38.5
Sat;9;1;2016;08:30;46.0;9.83;37.7
Sat;9;1;2016;08:45;45.0;9.79;37.56
Sat;9;1;2016;09:00;46.0;9.79;37.74
Sat;9;1;2016;09:15;46.0;10.13;38.72
Sat;9;1;2016;09:30;47.0;10.47;37.78
Sat;9;1;2016;09:45;46.0;10.48;37.79
Sat;9;1;2016;10:00;47.0;10.47;38.71
Sat;9;1;2016;10:15;46.0;10.5;37.83
Sat;9;1;2016;10:30;47.0;10.42;37.77
Sat;9;1;2016;10:45;46.0;9.85;38.92
Sat;9;1;2016;11:00;46.0;9.83;37.78
Sat;9;1;2016;11:15;47.0;10.66;37.89
Sat;9;1;2016;11:30;46.0;10.43;37.82
Sat;9;1;2016;11:45;49.0;12.35;38.86
Sat;9;1;2016;12:00;47.0;10.91;37.88
Sat;9;1;2016;12:15;48.0;12.13;37.92
Sat;9;1;2016;12:30;48.0;11.64;38.95
Sat;9;1;2016;12:45;48.0;11.88;37.95
Sat;9;1;2016;13:00;48.0;12.35;37.89
Sat;9;1;2016;13:15;49.0;12.42;37.91
Sat;9;1;2016;13:30;49.0;12.47;38.95
Sat;9;1;2016;13:45;48.0;12.46;37.98
Sat;9;1;2016;14:00;49.0;12.33;37.93
Sat;9;1;2016;14:15;47.0;10.89;38.86
Sat;9;1;2016;14:30;49.0;12.49;37.99
Sat;9;1;2016;14:45;47.0;11.27;37.88
Sat;9;1;2016;15:00;49.0;12.52;39.01
Sat;9;1;2016;15:15;48.0;12.49;37.89
Sat;9;1;2016;15:30;49.0;12.51;38.01
Sat;9;1;2016;15:45;51.0;13.42;39.6
Sat;9;1;2016;16:00;48.0;12.95;37.47
Sat;9;1;2016;16:15;49.0;12.49;37.94
Sat;9;1;2016;16:30;50.0;13.65;37.94
Sat;9;1;2016;16:45;49.0;12.71;39.04
Sat;9;1;2016;17:00;49.0;12.58;38.01
Sat;9;1;2016;17:15;49.0;12.98;37.96
Sat;9;1;2016;17:30;50.0;13.72;39.01
Sat;9;1;2016;17:45;48.0;12.46;37.91
Sat;9;1;2016;18:00;49.0;12.48;38.1
Sat;9;1;2016;18:15;50.0;13.44;37.96
Sat;9;1;2016;18:30;49.0;13.1;38.97
Sat;9;1;2016;18:45;49.0;12.49;37.98
Sat;9;1;2016;19:00;49.0;12.45;37.93
Sat;9;1;2016;19:15;50.0;13.95;39.03
Sat;9;1;2016;19:30;49.0;12.82;37.99
Sat;9;1;2016;19:45;49.0;12.51;37.92
Sat;9;1;2016;20:00;49.0;12.94;39.04
Sat;9;1;2016;20:15;50.0;13.63;38.01
Sat;9;1;2016;20:30;49.0;12.57;37.9
Sat;9;1;2016;20:45;49.0;12.57;37.96
Sat;9;1;2016;21:00;49.0;12.59;38.97
Sat;9;1;2016;21:15;48.0;12.47;38.02
Sat;9;1;2016;21:30;49.0;12.42;37.94
Sat;9;1;2016;21:45;49.0;12.4;39.06
Sat;9;1;2016;22:00;48.0;12.38;37.89
Sat;9;1;2016;22:15;49.0;12.49;37.97
Sat;9;1;2016;22:30;49.0;12.48;38.06
Sat;9;1;2016;22:45;49.0;12.48;38.92
Sat;9;1;2016;23:00;48.0;12.51;37.94
Sat;9;1;2016;23:15;49.0;12.54;37.95
Sat;9;1;2016;23:30;49.0;12.45;38.99
Sat;9;1;2016;23:45;50.0;13.17;37.96
Sun;10;1;2016;00:00;48.0;12.67;37.92
Sun;10;1;2016;00:15;49.0;12.39;38.85
Sun;10;1;2016;00:30;48.0;12.4;37.92
Sun;10;1;2016;00:45;49.0;12.4;37.88
Sun;10;1;2016;01:00;50.0;13.84;37.91
Sun;10;1;2016;01:15;49.0;12.46;38.83
Sun;10;1;2016;01:30;48.0;12.38;37.81
Sun;10;1;2016;01:45;49.0;13.15;37.8
Sun;10;1;2016;02:00;49.0;12.4;38.79
Sun;10;1;2016;02:15;48.0;12.42;37.78
Sun;10;1;2016;02:30;49.0;12.57;37.81
Sun;10;1;2016;02:45;48.0;12.44;38.8
Sun;10;1;2016;03:00;49.0;12.45;37.75
Sun;10;1;2016;03:15;50.0;14.18;37.73
Sun;10;1;2016;03:30;48.0;12.46;37.68
Sun;10;1;2016;03:45;48.0;11.39;38.71
Sun;10;1;2016;04:00;48.0;12.06;37.67
Sun;10;1;2016;04:15;48.0;12.38;37.64
Sun;10;1;2016;04:30;48.0;12.42;38.72
Sun;10;1;2016;04:45;48.0;11.41;37.64
Sun;10;1;2016;05:00;47.0;11.44;37.67
Sun;10;1;2016;05:15;48.0;11.54;37.69
Sun;10;1;2016;05:30;48.0;12.38;38.61
Sun;10;1;2016;05:45;47.0;10.99;37.62
Sun;10;1;2016;06:00;48.0;12.33;37.66
Sun;10;1;2016;06:15;47.0;11.27;38.64
Sun;10;1;2016;06:30;48.0;12.0;37.65
Sun;10;1;2016;06:45;48.0;12.36;37.61
Sun;10;1;2016;07:00;49.0;12.33;37.63
Sun;10;1;2016;07:15;47.0;11.08;38.56
Sun;10;1;2016;07:30;48.0;12.39;37.7
Sun;10;1;2016;07:45;49.0;12.4;37.64
Sun;10;1;2016;08:00;48.0;12.37;38.71
Sun;10;1;2016;08:15;49.0;12.33;37.76
Sun;10;1;2016;08:30;48.0;12.3;37.54
Sun;10;1;2016;08:45;48.0;12.33;38.73
Sun;10;1;2016;09:00;48.0;12.36;37.77
Sun;10;1;2016;09:15;49.0;12.38;37.75
Sun;10;1;2016;09:30;50.0;13.68;37.8
Sun;10;1;2016;09:45;50.0;13.88;38.82
Sun;10;1;2016;10:00;48.0;12.55;37.83
Sun;10;1;2016;10:15;50.0;13.84;37.85
Sun;10;1;2016;10:30;50.0;12.84;38.78
Sun;10;1;2016;10:45;51.0;15.24;37.87
Sun;10;1;2016;11:00;48.0;12.36;37.93
Sun;10;1;2016;11:15;51.0;14.67;37.88
Sun;10;1;2016;11:30;50.0;13.17;38.96
Sun;10;1;2016;11:45;49.0;13.45;38.0
Sun;10;1;2016;12:00;49.0;12.49;37.99
Sun;10;1;2016;12:15;52.0;15.21;38.93
Sun;10;1;2016;12:30;50.0;13.82;38.0
Sun;10;1;2016;12:45;50.0;14.06;38.04
Sun;10;1;2016;13:00;50.0;13.61;38.95
Sun;10;1;2016;13:15;49.0;12.58;37.92
Sun;10;1;2016;13:30;51.0;14.96;37.95
Sun;10;1;2016;13:45;49.0;12.49;37.95
Sun;10;1;2016;14:00;49.0;12.49;38.99
Sun;10;1;2016;14:15;48.0;12.31;37.87
Sun;10;1;2016;14:30;51.0;13.96;38.11
Sun;10;1;2016;14:45;50.0;14.53;38.97
Sun;10;1;2016;15:00;50.0;12.92;37.97
Sun;10;1;2016;15:15;50.0;14.31;38.03
Sun;10;1;2016;15:30;49.0;12.28;39.07
Sun;10;1;2016;15:45;50.0;14.21;38.03
Sun;10;1;2016;16:00;49.0;12.32;38.01
Sun;10;1;2016;16:15;49.0;12.31;38.01
Sun;10;1;2016;16:30;49.0;12.9;39.1
Sun;10;1;2016;16:45;48.0;12.3;38.04
Sun;10;1;2016;17:00;49.0;12.3;38.0
Sun;10;1;2016;17:15;49.0;12.29;39.04
Sun;10;1;2016;17:30;48.0;12.33;38.06
Sun;10;1;2016;17:45;49.0;12.31;37.96
Sun;10;1;2016;18:00;49.0;12.36;39.0
Sun;10;1;2016;18:15;48.0;12.43;38.02
Sun;10;1;2016;18:30;49.0;12.42;37.96
Sun;10;1;2016;18:45;49.0;12.43;38.11
Sun;10;1;2016;19:00;51.0;14.03;39.07
Sun;10;1;2016;19:15;50.0;14.06;37.98
Sun;10;1;2016;19:30;49.0;12.42;38.2
Sun;10;1;2016;19:45;50.0;14.09;38.86
Sun;10;1;2016;20:00;51.0;14.53;38.12
Sun;10;1;2016;20:15;49.0;12.45;38.05
Sun;10;1;2016;20:30;51.0;14.73;37.99
Sun;10;1;2016;20:45;49.0;12.46;39.04
Sun;10;1;2016;21:00;51.0;14.69;38.07
Sun;10;1;2016;21:15;50.0;13.65;38.02
Sun;10;1;2016;21:30;49.0;12.99;39.02
Sun;10;1;2016;21:45;52.0;15.29;38.18
Sun;10;1;2016;22:00;49.0;12.84;38.09
Sun;10;1;2016;22:15;51.0;14.19;39.03
Sun;10;1;2016;22:30;50.0;14.01;37.96
Sun;10;1;2016;22:45;51.0;13.83;38.05
Sun;10;1;2016;23:00;49.0;13.67;38.04
Sun;10;1;2016;23:15;52.0;14.66;38.95
Sun;10;1;2016;23:30;49.0;13.19;37.91
Sun;10;1;2016;23:45;51.0;14.52;38.05
Mon;11;1;2016;00:00;49.0;13.33;38.82
Mon;11;1;2016;00:15;49.0;12.3;37.9
Mon;11;1;2016;00:30;48.0;11.63;37.95
Mon;11;1;2016;00:45;48.0;11.8;38.85
Mon;11;1;2016;01:00;49.0;12.36;37.9
Mon;11;1;2016;01:15;46.0;10.69;37.73
Mon;11;1;2016;01:30;48.0;11.32;37.85
Mon;11;1;2016;01:45;46.0;10.12;38.72
Mon;11;1;2016;02:00;49.0;11.09;39.36
Mon;11;1;2016;02:15;44.0;9.78;36.0
Mon;11;1;2016;02:30;45.0;9.82;38.66
Mon;11;1;2016;02:45;47.0;10.83;37.61
Mon;11;1;2016;03:00;46.0;9.82;37.69
Mon;11;1;2016;03:15;46.0;9.84;38.71
Mon;11;1;2016;03:30;45.0;9.83;37.55
Mon;11;1;2016;03:45;46.0;9.84;37.62
Mon;11;1;2016;04:00;46.0;9.9;37.65
Mon;11;1;2016;04:15;46.0;9.9;38.52
Mon;11;1;2016;04:30;45.0;9.9;37.64
Mon;11;1;2016;04:45;46.0;9.86;37.55
Mon;11;1;2016;05:00;46.0;9.86;38.55
Mon;11;1;2016;05:15;45.0;9.81;37.57
Mon;11;1;2016;05:30;46.0;9.78;37.48
Mon;11;1;2016;05:45;45.0;9.81;37.53
Mon;11;1;2016;06:00;46.0;9.78;38.55
Mon;11;1;2016;06:15;46.0;9.81;37.66
Mon;11;1;2016;06:30;46.0;10.8;37.62
Mon;11;1;2016;06:45;46.0;9.87;38.5
Mon;11;1;2016;07:00;46.0;9.91;37.61
Mon;11;1;2016;07:15;47.0;10.75;37.61
Mon;11;1;2016;07:30;45.0;9.87;37.57
Mon;11;1;2016;07:45;47.0;11.01;38.64
Mon;11;1;2016;08:00;46.0;9.83;37.66
Mon;11;1;2016;08:15;46.0;10.21;37.68
Mon;11;1;2016;08:30;47.0;10.51;38.66
Mon;11;1;2016;08:45;45.0;9.75;37.75
Mon;11;1;2016;09:00;48.0;10.89;37.89
Mon;11;1;2016;09:15;46.0;9.79;38.72
Mon;11;1;2016;09:30;47.0;11.03;37.8
Mon;11;1;2016;09:45;46.0;9.92;37.89
Mon;11;1;2016;10:00;50.0;11.62;37.89
Mon;11;1;2016;10:15;53.0;12.32;38.95
Mon;11;1;2016;10:30;53.0;14.48;37.94
Mon;11;1;2016;10:45;53.0;12.58;37.94
Mon;11;1;2016;11:00;52.0;13.91;38.9
Mon;11;1;2016;11:15;65.0;28.19;38.07
Mon;11;1;2016;11:30;64.0;27.67;38.01
Mon;11;1;2016;11:45;63.0;27.56;37.88
Mon;11;1;2016;12:00;64.0;27.55;38.91
Mon;11;1;2016;12:15;64.0;27.41;37.89
Mon;11;1;2016;12:30;62.0;26.32;38.09
Mon;11;1;2016;12:45;62.0;25.48;39.02
Mon;11;1;2016;13:00;61.0;25.45;37.81
Mon;11;1;2016;13:15;63.0;26.58;37.74
Mon;11;1;2016;13:30;62.0;26.29;38.82
Mon;11;1;2016;13:45;61.0;25.24;37.83
Mon;11;1;2016;14:00;61.0;25.25;37.94
Mon;11;1;2016;14:15;62.0;25.19;38.81
Mon;11;1;2016;14:30;58.0;22.01;37.95
Mon;11;1;2016;14:45;47.0;11.82;38.03
Mon;11;1;2016;15:00;50.0;13.19;38.92
Mon;11;1;2016;15:15;49.0;13.02;37.96
Mon;11;1;2016;15:30;51.0;12.97;39.42
Mon;11;1;2016;15:45;46.0;11.74;36.56
Mon;11;1;2016;16:00;49.0;12.53;38.96
Mon;11;1;2016;16:15;49.0;12.38;37.93
Mon;11;1;2016;16:30;49.0;12.54;38.02
Mon;11;1;2016;16:45;48.0;11.65;38.89
Mon;11;1;2016;17:00;48.0;12.14;37.97
Mon;11;1;2016;17:15;49.0;11.81;38.07
Mon;11;1;2016;17:30;47.0;10.83;38.88
Mon;11;1;2016;17:45;49.0;12.23;37.98
