weekday;day;month;year;time;EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ GERAL FAR (KWh);EA+ GERAL 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ GERAL MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ GERAL PTM (KWh);EA+ GERAL 2 SNT (KWh);EA+ GERAL FMC (KWh)
Sat;2;1;2016;10:15;37.05;22.89;1.58;25.5;10.0;131.51;18.0;69.86;29.0;24.0;7.0;12.5;13.47;43.0;46.0;7.55;25.4;37.0;4.0;16.32;21.0
Sat;2;1;2016;10:30;38.75;23.07;1.6;25.7;11.0;137.55;18.0;70.82;29.0;25.0;5.0;12.5;13.46;42.0;46.0;8.29;24.72;38.0;5.0;16.34;21.0
Sat;2;1;2016;10:45;41.1;23.92;1.57;25.5;11.0;131.51;18.0;69.82;31.0;24.0;6.0;13.0;13.46;44.0;47.0;8.01;25.81;37.0;4.0;16.35;20.0
Sat;2;1;2016;11:00;40.42;22.74;1.6;25.5;11.0;131.35;18.0;70.12;30.0;24.0;6.0;13.0;13.46;44.0;46.0;7.7;30.86;38.0;5.0;16.28;21.0
Sat;2;1;2016;11:15;39.95;21.58;1.57;25.5;11.0;133.31;18.0;71.5;29.0;24.0;5.0;12.5;13.48;44.0;47.0;7.46;25.82;37.0;4.0;16.38;21.0
Sat;2;1;2016;11:30;41.38;22.58;1.6;25.7;9.0;131.25;19.0;71.66;29.0;24.0;7.0;12.5;13.46;43.0;47.0;7.97;24.41;38.0;6.0;16.34;21.0
Sat;2;1;2016;11:45;39.76;24.56;1.57;25.6;12.0;132.02;18.0;72.65;29.0;24.0;5.0;13.0;14.05;44.0;47.0;8.15;25.97;38.0;5.0;16.41;20.0
Sat;2;1;2016;12:00;40.06;22.85;1.6;25.5;10.0;131.91;19.0;71.72;29.0;25.0;7.0;13.0;14.09;44.0;47.0;7.74;25.24;37.0;4.0;16.32;21.0
Sat;2;1;2016;12:15;39.85;24.67;1.57;25.7;12.0;134.98;19.0;71.68;30.0;24.0;5.0;12.5;14.1;43.0;48.0;7.88;27.65;40.0;5.0;16.41;21.0
Sat;2;1;2016;12:30;41.43;20.76;1.59;25.5;11.0;130.67;19.0;71.66;29.0;24.0;7.0;12.5;14.1;44.0;47.0;7.35;24.59;40.0;5.0;16.39;21.0
Sat;2;1;2016;12:45;38.68;23.42;1.58;25.7;10.0;133.55;19.0;71.67;30.0;24.0;5.0;13.0;14.13;43.0;48.0;8.1;25.66;39.0;4.0;16.37;20.0
Sat;2;1;2016;13:00;39.67;24.02;1.59;25.3;12.0;134.25;19.0;71.69;30.0;24.0;6.0;13.0;14.13;45.0;47.0;7.21;25.01;40.0;5.0;16.37;21.0
Sat;2;1;2016;13:15;39.6;22.69;1.58;25.7;10.0;131.87;19.0;72.68;29.0;25.0;6.0;13.0;14.15;43.0;48.0;7.88;29.79;39.0;4.0;16.38;21.0
Sat;2;1;2016;13:30;41.56;22.49;1.59;25.6;12.0;162.91;19.0;71.69;29.0;24.0;6.0;12.5;14.13;44.0;49.0;8.05;25.02;39.0;5.0;16.38;21.0
Sat;2;1;2016;13:45;39.53;23.03;1.58;25.5;10.0;117.42;19.0;71.6;30.0;24.0;6.0;13.0;14.15;43.0;47.0;7.94;25.45;40.0;5.0;16.38;21.0
Sat;2;1;2016;14:00;39.87;23.21;1.59;25.7;12.0;117.42;19.0;71.6;29.0;24.0;5.0;12.5;14.11;44.0;48.0;7.5;25.79;40.0;4.0;16.39;20.0
Sat;2;1;2016;14:15;39.45;23.62;1.57;25.3;10.0;131.74;19.0;71.65;30.0;25.0;7.0;13.0;14.16;44.0;47.0;7.78;30.08;39.0;5.0;16.42;21.0
Sat;2;1;2016;14:30;41.78;22.69;1.59;25.7;11.0;131.37;20.0;72.62;29.0;24.0;6.0;13.0;14.14;43.67;49.0;7.81;26.07;38.67;5.0;16.41;22.0
Sat;2;1;2016;14:45;39.71;22.76;1.57;25.5;11.0;132.18;19.0;71.66;30.0;25.0;5.0;13.0;14.13;43.67;48.0;8.23;25.47;38.67;4.0;16.4;22.0
Sat;2;1;2016;15:00;39.68;24.61;1.6;25.7;11.0;130.77;19.0;71.7;29.0;24.0;6.0;13.0;14.17;43.67;49.0;8.04;26.55;38.67;5.0;16.41;21.0
Sat;2;1;2016;15:15;39.6;23.26;1.57;25.6;11.0;130.69;19.0;71.69;29.0;25.0;7.0;12.5;14.15;43.0;48.0;7.59;28.11;38.0;4.0;16.39;22.0
Sat;2;1;2016;15:30;41.22;24.27;1.6;25.4;10.0;132.24;18.0;71.74;30.0;24.0;5.0;13.5;14.16;44.0;47.0;7.75;24.75;39.0;6.0;16.46;22.0
Sat;2;1;2016;15:45;39.37;23.91;1.57;25.6;13.0;130.71;20.0;72.56;30.0;25.0;6.0;12.5;14.12;44.0;50.0;7.88;25.73;38.0;4.0;16.39;21.0
Sat;2;1;2016;16:00;39.98;22.62;1.59;25.5;9.0;54.29;19.0;71.63;29.0;24.0;6.0;13.0;14.12;44.0;47.0;8.25;28.28;38.0;4.6;16.39;22.0
Sat;2;1;2016;16:15;40.04;21.91;1.57;25.7;11.0;210.39;19.0;71.55;30.0;25.0;6.0;12.5;15.41;45.0;50.0;8.03;27.87;38.0;4.6;16.48;21.0
Sat;2;1;2016;16:30;40.33;23.08;1.59;25.5;12.0;130.96;19.0;71.61;30.0;24.0;6.0;13.0;15.87;44.0;47.0;7.88;24.53;39.0;4.6;16.36;22.0
Sat;2;1;2016;16:45;39.48;23.41;1.57;25.7;10.0;130.6;20.0;71.57;28.0;25.0;6.0;13.0;15.29;43.0;50.0;7.78;25.83;38.0;4.6;16.37;22.0
Sat;2;1;2016;17:00;39.6;22.13;1.59;25.3;12.0;130.59;19.0;71.54;30.0;24.0;5.0;13.0;15.16;43.0;46.0;7.57;28.79;38.0;4.6;16.44;21.0
Sat;2;1;2016;17:15;40.72;23.04;1.57;25.7;11.0;131.62;19.0;71.55;30.0;24.0;6.0;15.0;15.22;44.0;50.0;7.79;26.86;39.0;6.0;16.43;22.0
Sat;2;1;2016;17:30;39.07;22.26;1.6;25.6;12.0;132.33;19.0;71.65;29.0;24.0;7.0;15.5;14.17;44.0;47.0;7.63;25.3;38.0;4.0;16.43;21.0
Sat;2;1;2016;17:45;39.08;23.96;1.58;25.5;10.0;130.03;20.0;71.67;30.0;24.0;5.0;15.0;14.37;43.0;48.0;7.56;26.2;39.0;5.0;16.41;22.0
Sat;2;1;2016;18:00;40.09;23.98;1.59;25.6;12.0;129.21;19.0;71.63;29.0;24.0;6.0;14.5;14.39;44.0;48.0;7.77;25.7;38.0;5.0;16.38;21.0
Sat;2;1;2016;18:15;40.71;22.15;1.58;25.6;11.0;130.11;19.0;71.68;29.0;24.0;7.0;13.0;14.39;43.0;48.0;7.79;26.11;38.0;5.0;16.42;22.0
Sat;2;1;2016;18:30;39.44;21.78;1.6;25.7;11.0;132.52;19.0;71.71;29.0;25.0;5.0;13.0;14.4;44.0;49.0;8.06;28.95;39.0;5.0;16.36;22.0
Sat;2;1;2016;18:45;39.52;25.07;1.58;25.3;12.0;130.94;19.0;71.68;30.0;24.0;6.0;12.5;14.4;43.0;47.0;7.97;27.37;38.0;4.0;16.46;22.0
Sat;2;1;2016;19:00;40.78;22.75;1.6;25.7;10.0;129.59;19.0;71.65;31.0;24.0;6.0;12.5;14.39;44.0;47.0;7.68;25.99;39.0;6.0;16.3;22.0
Sat;2;1;2016;19:15;39.68;22.83;1.58;25.6;12.0;131.14;20.0;72.67;28.0;24.0;6.0;13.0;14.38;44.0;47.0;7.56;26.07;38.0;4.0;16.42;22.0
Sat;2;1;2016;19:30;39.55;22.72;1.6;25.5;9.0;130.49;19.0;71.64;30.0;24.0;6.0;12.5;14.37;44.0;47.0;8.24;25.7;38.0;5.0;16.35;22.0
Sat;2;1;2016;19:45;39.46;23.84;1.58;25.6;12.0;131.78;17.0;71.65;30.0;24.0;6.0;12.5;14.39;44.0;47.0;8.17;27.16;38.0;5.0;16.39;21.0
Sat;2;1;2016;20:00;41.02;22.81;1.6;25.6;10.0;130.89;19.0;71.71;28.0;24.0;5.0;12.5;14.45;43.0;47.0;8.77;27.31;39.0;5.0;16.37;22.0
Sat;2;1;2016;20:15;38.61;23.93;1.58;25.4;11.0;132.03;21.87;71.65;28.79;25.0;7.0;12.5;14.4;43.0;48.0;8.49;26.56;37.0;5.0;16.37;22.0
Sat;2;1;2016;20:30;40.45;22.38;1.6;25.6;12.0;131.03;20.88;71.66;28.79;24.0;5.0;13.0;14.43;44.0;46.0;8.5;25.25;34.0;4.0;16.39;22.0
Sat;2;1;2016;20:45;40.96;22.23;1.58;25.5;10.0;130.85;20.88;71.59;29.79;24.0;6.0;12.5;14.53;44.0;46.0;7.62;26.67;38.0;5.0;16.36;22.0
Sat;2;1;2016;21:00;39.94;24.21;1.6;25.8;12.0;131.91;20.88;71.66;29.79;24.0;6.0;12.5;14.46;43.0;47.0;7.99;25.46;39.0;5.0;16.36;22.0
Sat;2;1;2016;21:15;39.74;22.25;1.58;25.5;9.0;131.23;20.88;72.68;28.79;24.0;6.0;13.0;14.43;43.0;47.0;8.02;31.43;39.0;5.0;16.36;22.0
Sat;2;1;2016;21:30;41.32;23.82;1.6;25.6;11.0;131.04;20.88;71.65;30.78;24.0;6.0;13.0;14.4;44.0;46.0;8.03;25.61;39.0;4.0;16.37;22.0
Sat;2;1;2016;21:45;37.83;21.24;1.57;25.6;11.0;129.95;20.88;71.56;29.79;24.0;6.0;12.5;14.38;43.0;47.0;7.98;26.26;39.0;5.0;16.39;21.0
Sat;2;1;2016;22:00;37.61;21.32;1.59;25.4;9.0;131.04;20.88;70.97;28.79;24.0;5.0;12.5;14.36;45.0;46.0;7.4;25.7;39.0;5.0;16.33;22.0
Sat;2;1;2016;22:15;39.9;21.63;1.58;25.6;12.0;131.67;20.88;69.93;28.79;24.0;7.0;12.0;14.38;44.0;46.0;7.65;26.15;38.0;5.0;16.34;22.0
Sat;2;1;2016;22:30;41.14;23.46;1.59;25.5;9.0;130.12;20.88;72.11;29.79;24.0;5.0;13.0;14.37;44.0;46.0;8.87;25.95;39.0;5.0;16.34;22.0
Sat;2;1;2016;22:45;39.84;21.03;1.58;25.8;12.0;134.91;21.87;70.25;29.79;24.0;6.0;13.0;14.37;44.0;46.0;7.16;25.97;39.0;4.0;16.33;22.0
Sat;2;1;2016;23:00;39.77;23.17;1.59;25.5;9.0;133.34;20.88;71.65;29.79;25.0;7.0;13.0;14.43;44.0;47.0;8.53;26.1;39.0;5.0;16.42;22.0
Sat;2;1;2016;23:15;41.06;23.85;1.58;25.6;10.0;129.46;20.88;71.25;28.79;24.0;5.5;12.5;14.38;43.0;46.0;8.01;27.6;39.0;5.0;16.36;22.0
Sat;2;1;2016;23:30;39.75;21.56;1.6;25.4;12.0;132.31;20.88;70.28;28.79;24.0;5.5;12.5;14.37;43.0;46.0;8.07;26.77;39.0;4.0;16.3;22.0
Sat;2;1;2016;23:45;37.56;24.48;1.57;25.6;9.0;132.31;21.87;72.91;29.79;24.0;7.0;13.0;14.37;44.0;45.0;8.17;25.94;38.0;5.0;16.37;21.0
Sun;3;1;2016;00:00;38.95;22.94;1.6;25.6;12.0;132.31;19.88;69.9;29.79;24.0;5.0;13.0;14.38;43.0;46.0;8.17;25.91;39.0;5.0;16.32;22.0
Sun;3;1;2016;00:15;39.83;22.17;1.57;25.5;9.0;132.31;20.88;71.61;29.79;24.0;7.0;13.0;14.36;43.0;46.0;7.5;26.04;39.0;5.0;16.28;22.0
Sun;3;1;2016;00:30;40.36;22.3;1.6;25.8;11.0;132.31;19.88;70.81;29.79;24.0;5.0;13.0;14.34;43.0;46.0;8.09;25.94;39.0;4.0;16.36;22.0
Sun;3;1;2016;00:45;40.5;21.66;1.58;25.5;12.0;132.31;20.88;70.35;29.79;24.0;6.0;13.0;13.94;44.0;46.0;8.12;26.03;39.0;5.0;16.32;22.0
Sun;3;1;2016;01:00;40.12;21.69;1.6;25.6;9.0;132.31;19.88;72.92;29.79;24.0;6.0;15.0;13.8;44.0;46.0;7.57;25.84;39.0;5.0;16.33;22.0
Sun;3;1;2016;01:15;39.6;23.56;1.58;25.4;12.0;136.2;19.88;69.95;30.78;25.0;5.0;14.5;13.76;44.0;46.0;8.04;26.2;39.0;4.0;16.28;22.0
Sun;3;1;2016;01:30;40.1;22.16;1.6;25.6;8.0;131.49;20.88;71.58;28.79;24.0;7.0;15.0;13.8;44.0;46.0;8.07;25.78;39.0;5.0;16.36;21.0
Sun;3;1;2016;01:45;39.08;22.17;1.58;25.6;12.0;131.12;20.88;70.78;29.79;24.0;6.0;14.5;13.78;43.0;46.0;8.0;30.0;40.0;5.0;16.32;22.0
Sun;3;1;2016;02:00;37.37;23.16;1.6;25.4;11.0;130.95;19.88;70.68;28.79;24.0;5.0;14.0;13.79;45.0;46.0;7.61;25.78;39.0;4.0;16.36;22.0
Sun;3;1;2016;02:15;39.53;23.94;1.57;25.6;10.0;133.09;20.88;71.6;29.79;24.0;7.0;13.0;13.74;44.0;46.0;8.13;26.21;39.0;5.0;16.29;22.0
Sun;3;1;2016;02:30;41.56;21.96;1.6;25.5;11.0;132.79;20.88;69.85;29.79;24.0;5.0;12.0;13.74;43.0;46.0;8.1;25.59;38.0;5.0;16.36;22.0
Sun;3;1;2016;02:45;39.8;24.69;1.58;25.5;8.0;132.86;19.88;72.22;28.79;24.0;7.0;13.0;13.75;43.0;46.0;7.91;26.38;39.0;4.0;16.33;21.0
Sun;3;1;2016;03:00;40.05;22.47;1.6;25.5;12.0;130.76;20.88;70.18;30.78;24.0;5.0;13.0;13.77;44.0;48.0;7.65;25.39;39.0;5.0;16.3;22.0
Sun;3;1;2016;03:15;39.59;22.31;1.58;25.5;10.0;134.12;19.88;71.44;28.79;24.0;6.0;12.0;13.76;43.0;45.0;8.23;26.4;39.0;5.0;16.33;22.0
Sun;3;1;2016;03:30;40.69;22.64;1.6;25.5;9.0;132.46;20.88;71.06;29.79;25.0;7.0;13.0;13.77;43.0;46.0;8.09;25.52;39.0;4.0;16.31;22.0
Sun;3;1;2016;03:45;39.07;22.53;1.58;25.5;12.0;130.28;20.88;70.29;27.8;24.0;5.0;12.0;13.78;44.0;46.0;7.93;26.3;39.0;5.0;16.24;22.0
Sun;3;1;2016;04:00;37.14;23.45;1.6;25.5;8.0;131.83;19.88;72.82;30.78;24.0;7.0;13.0;13.76;43.0;45.0;7.66;25.72;39.0;4.0;16.16;22.0
Sun;3;1;2016;04:15;39.54;21.82;1.58;25.5;11.0;130.54;20.88;68.8;29.79;24.0;5.0;13.0;13.77;44.0;46.0;8.13;26.21;39.0;5.0;16.43;22.0
Sun;3;1;2016;04:30;40.48;25.02;1.6;25.5;11.0;130.94;19.88;71.49;28.79;24.0;6.0;12.5;13.76;43.0;47.0;8.0;25.82;39.0;5.0;16.34;21.0
Sun;3;1;2016;04:45;39.84;22.94;1.58;25.5;9.0;132.78;20.88;71.91;29.79;24.0;6.0;12.5;13.75;44.0;46.0;7.87;25.96;39.0;4.0;16.44;22.0
Sun;3;1;2016;05:00;39.87;23.49;1.6;25.4;12.0;134.83;19.88;70.19;28.79;24.0;6.0;13.0;13.75;43.0;47.0;7.4;25.98;39.0;5.0;16.38;22.0
Sun;3;1;2016;05:15;40.36;22.81;1.58;25.6;9.0;131.63;20.88;72.34;28.79;24.0;7.0;12.5;13.75;44.0;46.0;8.0;25.84;39.0;4.0;16.34;22.0
Sun;3;1;2016;05:30;40.02;21.7;1.6;25.3;11.0;130.55;19.88;70.23;28.79;24.0;5.0;12.5;13.74;43.0;46.0;7.66;26.04;39.0;5.0;16.3;22.0
Sun;3;1;2016;05:45;38.33;25.19;1.58;25.5;10.0;130.9;19.88;71.74;29.79;24.0;6.0;12.5;13.74;44.0;48.0;7.47;25.72;39.0;5.0;16.32;22.0
Sun;3;1;2016;06:00;37.88;23.5;1.6;25.4;9.0;131.45;20.88;71.03;29.79;24.0;6.0;12.5;13.78;43.0;47.0;7.95;26.11;39.0;4.0;16.37;21.0
Sun;3;1;2016;06:15;39.62;20.91;1.58;25.6;12.0;131.95;19.88;70.11;29.79;24.0;6.0;13.0;13.94;44.0;49.0;7.52;25.69;39.0;5.0;16.38;22.0
Sun;3;1;2016;06:30;40.08;24.02;1.6;25.4;9.0;133.0;19.88;72.13;29.79;24.0;6.0;12.5;14.0;44.0;46.0;7.71;26.25;39.0;5.0;16.36;22.0
Sun;3;1;2016;06:45;39.71;21.78;1.57;25.6;12.0;133.24;20.88;69.75;28.79;25.0;5.0;12.5;14.31;43.0;49.0;7.79;25.46;39.0;4.0;16.31;22.0
Sun;3;1;2016;07:00;41.13;22.57;1.6;25.4;10.0;131.58;19.88;71.51;28.79;24.0;7.0;13.5;14.31;43.0;48.0;7.49;26.44;39.0;5.0;16.29;22.0
Sun;3;1;2016;07:15;39.01;22.9;1.58;25.6;10.0;131.73;19.88;70.51;29.79;24.0;5.0;12.5;14.22;44.0;47.0;7.84;25.29;39.0;4.0;16.25;21.0
Sun;3;1;2016;07:30;38.66;23.08;1.6;25.4;11.0;130.05;19.88;70.29;29.79;24.0;7.0;13.0;14.25;43.0;47.0;7.67;26.64;38.0;5.0;16.28;22.0
Sun;3;1;2016;07:45;36.66;23.18;1.58;25.3;8.0;130.87;19.88;72.33;30.78;24.0;5.0;12.5;14.03;44.0;48.0;7.45;25.33;39.0;4.0;16.31;22.0
Sun;3;1;2016;08:00;40.71;23.19;1.59;25.7;12.0;135.13;20.88;69.67;29.79;24.0;6.0;13.5;14.01;45.0;48.0;7.66;26.43;39.0;5.0;16.35;22.0
Sun;3;1;2016;08:15;39.37;23.92;1.58;25.3;9.0;130.3;19.88;71.23;27.8;24.0;7.0;12.0;14.01;43.0;49.0;7.67;25.41;39.0;4.0;16.34;21.0
Sun;3;1;2016;08:30;39.8;22.39;1.6;25.7;10.0;130.84;19.88;70.97;29.79;24.0;5.0;13.0;14.0;44.0;47.0;7.42;26.4;39.0;4.0;16.35;22.0
Sun;3;1;2016;08:45;39.46;22.61;1.58;25.3;11.0;134.03;19.88;70.32;30.78;24.0;7.0;13.0;13.99;44.0;48.0;7.64;25.29;38.0;5.0;16.27;22.0
Sun;3;1;2016;09:00;41.0;22.76;1.59;25.7;8.0;132.9;19.88;72.34;29.79;25.0;5.0;13.0;14.0;43.0;47.0;7.52;26.62;39.0;4.0;16.33;22.0
Sun;3;1;2016;09:15;36.62;22.42;1.58;25.3;12.0;130.21;20.88;71.63;29.79;24.0;6.0;13.0;14.01;44.0;50.0;7.45;29.61;39.0;5.0;16.3;22.0
Sun;3;1;2016;09:30;37.79;23.19;1.59;25.7;9.0;133.03;19.88;71.49;30.78;24.0;7.0;13.0;14.05;44.0;47.0;7.84;26.34;38.0;4.0;16.33;22.0
Sun;3;1;2016;09:45;39.55;22.77;1.58;25.3;10.0;134.09;19.88;72.42;28.79;24.0;4.0;13.0;14.07;43.0;47.0;7.54;25.52;39.0;4.0;16.35;21.0
Sun;3;1;2016;10:00;41.6;24.31;1.6;25.4;11.0;132.79;19.88;71.24;28.79;24.0;7.0;13.0;14.06;43.0;48.0;7.43;26.19;39.0;5.0;16.34;22.0
Sun;3;1;2016;10:15;39.18;22.43;1.57;25.9;8.0;134.02;19.88;72.41;30.78;24.0;6.0;13.0;14.1;44.0;48.0;7.92;25.73;39.0;4.0;16.38;22.0
Sun;3;1;2016;10:30;39.5;24.29;1.6;25.2;10.0;133.67;20.88;73.29;29.79;24.0;5.0;14.0;14.11;43.0;48.0;7.57;26.42;38.0;5.0;16.34;22.0
Sun;3;1;2016;10:45;39.27;22.62;1.58;25.5;11.0;131.93;19.88;73.28;29.79;25.0;7.0;15.0;14.12;44.0;49.0;7.41;26.27;39.0;4.0;16.35;22.0
Sun;3;1;2016;11:00;39.75;24.3;1.6;25.5;9.0;132.98;20.88;73.24;29.79;24.0;5.0;15.0;14.11;43.0;48.0;7.92;26.27;39.0;5.0;16.4;22.0
Sun;3;1;2016;11:15;37.91;23.34;1.57;25.5;12.0;131.31;19.88;73.15;29.79;24.0;7.0;15.0;14.07;45.0;52.0;7.31;26.38;39.0;4.0;16.39;22.0
Sun;3;1;2016;11:30;37.95;1.71;1.6;25.5;9.0;132.16;20.88;73.18;28.79;24.0;5.0;14.0;14.06;44.0;48.0;7.59;26.2;39.0;4.0;16.37;22.0
Sun;3;1;2016;11:45;39.53;0.82;1.57;25.8;12.0;133.92;19.88;74.11;29.79;24.0;7.0;13.0;14.05;44.0;50.0;7.97;26.21;39.0;4.5;16.36;21.0
Sun;3;1;2016;12:00;40.1;63.58;1.6;25.2;9.0;132.51;21.87;73.11;28.79;24.0;5.0;13.0;14.05;45.0;49.0;8.05;26.41;38.0;4.5;16.41;22.0
Sun;3;1;2016;12:15;39.61;21.69;1.58;25.8;10.0;133.8;20.88;73.13;29.79;24.0;7.0;12.0;14.06;43.0;49.0;7.85;26.13;39.0;5.0;16.46;22.0
Sun;3;1;2016;12:30;41.22;23.14;1.6;25.5;11.0;133.1;20.88;73.2;29.79;24.0;5.0;13.0;14.04;43.0;52.0;8.04;27.93;39.0;4.0;16.47;22.0
Sun;3;1;2016;12:45;39.07;22.86;1.58;25.6;8.0;131.56;21.87;73.24;28.79;24.0;6.0;12.0;14.04;44.0;51.0;8.04;30.58;39.0;4.0;16.48;22.0
Sun;3;1;2016;13:00;39.62;23.17;1.6;25.4;12.0;132.11;19.88;74.18;29.79;25.0;6.0;13.0;14.04;44.0;51.0;8.0;26.43;39.0;5.0;16.49;22.0
Sun;3;1;2016;13:15;37.07;21.12;1.58;25.6;8.0;134.24;21.87;73.21;29.79;24.0;6.0;13.0;14.02;44.0;48.0;7.85;26.14;38.0;4.0;16.41;22.0
Sun;3;1;2016;13:30;38.21;22.84;1.6;25.6;12.0;131.49;20.88;73.23;27.8;24.0;7.0;12.5;14.04;43.0;51.0;7.58;29.66;40.0;5.0;16.51;22.0
Sun;3;1;2016;13:45;40.73;23.0;1.58;25.4;10.0;131.55;20.88;73.31;30.78;24.0;5.0;12.5;14.09;44.0;51.0;7.95;26.02;39.0;5.0;16.51;22.0
Sun;3;1;2016;14:00;39.25;21.45;1.6;25.6;12.0;135.37;21.87;73.25;29.79;24.0;6.0;13.0;15.01;43.0;51.0;8.01;26.5;39.0;4.0;16.58;22.0
Sun;3;1;2016;14:15;38.67;23.26;1.58;25.5;10.0;131.67;20.88;73.31;28.79;24.0;6.0;12.5;16.97;45.0;51.0;8.09;30.87;40.0;5.0;16.51;22.0
Sun;3;1;2016;14:30;39.46;22.86;1.6;25.5;10.0;131.57;20.88;74.35;29.79;25.0;6.0;12.5;20.6;44.0;52.0;7.85;28.65;38.0;4.0;16.51;22.0
Sun;3;1;2016;14:45;39.27;23.03;1.58;25.5;10.0;132.92;20.88;73.39;29.79;24.0;7.0;13.0;14.21;45.0;49.0;7.6;25.88;39.0;5.0;16.57;22.0
Sun;3;1;2016;15:00;40.92;23.23;1.6;25.8;10.0;132.2;20.88;73.34;29.79;24.0;5.0;13.0;18.58;44.0;52.0;8.04;32.79;40.0;5.0;16.52;22.0
Sun;3;1;2016;15:15;38.72;22.82;1.58;25.2;10.0;131.36;21.87;73.38;28.79;24.0;6.0;12.0;14.8;44.0;50.0;8.06;26.39;39.0;4.0;16.46;22.0
Sun;3;1;2016;15:30;39.68;21.89;1.6;25.7;9.0;131.82;19.88;73.44;30.78;24.0;6.0;13.0;15.68;44.0;49.0;8.04;27.75;40.0;4.0;16.57;22.0
Sun;3;1;2016;15:45;39.55;22.29;1.58;25.3;11.0;133.12;21.87;75.72;28.79;25.0;5.0;13.0;18.4;43.0;51.0;7.81;29.4;42.0;5.0;16.56;21.0
Sun;3;1;2016;16:00;39.13;23.02;1.6;25.9;9.0;132.34;20.88;73.53;28.79;24.0;7.0;12.5;15.3;44.0;52.0;7.7;26.23;41.0;5.0;16.55;22.0
Sun;3;1;2016;16:15;40.82;23.86;1.58;25.4;11.0;131.97;20.88;73.35;29.79;24.0;5.0;12.5;18.27;44.0;49.0;8.04;32.21;39.0;4.0;16.55;22.0
Sun;3;1;2016;16:30;39.11;22.34;1.6;25.6;9.0;131.59;20.88;73.38;29.79;24.0;7.0;13.0;15.71;44.0;51.0;8.08;29.34;40.0;5.0;16.59;22.0
Sun;3;1;2016;16:45;39.55;24.2;1.58;25.4;11.0;131.41;20.88;74.37;30.78;24.0;5.0;12.5;18.0;44.0;49.0;8.1;27.63;39.0;4.0;16.57;22.0
Sun;3;1;2016;17:00;39.34;23.62;1.6;25.6;10.0;132.94;20.88;74.51;28.79;24.0;7.0;13.0;16.14;44.0;49.0;7.88;29.16;39.0;6.0;16.45;22.0
Sun;3;1;2016;17:15;39.61;22.25;1.58;25.6;10.0;130.35;20.88;73.26;29.79;24.0;5.0;12.5;17.48;44.0;51.0;7.68;26.45;40.0;4.0;16.51;22.0
Sun;3;1;2016;17:30;40.47;24.86;1.6;25.5;12.0;131.37;20.88;74.41;29.79;24.0;7.0;13.0;16.2;44.0;50.0;7.97;29.1;39.0;5.0;16.58;22.0
Sun;3;1;2016;17:45;38.97;22.61;1.58;25.5;8.0;133.08;20.88;75.63;27.8;25.0;5.0;13.0;17.61;44.0;48.0;8.1;28.46;39.0;5.0;16.52;22.0
Sun;3;1;2016;18:00;39.76;21.88;1.6;25.5;12.0;131.13;19.88;73.28;29.79;24.0;7.0;13.0;16.39;43.0;52.0;7.99;27.5;40.0;5.0;16.56;22.0
Sun;3;1;2016;18:15;39.26;20.99;1.58;25.7;8.0;132.43;20.88;73.47;29.79;24.0;5.0;12.5;17.56;46.0;50.0;7.78;32.03;40.0;5.0;16.52;22.0
Sun;3;1;2016;18:30;39.44;24.17;1.6;25.3;13.0;134.93;20.88;75.43;29.79;24.0;6.0;13.5;16.36;43.0;50.0;7.76;29.6;39.0;4.0;16.56;22.0
Sun;3;1;2016;18:45;40.53;22.22;1.58;25.7;10.0;133.08;19.88;75.93;28.79;25.0;6.0;12.0;17.45;44.0;51.0;8.11;28.16;39.0;5.0;16.66;22.0
Sun;3;1;2016;19:00;39.24;23.57;1.6;25.3;9.0;131.53;20.88;74.95;29.79;24.0;6.0;13.5;15.72;44.0;50.0;8.13;32.22;40.0;5.0;16.67;22.0
Sun;3;1;2016;19:15;38.94;22.34;1.58;25.7;10.0;131.59;20.88;73.3;29.79;24.0;6.0;12.5;17.02;43.0;52.0;8.15;29.81;39.0;5.0;16.45;22.0
Sun;3;1;2016;19:30;38.82;24.72;1.6;25.3;10.0;132.37;19.88;73.97;28.79;24.0;5.0;13.0;17.73;44.0;49.0;7.94;28.01;40.0;5.0;16.67;22.0
Sun;3;1;2016;19:45;39.09;22.51;1.58;25.7;11.0;132.37;20.88;73.25;29.79;24.0;7.0;13.0;15.76;44.0;51.0;7.84;29.53;42.0;6.0;16.57;22.0
Sun;3;1;2016;20:00;40.35;23.23;1.6;25.6;9.0;132.37;20.88;73.22;29.79;24.0;6.0;13.0;15.4;44.0;51.0;7.94;25.64;42.0;5.0;16.5;22.0
Sun;3;1;2016;20:15;38.77;23.73;1.58;25.4;10.0;132.37;19.88;73.16;29.79;25.0;5.0;13.0;19.09;44.0;49.0;8.11;29.91;40.0;5.0;16.63;21.0
