weekday;day;month;year;time;EA+ GERAL FAR (KWh);EA+ AVAC IT FAR (KWh);EA+ IT FAR (KWh)
Wed;6;1;2016;09:00;14.0;3.31;8.75
Wed;6;1;2016;09:15;9.0;2.22;5.87
Wed;6;1;2016;09:30;0.0;0.03;0.07
Wed;6;1;2016;09:45;0.0;0.03;0.07
Wed;6;1;2016;10:00;0.0;0.03;0.09
Wed;6;1;2016;10:15;0.0;0.02;0.06
Wed;6;1;2016;10:30;1.0;0.02;0.07
Wed;6;1;2016;10:45;0.0;0.03;0.06
Wed;6;1;2016;11:00;0.0;0.02;0.06
Wed;6;1;2016;11:15;0.0;0.03;0.07
Wed;6;1;2016;11:30;135.0;38.09;7.44
Wed;6;1;2016;11:45;15.0;2.99;8.82
Wed;6;1;2016;12:00;13.5;3.07;9.83
Wed;6;1;2016;12:15;14.0;3.12;8.76
Wed;6;1;2016;12:30;14.0;3.18;8.8
Wed;6;1;2016;12:45;13.5;3.23;8.79
Wed;6;1;2016;13:00;13.0;3.25;9.73
Wed;6;1;2016;13:15;13.0;3.29;8.72
Wed;6;1;2016;13:30;14.0;3.31;8.73
Wed;6;1;2016;13:45;13.0;3.33;8.74
Wed;6;1;2016;14:00;14.0;3.32;9.72
Wed;6;1;2016;14:15;13.0;3.31;8.73
Wed;6;1;2016;14:30;14.0;3.32;9.03
Wed;6;1;2016;14:45;15.0;3.3;9.63
Wed;6;1;2016;15:00;15.0;3.3;10.62
Wed;6;1;2016;15:15;15.0;3.31;9.64
Wed;6;1;2016;15:30;14.5;3.3;9.63
Wed;6;1;2016;15:45;15.5;3.32;9.7
Wed;6;1;2016;16:00;15.0;3.34;10.64
Wed;6;1;2016;16:15;14.5;3.39;9.63
Wed;6;1;2016;16:30;16.5;4.61;9.68
Wed;6;1;2016;16:45;17.5;5.74;9.61
Wed;6;1;2016;17:00;17.5;5.56;10.65
Wed;6;1;2016;17:15;17.0;5.12;9.62
Wed;6;1;2016;17:30;16.0;5.12;9.62
Wed;6;1;2016;17:45;14.0;3.09;9.63
Wed;6;1;2016;18:00;14.0;3.19;10.58
Wed;6;1;2016;18:15;14.0;3.27;9.6
Wed;6;1;2016;18:30;14.0;3.29;9.62
Wed;6;1;2016;18:45;14.0;3.31;9.61
Wed;6;1;2016;19:00;14.0;3.3;10.61
Wed;6;1;2016;19:15;14.0;3.32;9.64
Wed;6;1;2016;19:30;15.0;3.3;9.57
Wed;6;1;2016;19:45;13.5;3.32;9.64
Wed;6;1;2016;20:00;14.0;3.29;9.59
Wed;6;1;2016;20:15;14.0;3.3;10.61
Wed;6;1;2016;20:30;13.5;3.31;9.62
Wed;6;1;2016;20:45;14.0;3.32;9.58
Wed;6;1;2016;21:00;13.0;3.33;9.59
Wed;6;1;2016;21:15;14.0;3.34;9.59
Wed;6;1;2016;21:30;14.0;3.39;10.62
Wed;6;1;2016;21:45;14.0;3.42;9.57
Wed;6;1;2016;22:00;14.0;3.61;9.59
Wed;6;1;2016;22:15;16.0;5.57;9.61
Wed;6;1;2016;22:30;15.5;5.63;10.57
Wed;6;1;2016;22:45;16.0;5.47;9.59
Wed;6;1;2016;23:00;15.5;5.32;9.55
Wed;6;1;2016;23:15;14.0;3.3;9.58
Wed;6;1;2016;23:30;13.0;3.19;9.58
Wed;6;1;2016;23:45;14.0;3.26;10.56
Thu;7;1;2016;00:00;14.0;3.33;9.59
Thu;7;1;2016;00:15;13.0;3.33;9.59
Thu;7;1;2016;00:30;14.0;3.32;9.55
Thu;7;1;2016;00:45;13.5;3.33;9.58
Thu;7;1;2016;01:00;13.5;3.34;10.61
Thu;7;1;2016;01:15;14.0;3.33;9.55
Thu;7;1;2016;01:30;13.5;3.33;9.57
Thu;7;1;2016;01:45;13.5;3.32;9.57
Thu;7;1;2016;02:00;14.0;3.33;9.61
Thu;7;1;2016;02:15;13.5;3.3;10.54
Thu;7;1;2016;02:30;13.5;3.32;9.6
Thu;7;1;2016;02:45;14.0;3.34;9.58
Thu;7;1;2016;03:00;13.5;3.36;9.58
Thu;7;1;2016;03:15;14.0;3.38;10.62
Thu;7;1;2016;03:30;13.5;3.43;9.56
Thu;7;1;2016;03:45;14.0;3.98;9.57
Thu;7;1;2016;04:00;16.0;5.76;9.59
Thu;7;1;2016;04:15;16.0;5.57;9.54
Thu;7;1;2016;04:30;16.0;5.43;10.56
Thu;7;1;2016;04:45;15.0;4.91;9.56
Thu;7;1;2016;05:00;14.0;3.09;9.56
Thu;7;1;2016;05:15;13.0;3.24;9.58
Thu;7;1;2016;05:30;14.0;3.3;9.57
Thu;7;1;2016;05:45;13.5;3.31;10.56
Thu;7;1;2016;06:00;13.5;3.33;9.58
Thu;7;1;2016;06:15;14.0;3.33;9.59
Thu;7;1;2016;06:30;13.0;3.31;9.56
Thu;7;1;2016;06:45;14.0;3.32;9.57
Thu;7;1;2016;07:00;14.0;3.33;10.58
Thu;7;1;2016;07:15;13.0;3.33;9.58
Thu;7;1;2016;07:30;14.0;3.35;9.64
Thu;7;1;2016;07:45;14.0;3.3;9.54
Thu;7;1;2016;08:00;14.0;3.34;10.62
Thu;7;1;2016;08:15;14.5;3.34;9.59
Thu;7;1;2016;08:30;14.5;3.37;9.59
Thu;7;1;2016;08:45;14.5;3.45;9.63
Thu;7;1;2016;09:00;14.5;3.99;9.61
Thu;7;1;2016;09:15;17.5;5.77;10.6
Thu;7;1;2016;09:30;17.5;5.64;9.61
Thu;7;1;2016;09:45;17.0;5.46;9.61
Thu;7;1;2016;10:00;17.0;5.46;9.61
Thu;7;1;2016;10:15;14.5;3.1;10.54
Thu;7;1;2016;10:30;14.5;3.3;9.61
Thu;7;1;2016;10:45;15.0;2.83;9.66
Thu;7;1;2016;11:00;14.0;2.75;9.67
Thu;7;1;2016;11:15;16.0;3.25;10.64
Thu;7;1;2016;11:30;14.5;3.24;9.61
Thu;7;1;2016;11:45;15.5;3.25;9.62
Thu;7;1;2016;12:00;14.5;3.25;9.64
Thu;7;1;2016;12:15;14.5;3.25;10.62
Thu;7;1;2016;12:30;17.0;4.91;9.62
Thu;7;1;2016;12:45;14.0;3.25;9.62
Thu;7;1;2016;13:00;15.0;3.26;9.63
Thu;7;1;2016;13:15;15.0;3.24;10.59
Thu;7;1;2016;13:30;14.0;3.26;9.62
Thu;7;1;2016;13:45;14.0;3.26;9.61
Thu;7;1;2016;14:00;14.5;3.25;9.64
Thu;7;1;2016;14:15;15.0;3.26;10.64
Thu;7;1;2016;14:30;14.5;3.27;9.66
Thu;7;1;2016;14:45;15.5;3.28;9.66
Thu;7;1;2016;15:00;14.5;3.3;9.64
Thu;7;1;2016;15:15;16.0;4.22;10.63
Thu;7;1;2016;15:30;17.5;5.57;9.67
Thu;7;1;2016;15:45;16.5;5.57;9.58
Thu;7;1;2016;16:00;15.0;3.69;9.62
Thu;7;1;2016;16:15;15.0;3.27;10.62
Thu;7;1;2016;16:30;15.0;3.27;9.63
Thu;7;1;2016;16:45;14.5;3.27;9.66
Thu;7;1;2016;17:00;14.5;3.27;10.62
Thu;7;1;2016;17:15;15.0;3.27;9.63
Thu;7;1;2016;17:30;14.5;3.25;9.62
Thu;7;1;2016;17:45;14.5;3.26;9.65
Thu;7;1;2016;18:00;14.0;3.25;9.61
Thu;7;1;2016;18:15;14.5;3.27;10.65
Thu;7;1;2016;18:30;13.5;3.25;9.61
Thu;7;1;2016;18:45;14.0;3.25;9.6
Thu;7;1;2016;19:00;14.0;3.27;9.62
Thu;7;1;2016;19:15;14.0;3.27;10.6
Thu;7;1;2016;19:30;14.0;3.27;9.58
Thu;7;1;2016;19:45;14.0;3.27;9.62
Thu;7;1;2016;20:00;13.5;3.26;9.58
Thu;7;1;2016;20:15;13.5;3.28;10.6
Thu;7;1;2016;20:30;14.0;3.28;9.61
Thu;7;1;2016;20:45;13.5;3.26;9.58
Thu;7;1;2016;21:00;13.5;3.26;9.58
Thu;7;1;2016;21:15;14.0;3.26;10.09
Thu;7;1;2016;21:30;13.5;3.26;10.09
Thu;7;1;2016;21:45;13.5;3.27;9.63
Thu;7;1;2016;22:00;14.0;3.26;9.54
Thu;7;1;2016;22:15;13.0;3.27;9.58
Thu;7;1;2016;22:30;14.0;3.26;9.5
Thu;7;1;2016;22:45;14.0;3.27;10.55
Thu;7;1;2016;23:00;13.0;3.28;9.56
Thu;7;1;2016;23:15;14.0;3.25;9.53
Thu;7;1;2016;23:30;14.0;3.26;9.54
Thu;7;1;2016;23:45;13.0;3.26;10.04
Fri;8;1;2016;00:00;14.0;3.26;10.04
Fri;8;1;2016;00:15;14.0;3.27;9.57
Fri;8;1;2016;00:30;13.0;3.24;9.51
Fri;8;1;2016;00:45;14.0;3.27;9.59
Fri;8;1;2016;01:00;13.0;3.23;10.47
Fri;8;1;2016;01:15;14.0;3.27;9.59
Fri;8;1;2016;01:30;14.0;3.24;9.5
Fri;8;1;2016;01:45;13.0;3.26;9.53
Fri;8;1;2016;02:00;14.0;3.27;9.53
Fri;8;1;2016;02:15;14.0;3.27;10.54
Fri;8;1;2016;02:30;13.0;3.26;9.52
Fri;8;1;2016;02:45;14.0;3.26;9.54
Fri;8;1;2016;03:00;14.0;3.27;9.58
Fri;8;1;2016;03:15;13.0;3.26;10.51
Fri;8;1;2016;03:30;14.0;3.27;9.54
Fri;8;1;2016;03:45;13.5;3.26;9.53
Fri;8;1;2016;04:00;13.5;3.25;9.53
Fri;8;1;2016;04:15;14.0;3.27;9.53
Fri;8;1;2016;04:30;13.5;3.27;10.55
Fri;8;1;2016;04:45;13.5;3.26;9.55
Fri;8;1;2016;05:00;13.5;3.25;9.56
Fri;8;1;2016;05:15;13.5;3.24;9.5
Fri;8;1;2016;05:30;14.0;3.26;9.55
Fri;8;1;2016;05:45;13.5;3.25;10.54
Fri;8;1;2016;06:00;13.5;3.26;9.55
Fri;8;1;2016;06:15;14.0;3.25;9.53
Fri;8;1;2016;06:30;13.5;3.26;9.56
Fri;8;1;2016;06:45;13.5;3.24;10.53
Fri;8;1;2016;07:00;13.5;3.26;9.57
Fri;8;1;2016;07:15;14.0;3.24;9.52
Fri;8;1;2016;07:30;13.5;3.25;9.56
Fri;8;1;2016;07:45;13.5;3.25;9.54
Fri;8;1;2016;08:00;13.5;3.24;10.57
Fri;8;1;2016;08:15;14.0;3.24;9.54
Fri;8;1;2016;08:30;13.5;3.25;9.57
Fri;8;1;2016;08:45;14.5;3.25;9.57
Fri;8;1;2016;09:00;14.0;3.25;10.58
Fri;8;1;2016;09:15;15.0;3.34;9.58
Fri;8;1;2016;09:30;15.0;3.4;9.61
Fri;8;1;2016;09:45;15.0;3.42;9.6
Fri;8;1;2016;10:00;15.0;3.42;10.72
Fri;8;1;2016;10:15;16.0;3.39;9.64
Fri;8;1;2016;10:30;15.0;3.43;9.63
Fri;8;1;2016;10:45;15.0;3.44;10.54
Fri;8;1;2016;11:00;16.0;3.45;9.64
Fri;8;1;2016;11:15;15.0;3.49;9.68
Fri;8;1;2016;11:30;15.5;3.5;9.62
Fri;8;1;2016;11:45;15.5;3.52;10.59
Fri;8;1;2016;12:00;15.0;3.55;9.61
Fri;8;1;2016;12:15;15.5;3.54;9.6
Fri;8;1;2016;12:30;15.0;3.56;10.65
Fri;8;1;2016;12:45;15.5;3.54;9.56
Fri;8;1;2016;13:00;14.5;3.57;9.61
Fri;8;1;2016;13:15;14.5;3.6;9.68
Fri;8;1;2016;13:30;16.0;4.71;10.58
Fri;8;1;2016;13:45;16.5;5.69;9.57
Fri;8;1;2016;14:00;16.5;5.57;9.6
Fri;8;1;2016;14:15;18.0;5.58;9.61
Fri;8;1;2016;14:30;17.0;5.59;10.57
Fri;8;1;2016;14:45;16.5;4.34;9.59
Fri;8;1;2016;15:00;14.5;3.26;9.6
Fri;8;1;2016;15:15;15.0;3.28;9.64
Fri;8;1;2016;15:30;14.0;3.26;10.57
Fri;8;1;2016;15:45;15.0;3.27;9.65
Fri;8;1;2016;16:00;14.0;3.24;9.55
Fri;8;1;2016;16:15;14.5;3.26;9.61
Fri;8;1;2016;16:30;14.5;3.26;10.61
Fri;8;1;2016;16:45;14.0;3.26;9.62
Fri;8;1;2016;17:00;14.5;3.25;9.59
Fri;8;1;2016;17:15;14.5;3.27;9.63
Fri;8;1;2016;17:30;14.5;3.25;10.57
Fri;8;1;2016;17:45;14.5;3.26;9.61
Fri;8;1;2016;18:00;14.0;3.24;9.58
Fri;8;1;2016;18:15;14.5;3.26;9.6
Fri;8;1;2016;18:30;14.0;3.26;10.58
Fri;8;1;2016;18:45;13.5;3.25;9.57
Fri;8;1;2016;19:00;14.0;3.27;9.59
Fri;8;1;2016;19:15;14.0;3.27;9.59
Fri;8;1;2016;19:30;14.5;3.25;10.52
Fri;8;1;2016;19:45;14.5;3.27;9.59
Fri;8;1;2016;20:00;14.0;3.26;9.59
Fri;8;1;2016;20:15;14.0;3.27;9.53
Fri;8;1;2016;20:30;13.0;3.29;9.57
Fri;8;1;2016;20:45;14.0;3.33;10.6
Fri;8;1;2016;21:00;14.0;3.29;9.49
Fri;8;1;2016;21:15;14.0;3.32;9.57
Fri;8;1;2016;21:30;14.0;3.32;9.56
Fri;8;1;2016;21:45;14.0;3.38;10.55
Fri;8;1;2016;22:00;14.0;3.39;9.55
Fri;8;1;2016;22:15;14.0;3.43;9.53
Fri;8;1;2016;22:30;14.0;3.43;9.55
Fri;8;1;2016;22:45;13.5;3.46;9.59
Fri;8;1;2016;23:00;14.0;3.45;10.52
Fri;8;1;2016;23:15;14.0;3.46;9.52
Fri;8;1;2016;23:30;13.5;3.49;9.59
Fri;8;1;2016;23:45;15.0;3.46;9.5
Sat;9;1;2016;00:00;13.5;3.49;9.55
Sat;9;1;2016;00:15;14.0;3.48;10.49
Sat;9;1;2016;00:30;14.0;3.52;9.58
Sat;9;1;2016;00:45;14.5;3.52;9.51
Sat;9;1;2016;01:00;14.0;3.54;9.52
Sat;9;1;2016;01:15;14.0;3.53;10.57
Sat;9;1;2016;01:30;13.5;3.55;9.55
Sat;9;1;2016;01:45;14.5;3.53;9.47
Sat;9;1;2016;02:00;14.0;3.58;9.54
Sat;9;1;2016;02:15;14.0;3.6;9.55
Sat;9;1;2016;02:30;14.0;3.65;10.51
Sat;9;1;2016;02:45;15.0;4.35;9.54
Sat;9;1;2016;03:00;16.0;5.7;9.54
Sat;9;1;2016;03:15;16.0;5.54;9.53
Sat;9;1;2016;03:30;16.0;5.55;9.51
Sat;9;1;2016;03:45;16.0;5.56;10.49
Sat;9;1;2016;04:00;15.0;4.05;9.49
Sat;9;1;2016;04:15;13.5;3.25;9.52
Sat;9;1;2016;04:30;13.5;3.26;9.51
Sat;9;1;2016;04:45;14.0;3.25;9.53
Sat;9;1;2016;05:00;14.0;3.27;10.53
Sat;9;1;2016;05:15;13.0;3.25;9.52
Sat;9;1;2016;05:30;14.0;3.26;9.52
Sat;9;1;2016;05:45;14.0;3.24;9.52
Sat;9;1;2016;06:00;14.0;3.26;10.53
Sat;9;1;2016;06:15;13.0;3.24;9.51
Sat;9;1;2016;06:30;14.0;3.27;9.57
Sat;9;1;2016;06:45;14.0;3.25;9.53
Sat;9;1;2016;07:00;13.5;3.25;9.54
Sat;9;1;2016;07:15;13.5;3.25;10.55
Sat;9;1;2016;07:30;14.0;3.24;9.53
Sat;9;1;2016;07:45;13.5;3.23;9.53
Sat;9;1;2016;08:00;14.0;3.25;9.55
Sat;9;1;2016;08:15;13.5;3.26;9.55
Sat;9;1;2016;08:30;14.0;3.25;10.56
Sat;9;1;2016;08:45;13.5;3.25;9.57
Sat;9;1;2016;09:00;13.5;3.24;9.55
Sat;9;1;2016;09:15;14.0;3.24;9.55
Sat;9;1;2016;09:30;14.0;3.22;10.56
Sat;9;1;2016;09:45;13.0;3.22;9.53
Sat;9;1;2016;10:00;14.0;3.24;9.56
Sat;9;1;2016;10:15;14.0;3.25;9.57
Sat;9;1;2016;10:30;14.0;3.25;9.54
Sat;9;1;2016;10:45;13.0;3.26;10.58
Sat;9;1;2016;11:00;14.0;3.27;9.54
Sat;9;1;2016;11:15;13.5;3.3;9.57
Sat;9;1;2016;11:30;14.0;3.3;9.55
Sat;9;1;2016;11:45;14.0;3.32;9.6
Sat;9;1;2016;12:00;13.5;3.33;10.58
Sat;9;1;2016;12:15;14.0;3.32;9.54
Sat;9;1;2016;12:30;14.0;3.37;9.57
Sat;9;1;2016;12:45;14.0;3.4;9.56
Sat;9;1;2016;13:00;14.0;3.44;10.57
Sat;9;1;2016;13:15;13.5;3.48;9.59
Sat;9;1;2016;13:30;14.0;3.47;9.54
Sat;9;1;2016;13:45;14.0;3.51;9.58
Sat;9;1;2016;14:00;14.0;3.52;9.58
Sat;9;1;2016;14:15;13.5;3.55;10.6
Sat;9;1;2016;14:30;15.0;3.56;9.53
Sat;9;1;2016;14:45;13.5;3.59;9.6
Sat;9;1;2016;15:00;14.0;3.58;9.58
Sat;9;1;2016;15:15;14.5;3.59;9.55
Sat;9;1;2016;15:30;14.0;3.62;10.58
Sat;9;1;2016;15:45;14.0;3.7;9.59
Sat;9;1;2016;16:00;15.0;4.61;9.59
Sat;9;1;2016;16:15;16.0;5.73;9.57
Sat;9;1;2016;16:30;16.0;5.61;9.55
Sat;9;1;2016;16:45;16.5;5.61;10.57
Sat;9;1;2016;17:00;16.0;5.66;9.54
Sat;9;1;2016;17:15;14.0;3.35;9.56
Sat;9;1;2016;17:30;13.5;3.27;9.6
Sat;9;1;2016;17:45;14.0;3.24;10.54
Sat;9;1;2016;18:00;14.0;3.27;9.62
Sat;9;1;2016;18:15;13.5;3.26;9.56
Sat;9;1;2016;18:30;13.5;3.28;9.61
Sat;9;1;2016;18:45;14.0;3.26;9.59
Sat;9;1;2016;19:00;14.0;3.26;10.57
Sat;9;1;2016;19:15;14.0;3.27;9.59
Sat;9;1;2016;19:30;13.0;3.27;9.61
Sat;9;1;2016;19:45;14.0;3.26;9.58
Sat;9;1;2016;20:00;14.0;3.28;9.62
Sat;9;1;2016;20:15;13.5;3.28;10.62
Sat;9;1;2016;20:30;14.0;3.26;9.56
Sat;9;1;2016;20:45;14.0;3.27;9.58
Sat;9;1;2016;21:00;13.5;3.28;9.62
Sat;9;1;2016;21:15;14.0;3.25;10.56
Sat;9;1;2016;21:30;13.5;3.27;9.59
Sat;9;1;2016;21:45;13.5;3.26;9.61
Sat;9;1;2016;22:00;14.0;3.27;9.6
Sat;9;1;2016;22:15;14.0;3.28;9.61
Sat;9;1;2016;22:30;14.0;3.28;10.57
Sat;9;1;2016;22:45;13.5;3.29;9.58
Sat;9;1;2016;23:00;14.0;3.32;9.6
Sat;9;1;2016;23:15;13.5;3.31;9.59
Sat;9;1;2016;23:30;14.0;3.38;9.6
Sat;9;1;2016;23:45;14.0;3.37;10.58
Sun;10;1;2016;00:00;14.0;3.45;9.56
Sun;10;1;2016;00:15;14.0;3.48;9.58
Sun;10;1;2016;00:30;14.0;3.49;9.62
Sun;10;1;2016;00:45;14.0;3.5;10.61
Sun;10;1;2016;01:00;14.0;3.5;9.59
Sun;10;1;2016;01:15;14.0;3.53;9.56
Sun;10;1;2016;01:30;14.0;3.53;9.56
Sun;10;1;2016;01:45;14.0;3.57;9.58
Sun;10;1;2016;02:00;14.5;3.57;10.56
Sun;10;1;2016;02:15;14.0;3.61;9.59
Sun;10;1;2016;02:30;14.5;3.66;9.58
Sun;10;1;2016;02:45;14.0;3.71;9.59
Sun;10;1;2016;03:00;16.0;5.33;9.57
Sun;10;1;2016;03:15;15.5;5.64;10.57
Sun;10;1;2016;03:30;16.5;5.58;9.55
Sun;10;1;2016;03:45;16.0;5.62;9.56
Sun;10;1;2016;04:00;15.5;4.95;9.57
Sun;10;1;2016;04:15;13.5;3.23;9.51
Sun;10;1;2016;04:30;13.5;3.25;10.54
Sun;10;1;2016;04:45;14.0;3.26;9.57
Sun;10;1;2016;05:00;13.5;3.25;9.56
Sun;10;1;2016;05:15;14.0;3.26;9.57
Sun;10;1;2016;05:30;14.0;3.27;10.57
Sun;10;1;2016;05:45;13.0;3.27;9.54
Sun;10;1;2016;06:00;14.0;3.27;9.6
Sun;10;1;2016;06:15;14.0;3.26;9.54
Sun;10;1;2016;06:30;14.0;3.28;9.6
Sun;10;1;2016;06:45;14.0;3.27;10.56
Sun;10;1;2016;07:00;13.0;3.27;9.56
Sun;10;1;2016;07:15;14.0;3.27;9.57
Sun;10;1;2016;07:30;14.0;3.28;9.58
Sun;10;1;2016;07:45;13.5;3.27;9.58
Sun;10;1;2016;08:00;13.5;3.27;10.56
Sun;10;1;2016;08:15;14.0;3.26;9.57
Sun;10;1;2016;08:30;14.0;3.27;9.59
Sun;10;1;2016;08:45;13.5;3.27;9.58
Sun;10;1;2016;09:00;13.5;3.27;10.58
Sun;10;1;2016;09:15;14.0;3.3;9.59
Sun;10;1;2016;09:30;14.0;3.31;9.57
Sun;10;1;2016;09:45;14.0;3.33;9.59
Sun;10;1;2016;10:00;13.0;3.35;9.56
Sun;10;1;2016;10:15;14.0;3.38;10.58
Sun;10;1;2016;10:30;14.0;3.38;9.6
Sun;10;1;2016;10:45;14.0;3.46;9.58
Sun;10;1;2016;11:00;14.0;3.47;9.59
Sun;10;1;2016;11:15;14.0;3.49;9.58
Sun;10;1;2016;11:30;14.0;3.51;10.57
Sun;10;1;2016;11:45;14.0;3.33;9.58
Sun;10;1;2016;12:00;16.0;6.03;9.57
Sun;10;1;2016;12:15;16.5;5.79;9.59
Sun;10;1;2016;12:30;16.0;5.64;10.58
Sun;10;1;2016;12:45;16.5;5.62;9.52
Sun;10;1;2016;13:00;16.0;5.68;9.55
Sun;10;1;2016;13:15;15.0;4.57;9.53
Sun;10;1;2016;13:30;13.5;3.28;9.55
Sun;10;1;2016;13:45;14.0;3.28;10.56
Sun;10;1;2016;14:00;13.5;3.28;9.54
Sun;10;1;2016;14:15;14.0;3.29;9.57
Sun;10;1;2016;14:30;14.0;3.27;9.57
Sun;10;1;2016;14:45;13.0;3.28;9.56
Sun;10;1;2016;15:00;14.0;3.28;10.57
Sun;10;1;2016;15:15;14.0;3.29;9.59
Sun;10;1;2016;15:30;14.0;3.29;9.6
Sun;10;1;2016;15:45;13.5;3.26;9.56
Sun;10;1;2016;16:00;13.5;3.3;9.58
Sun;10;1;2016;16:15;15.0;4.47;10.63
Sun;10;1;2016;16:30;16.0;5.74;9.55
Sun;10;1;2016;16:45;17.0;5.6;9.59
Sun;10;1;2016;17:00;16.0;5.56;9.54
Sun;10;1;2016;17:15;13.5;3.49;10.55
Sun;10;1;2016;17:30;13.5;3.27;9.58
Sun;10;1;2016;17:45;14.0;3.3;9.56
Sun;10;1;2016;18:00;14.0;3.58;9.6
Sun;10;1;2016;18:15;16.0;5.61;9.57
Sun;10;1;2016;18:30;16.0;5.52;10.54
Sun;10;1;2016;18:45;16.0;5.01;9.57
Sun;10;1;2016;19:00;13.0;3.27;9.58
Sun;10;1;2016;19:15;14.0;3.26;9.54
Sun;10;1;2016;19:30;14.0;3.4;9.57
Sun;10;1;2016;19:45;14.5;3.99;10.55
Sun;10;1;2016;20:00;16.5;5.81;9.56
Sun;10;1;2016;20:15;16.0;5.54;9.55
Sun;10;1;2016;20:30;15.0;4.3;9.55
Sun;10;1;2016;20:45;13.5;3.27;10.04
Sun;10;1;2016;21:00;13.5;3.27;10.04
Sun;10;1;2016;21:15;14.0;3.45;9.57
Sun;10;1;2016;21:30;15.0;4.07;9.59
Sun;10;1;2016;21:45;16.0;5.79;9.53
Sun;10;1;2016;22:00;16.0;5.55;10.57
Sun;10;1;2016;22:15;14.5;3.73;9.54
Sun;10;1;2016;22:30;14.0;3.27;9.56
Sun;10;1;2016;22:45;13.5;3.34;9.56
Sun;10;1;2016;23:00;14.0;3.54;9.55
Sun;10;1;2016;23:15;16.0;5.34;10.56
Sun;10;1;2016;23:30;15.0;4.75;9.56
Sun;10;1;2016;23:45;14.0;3.27;9.52
Mon;11;1;2016;00:00;14.0;3.42;9.55
Mon;11;1;2016;00:15;14.5;4.36;9.57
Mon;11;1;2016;00:30;16.5;5.73;10.52
Mon;11;1;2016;00:45;16.0;5.59;9.55
Mon;11;1;2016;01:00;14.0;3.45;9.56
Mon;11;1;2016;01:15;14.0;3.27;9.5
Mon;11;1;2016;01:30;13.0;3.36;9.53
Mon;11;1;2016;01:45;15.0;3.55;10.56
Mon;11;1;2016;02:00;15.0;5.3;9.54
Mon;11;1;2016;02:15;16.0;5.62;9.53
Mon;11;1;2016;02:30;15.0;4.48;9.52
Mon;11;1;2016;02:45;14.0;3.27;10.52
Mon;11;1;2016;03:00;14.0;3.29;9.52
Mon;11;1;2016;03:15;14.0;3.48;9.56
Mon;11;1;2016;03:30;15.0;4.62;9.57
Mon;11;1;2016;03:45;16.0;5.7;9.53
Mon;11;1;2016;04:00;15.5;5.0;10.49
Mon;11;1;2016;04:15;13.5;3.3;9.57
Mon;11;1;2016;04:30;14.0;3.27;9.48
Mon;11;1;2016;04:45;14.0;3.45;9.54
Mon;11;1;2016;05:00;14.5;4.2;9.52
Mon;11;1;2016;05:15;16.5;5.77;10.54
Mon;11;1;2016;05:30;16.0;5.57;9.51
Mon;11;1;2016;05:45;14.0;3.79;9.52
Mon;11;1;2016;06:00;14.0;3.28;9.52
Mon;11;1;2016;06:15;14.0;3.31;9.54
Mon;11;1;2016;06:30;13.5;3.48;10.53
Mon;11;1;2016;06:45;14.5;4.31;9.53
Mon;11;1;2016;07:00;17.0;5.73;9.51
Mon;11;1;2016;07:15;14.5;4.34;9.53
Mon;11;1;2016;07:30;13.5;3.24;10.52
Mon;11;1;2016;07:45;14.0;3.33;9.52
Mon;11;1;2016;08:00;14.0;3.53;9.56
Mon;11;1;2016;08:15;16.5;5.71;9.55
Mon;11;1;2016;08:30;16.0;5.4;9.5
Mon;11;1;2016;08:45;15.5;3.91;10.02
Mon;11;1;2016;09:00;14.5;3.91;10.02
Mon;11;1;2016;09:15;14.5;3.21;9.56
Mon;11;1;2016;09:30;15.0;3.46;9.6
Mon;11;1;2016;09:45;17.0;5.11;10.58
Mon;11;1;2016;10:00;17.0;5.5;9.6
Mon;11;1;2016;10:15;16.0;4.44;9.59
Mon;11;1;2016;10:30;14.0;3.22;9.57
Mon;11;1;2016;10:45;15.0;3.24;10.61
Mon;11;1;2016;11:00;15.0;4.21;9.58
Mon;11;1;2016;11:15;16.0;4.21;9.58
Mon;11;1;2016;11:30;16.0;4.38;9.61
Mon;11;1;2016;11:45;14.5;3.27;10.63
Mon;11;1;2016;12:00;14.5;3.5;9.55
Mon;11;1;2016;12:15;16.5;5.56;9.56
Mon;11;1;2016;12:30;14.5;3.56;10.58
Mon;11;1;2016;12:45;15.0;3.4;9.56
Mon;11;1;2016;13:00;15.0;4.65;9.59
Mon;11;1;2016;13:15;17.0;5.59;9.55
Mon;11;1;2016;13:30;15.5;4.89;9.55
Mon;11;1;2016;13:45;14.0;3.26;10.58
Mon;11;1;2016;14:00;14.5;3.26;9.53
Mon;11;1;2016;14:15;14.5;3.47;9.59
Mon;11;1;2016;14:30;15.5;4.57;9.54
Mon;11;1;2016;14:45;16.5;5.03;10.58
Mon;11;1;2016;15:00;14.5;3.27;9.6
Mon;11;1;2016;15:15;15.0;3.46;9.62
Mon;11;1;2016;15:30;15.5;4.71;9.57
Mon;11;1;2016;15:45;16.5;5.14;10.57
Mon;11;1;2016;16:00;14.0;3.27;9.58
Mon;11;1;2016;16:15;15.0;3.42;9.59
Mon;11;1;2016;16:30;16.0;4.47;9.57
Mon;11;1;2016;16:45;16.5;5.64;10.6
Mon;11;1;2016;17:00;14.5;3.39;9.58
Mon;11;1;2016;17:15;14.5;3.39;9.58
Mon;11;1;2016;17:30;15.5;3.48;9.56
Mon;11;1;2016;17:45;16.0;4.89;10.57
