weekday;day;month;year;time;EA+ GERAL CMB (KWh);EA+ AVAC CMB (KWh);EA+ IT CMB (KWh)
Wed;6;1;2016;07:45;19.0;1.7;15.88
Wed;6;1;2016;08:00;19.0;1.74;15.89
Wed;6;1;2016;08:15;19.0;1.68;15.88
Wed;6;1;2016;08:30;19.0;1.71;15.89
Wed;6;1;2016;08:45;19.0;1.74;15.89
Wed;6;1;2016;09:00;21.0;1.75;15.91
Wed;6;1;2016;09:15;21.0;1.78;15.9
Wed;6;1;2016;09:30;21.0;1.79;15.9
Wed;6;1;2016;09:45;21.0;1.8;15.92
Wed;6;1;2016;10:00;21.0;1.82;15.91
Wed;6;1;2016;10:15;20.0;1.83;15.93
Wed;6;1;2016;10:30;20.0;1.83;15.93
Wed;6;1;2016;10:45;20.0;1.84;15.93
Wed;6;1;2016;11:00;20.0;1.86;15.94
Wed;6;1;2016;11:15;21.0;1.86;15.94
Wed;6;1;2016;11:30;21.0;1.88;15.95
Wed;6;1;2016;11:45;21.0;1.88;15.94
Wed;6;1;2016;12:00;22.0;1.87;15.94
Wed;6;1;2016;12:15;20.0;1.85;15.93
Wed;6;1;2016;12:30;21.0;1.83;15.92
Wed;6;1;2016;12:45;21.0;1.85;15.93
Wed;6;1;2016;13:00;21.0;1.87;15.92
Wed;6;1;2016;13:15;21.0;1.89;15.92
Wed;6;1;2016;13:30;21.0;1.89;15.93
Wed;6;1;2016;13:45;20.0;1.88;15.95
Wed;6;1;2016;14:00;21.0;1.88;15.94
Wed;6;1;2016;14:15;21.0;1.88;15.94
Wed;6;1;2016;14:30;20.0;1.88;15.94
Wed;6;1;2016;14:45;20.0;1.88;15.94
Wed;6;1;2016;15:00;21.0;1.86;15.95
Wed;6;1;2016;15:15;21.0;1.88;15.94
Wed;6;1;2016;15:30;21.0;1.88;15.94
Wed;6;1;2016;15:45;21.0;1.88;15.95
Wed;6;1;2016;16:00;20.0;1.88;15.95
Wed;6;1;2016;16:15;20.0;1.88;15.96
Wed;6;1;2016;16:30;20.0;1.88;15.95
Wed;6;1;2016;16:45;20.0;1.88;15.95
Wed;6;1;2016;17:00;19.0;1.88;15.96
Wed;6;1;2016;17:15;21.0;2.62;15.98
Wed;6;1;2016;17:30;23.0;4.8;15.96
Wed;6;1;2016;17:45;23.0;4.9;15.95
Wed;6;1;2016;18:00;23.0;4.79;15.95
Wed;6;1;2016;18:15;21.0;4.66;15.95
Wed;6;1;2016;18:30;22.0;4.43;15.96
Wed;6;1;2016;18:45;22.0;4.41;15.95
Wed;6;1;2016;19:00;19.0;2.16;15.95
Wed;6;1;2016;19:15;21.0;3.95;15.96
Wed;6;1;2016;19:30;22.0;4.85;15.95
Wed;6;1;2016;19:45;21.0;4.85;15.96
Wed;6;1;2016;20:00;22.0;4.86;15.94
Wed;6;1;2016;20:15;22.0;4.86;15.94
Wed;6;1;2016;20:30;22.0;4.86;15.94
Wed;6;1;2016;20:45;22.0;4.85;15.94
Wed;6;1;2016;21:00;22.0;4.85;15.96
Wed;6;1;2016;21:15;21.0;4.85;15.95
Wed;6;1;2016;21:30;22.0;4.86;15.95
Wed;6;1;2016;21:45;22.0;4.86;15.94
Wed;6;1;2016;22:00;22.0;4.85;15.96
Wed;6;1;2016;22:15;22.0;4.86;15.94
Wed;6;1;2016;22:30;22.0;4.86;15.94
Wed;6;1;2016;22:45;22.0;4.86;15.94
Wed;6;1;2016;23:00;21.0;4.85;15.95
Wed;6;1;2016;23:15;22.0;4.85;15.97
Wed;6;1;2016;23:30;22.0;4.85;15.94
Wed;6;1;2016;23:45;22.0;4.85;15.94
Thu;7;1;2016;00:00;22.0;4.85;15.94
Thu;7;1;2016;00:15;21.0;4.85;15.94
Thu;7;1;2016;00:30;22.0;4.85;15.94
Thu;7;1;2016;00:45;22.0;4.85;15.92
Thu;7;1;2016;01:00;22.0;4.86;15.92
Thu;7;1;2016;01:15;22.0;4.85;15.91
Thu;7;1;2016;01:30;22.0;4.85;15.93
Thu;7;1;2016;01:45;21.0;4.86;15.91
Thu;7;1;2016;02:00;22.0;4.86;15.91
Thu;7;1;2016;02:15;22.0;4.86;15.91
Thu;7;1;2016;02:30;22.0;4.86;15.91
Thu;7;1;2016;02:45;22.0;4.86;15.92
Thu;7;1;2016;03:00;21.0;4.86;15.91
Thu;7;1;2016;03:15;22.0;4.86;15.91
Thu;7;1;2016;03:30;22.0;4.86;15.91
Thu;7;1;2016;03:45;22.0;4.86;15.92
Thu;7;1;2016;04:00;22.0;4.85;15.92
Thu;7;1;2016;04:15;21.0;4.86;15.91
Thu;7;1;2016;04:30;22.0;4.86;15.91
Thu;7;1;2016;04:45;22.0;4.86;15.91
Thu;7;1;2016;05:00;22.0;4.86;15.93
Thu;7;1;2016;05:15;22.0;4.86;15.91
Thu;7;1;2016;05:30;21.0;4.86;15.91
Thu;7;1;2016;05:45;22.0;4.87;15.9
Thu;7;1;2016;06:00;22.0;4.87;15.91
Thu;7;1;2016;06:15;22.0;4.87;15.92
Thu;7;1;2016;06:30;22.0;4.87;15.9
Thu;7;1;2016;06:45;21.0;4.88;15.9
Thu;7;1;2016;07:00;22.0;4.87;15.9
Thu;7;1;2016;07:15;22.0;4.84;15.83
Thu;7;1;2016;07:30;23.0;4.87;15.91
Thu;7;1;2016;07:45;22.0;4.86;15.93
Thu;7;1;2016;08:00;22.0;4.97;15.92
Thu;7;1;2016;08:15;22.0;4.97;15.91
Thu;7;1;2016;08:30;23.0;4.97;15.91
Thu;7;1;2016;08:45;22.0;4.96;15.92
Thu;7;1;2016;09:00;23.0;4.96;15.93
Thu;7;1;2016;09:15;22.0;4.96;15.92
Thu;7;1;2016;09:30;23.0;4.97;15.93
Thu;7;1;2016;09:45;22.0;4.97;15.93
Thu;7;1;2016;10:00;23.0;4.97;15.94
Thu;7;1;2016;10:15;22.0;4.96;15.96
Thu;7;1;2016;10:30;23.0;4.96;15.94
Thu;7;1;2016;10:45;22.0;4.97;15.95
Thu;7;1;2016;11:00;23.0;4.97;15.95
Thu;7;1;2016;11:15;25.0;6.48;15.96
Thu;7;1;2016;11:30;26.0;8.03;15.93
Thu;7;1;2016;11:45;26.0;7.86;15.92
Thu;7;1;2016;12:00;26.0;7.82;15.93
Thu;7;1;2016;12:15;26.0;7.82;15.92
Thu;7;1;2016;12:30;26.0;7.81;15.94
Thu;7;1;2016;12:45;26.0;7.81;15.92
Thu;7;1;2016;13:00;26.0;7.82;15.92
Thu;7;1;2016;13:15;26.0;7.82;15.92
Thu;7;1;2016;13:30;25.0;7.83;15.92
Thu;7;1;2016;13:45;26.0;7.83;15.94
Thu;7;1;2016;14:00;25.0;7.82;15.93
Thu;7;1;2016;14:15;26.0;7.82;15.93
Thu;7;1;2016;14:30;25.0;7.81;15.93
Thu;7;1;2016;14:45;25.0;7.82;15.93
Thu;7;1;2016;15:00;25.0;7.81;15.94
Thu;7;1;2016;15:15;26.0;7.81;15.92
Thu;7;1;2016;15:30;25.0;7.81;15.93
Thu;7;1;2016;15:45;25.0;7.8;15.93
Thu;7;1;2016;16:00;25.0;7.79;15.92
Thu;7;1;2016;16:15;26.0;7.8;15.94
Thu;7;1;2016;16:30;25.0;7.8;15.93
Thu;7;1;2016;16:45;26.0;7.81;15.93
Thu;7;1;2016;17:00;25.0;7.8;15.93
Thu;7;1;2016;17:15;26.0;7.81;15.95
Thu;7;1;2016;17:30;25.0;7.79;15.94
Thu;7;1;2016;17:45;25.0;7.79;15.94
Thu;7;1;2016;18:00;26.0;7.79;15.94
Thu;7;1;2016;18:15;25.0;7.79;15.94
Thu;7;1;2016;18:30;25.0;7.8;15.96
Thu;7;1;2016;18:45;25.0;7.8;15.94
Thu;7;1;2016;19:00;25.0;7.7;15.94
Thu;7;1;2016;19:15;25.0;7.7;15.93
Thu;7;1;2016;19:30;24.0;7.69;15.93
Thu;7;1;2016;19:45;25.0;7.69;15.94
Thu;7;1;2016;20:00;24.67;7.7;15.92
Thu;7;1;2016;20:15;24.67;7.7;15.92
Thu;7;1;2016;20:30;24.67;7.7;15.92
Thu;7;1;2016;20:45;25.0;7.72;15.94
Thu;7;1;2016;21:00;25.0;7.7;15.92
Thu;7;1;2016;21:15;24.0;7.71;15.92
Thu;7;1;2016;21:30;25.0;7.71;15.92
Thu;7;1;2016;21:45;25.0;7.7;15.92
Thu;7;1;2016;22:00;24.0;7.71;15.93
Thu;7;1;2016;22:15;25.0;7.7;15.92
Thu;7;1;2016;22:30;25.0;7.7;15.92
Thu;7;1;2016;22:45;25.0;7.7;15.93
Thu;7;1;2016;23:00;24.0;7.69;15.92
Thu;7;1;2016;23:15;25.0;7.7;15.93
Thu;7;1;2016;23:30;25.0;7.68;15.91
Thu;7;1;2016;23:45;24.0;7.69;15.91
Fri;8;1;2016;00:00;25.0;7.67;15.91
Fri;8;1;2016;00:15;24.0;7.67;15.92
Fri;8;1;2016;00:30;25.0;7.68;15.91
Fri;8;1;2016;00:45;25.0;7.68;15.9
Fri;8;1;2016;01:00;24.0;7.67;15.89
Fri;8;1;2016;01:15;25.0;7.68;15.89
Fri;8;1;2016;01:30;25.0;7.69;15.9
Fri;8;1;2016;01:45;24.0;7.7;15.88
Fri;8;1;2016;02:00;25.0;7.67;15.88
Fri;8;1;2016;02:15;24.0;7.68;15.88
Fri;8;1;2016;02:30;25.0;7.67;15.88
Fri;8;1;2016;02:45;24.0;7.67;15.89
Fri;8;1;2016;03:00;25.0;7.68;15.88
Fri;8;1;2016;03:15;25.0;7.67;15.91
Fri;8;1;2016;03:30;24.0;7.67;15.91
Fri;8;1;2016;03:45;25.0;7.67;15.91
Fri;8;1;2016;04:00;25.0;7.67;15.93
Fri;8;1;2016;04:15;24.0;7.68;15.91
Fri;8;1;2016;04:30;25.0;7.66;15.92
Fri;8;1;2016;04:45;25.0;7.67;15.92
Fri;8;1;2016;05:00;24.0;7.67;15.93
Fri;8;1;2016;05:15;25.0;7.68;15.92
Fri;8;1;2016;05:30;24.0;7.66;15.92
Fri;8;1;2016;05:45;25.0;7.66;15.91
Fri;8;1;2016;06:00;25.0;7.67;15.92
Fri;8;1;2016;06:15;24.0;7.66;15.93
Fri;8;1;2016;06:30;25.0;7.67;15.92
Fri;8;1;2016;06:45;24.0;7.67;15.91
Fri;8;1;2016;07:00;25.0;7.67;15.91
Fri;8;1;2016;07:15;25.0;7.67;15.91
Fri;8;1;2016;07:30;25.0;7.64;15.93
Fri;8;1;2016;07:45;25.0;7.28;15.92
Fri;8;1;2016;08:00;24.0;7.24;15.92
Fri;8;1;2016;08:15;25.0;7.21;15.92
Fri;8;1;2016;08:30;24.0;7.22;15.93
Fri;8;1;2016;08:45;25.0;7.2;15.95
Fri;8;1;2016;09:00;26.0;7.2;15.94
Fri;8;1;2016;09:15;25.0;7.22;15.94
Fri;8;1;2016;09:30;26.0;7.22;15.94
Fri;8;1;2016;09:45;25.0;7.22;15.96
Fri;8;1;2016;10:00;26.0;7.23;15.94
Fri;8;1;2016;10:15;26.0;7.22;15.95
Fri;8;1;2016;10:30;25.0;7.22;15.95
Fri;8;1;2016;10:45;26.0;7.22;15.95
Fri;8;1;2016;11:00;25.0;7.23;15.96
Fri;8;1;2016;11:15;26.0;7.23;15.96
Fri;8;1;2016;11:30;25.0;7.21;15.95
Fri;8;1;2016;11:45;26.0;7.21;15.91
Fri;8;1;2016;12:00;25.0;7.18;15.91
Fri;8;1;2016;12:15;26.0;7.18;15.92
Fri;8;1;2016;12:30;25.0;7.17;15.9
Fri;8;1;2016;12:45;25.0;7.19;15.9
Fri;8;1;2016;13:00;26.0;7.2;15.9
Fri;8;1;2016;13:15;25.0;7.18;15.89
Fri;8;1;2016;13:30;25.0;7.21;15.91
Fri;8;1;2016;13:45;25.0;7.21;15.89
Fri;8;1;2016;14:00;25.0;7.19;15.9
Fri;8;1;2016;14:15;26.0;7.2;15.9
Fri;8;1;2016;14:30;25.0;7.19;15.92
Fri;8;1;2016;14:45;25.0;7.2;15.9
Fri;8;1;2016;15:00;26.0;7.2;15.89
Fri;8;1;2016;15:15;27.0;7.19;15.9
Fri;8;1;2016;15:30;26.0;7.19;15.92
Fri;8;1;2016;15:45;26.0;7.21;15.93
Fri;8;1;2016;16:00;26.0;7.2;15.92
Fri;8;1;2016;16:15;26.0;7.19;15.9
Fri;8;1;2016;16:30;26.0;7.19;15.91
Fri;8;1;2016;16:45;25.0;7.19;15.92
Fri;8;1;2016;17:00;26.0;7.19;15.93
Fri;8;1;2016;17:15;25.0;7.19;15.92
Fri;8;1;2016;17:30;26.0;7.19;15.92
Fri;8;1;2016;17:45;25.0;7.18;15.93
Fri;8;1;2016;18:00;26.0;7.19;15.95
Fri;8;1;2016;18:15;24.0;7.19;15.93
Fri;8;1;2016;18:30;25.0;7.19;15.93
Fri;8;1;2016;18:45;24.0;7.2;15.93
Fri;8;1;2016;19:00;24.0;7.07;15.93
Fri;8;1;2016;19:15;24.0;7.08;15.93
Fri;8;1;2016;19:30;24.0;7.07;15.92
Fri;8;1;2016;19:45;24.0;7.07;15.92
Fri;8;1;2016;20:00;24.0;7.07;15.91
Fri;8;1;2016;20:15;24.0;7.1;15.92
Fri;8;1;2016;20:30;24.0;7.12;15.93
Fri;8;1;2016;20:45;25.0;7.11;15.91
Fri;8;1;2016;21:00;24.0;7.1;15.91
Fri;8;1;2016;21:15;24.0;7.11;15.92
Fri;8;1;2016;21:30;24.0;7.1;15.91
Fri;8;1;2016;21:45;24.0;7.08;15.93
Fri;8;1;2016;22:00;24.0;7.06;15.91
Fri;8;1;2016;22:15;24.0;7.09;15.91
Fri;8;1;2016;22:30;24.0;7.07;15.91
Fri;8;1;2016;22:45;24.0;7.08;15.91
Fri;8;1;2016;23:00;24.0;7.08;15.92
Fri;8;1;2016;23:15;24.0;7.07;15.9
Fri;8;1;2016;23:30;24.0;7.07;15.91
Fri;8;1;2016;23:45;24.0;7.07;15.91
Sat;9;1;2016;00:00;24.0;7.06;15.92
Sat;9;1;2016;00:15;24.0;7.07;15.9
Sat;9;1;2016;00:30;24.0;7.07;15.89
Sat;9;1;2016;00:45;24.0;7.06;15.89
Sat;9;1;2016;01:00;24.0;7.08;15.89
Sat;9;1;2016;01:15;24.0;7.07;15.9
Sat;9;1;2016;01:30;24.0;7.06;15.89
Sat;9;1;2016;01:45;24.0;7.06;15.88
Sat;9;1;2016;02:00;24.0;7.07;15.88
Sat;9;1;2016;02:15;24.0;7.06;15.88
Sat;9;1;2016;02:30;24.0;7.07;15.89
Sat;9;1;2016;02:45;24.0;7.06;15.87
Sat;9;1;2016;03:00;24.0;7.06;15.87
Sat;9;1;2016;03:15;24.0;7.07;15.87
Sat;9;1;2016;03:30;24.0;7.06;15.88
Sat;9;1;2016;03:45;24.0;7.07;15.86
Sat;9;1;2016;04:00;24.0;7.08;15.86
Sat;9;1;2016;04:15;24.0;7.07;15.86
Sat;9;1;2016;04:30;24.0;7.09;15.86
Sat;9;1;2016;04:45;24.0;7.07;15.88
Sat;9;1;2016;05:00;24.0;7.08;15.86
Sat;9;1;2016;05:15;24.0;7.08;15.86
Sat;9;1;2016;05:30;24.0;7.08;15.86
Sat;9;1;2016;05:45;24.0;7.08;15.86
Sat;9;1;2016;06:00;24.0;7.08;15.88
Sat;9;1;2016;06:15;24.0;7.08;15.86
Sat;9;1;2016;06:30;23.0;7.11;15.85
Sat;9;1;2016;06:45;25.0;7.12;15.85
Sat;9;1;2016;07:00;24.0;7.12;15.86
Sat;9;1;2016;07:15;24.0;7.1;15.87
Sat;9;1;2016;07:30;24.0;7.09;15.86
Sat;9;1;2016;07:45;23.0;7.08;15.87
Sat;9;1;2016;08:00;24.0;7.09;15.87
Sat;9;1;2016;08:15;24.0;7.09;15.88
Sat;9;1;2016;08:30;24.0;7.08;15.87
Sat;9;1;2016;08:45;24.0;7.1;15.87
Sat;9;1;2016;09:00;24.0;7.11;15.87
Sat;9;1;2016;09:15;24.0;7.1;15.88
Sat;9;1;2016;09:30;24.0;7.1;15.89
Sat;9;1;2016;09:45;24.0;7.09;15.88
Sat;9;1;2016;10:00;24.0;7.08;15.89
Sat;9;1;2016;10:15;24.0;7.1;15.89
Sat;9;1;2016;10:30;25.0;7.1;15.89
Sat;9;1;2016;10:45;24.0;7.1;15.9
Sat;9;1;2016;11:00;24.0;7.09;15.89
Sat;9;1;2016;11:15;24.0;7.11;15.9
Sat;9;1;2016;11:30;24.0;7.1;15.9
Sat;9;1;2016;11:45;24.0;7.1;15.9
Sat;9;1;2016;12:00;24.0;7.1;15.92
Sat;9;1;2016;12:15;24.0;7.1;15.91
Sat;9;1;2016;12:30;24.0;7.11;15.91
Sat;9;1;2016;12:45;24.0;7.09;15.91
Sat;9;1;2016;13:00;24.0;7.08;15.93
Sat;9;1;2016;13:15;24.0;7.09;15.9
Sat;9;1;2016;13:30;24.0;7.1;15.9
Sat;9;1;2016;13:45;24.0;7.1;15.9
Sat;9;1;2016;14:00;24.0;7.1;15.9
Sat;9;1;2016;14:15;24.0;7.11;15.91
Sat;9;1;2016;14:30;24.0;7.11;15.9
Sat;9;1;2016;14:45;24.0;7.1;15.91
Sat;9;1;2016;15:00;24.0;7.12;15.91
Sat;9;1;2016;15:15;24.0;7.1;15.91
Sat;9;1;2016;15:30;24.0;7.09;15.92
Sat;9;1;2016;15:45;24.0;7.09;15.91
Sat;9;1;2016;16:00;24.0;7.1;15.91
Sat;9;1;2016;16:15;24.0;7.11;15.91
Sat;9;1;2016;16:30;24.0;7.09;15.9
Sat;9;1;2016;16:45;24.0;7.09;15.92
Sat;9;1;2016;17:00;24.0;7.11;15.91
Sat;9;1;2016;17:15;24.0;7.1;15.9
Sat;9;1;2016;17:30;24.0;7.1;15.91
Sat;9;1;2016;17:45;24.0;7.09;15.93
Sat;9;1;2016;18:00;24.0;7.09;15.92
Sat;9;1;2016;18:15;24.0;7.09;15.92
Sat;9;1;2016;18:30;24.0;7.1;15.91
Sat;9;1;2016;18:45;25.0;7.1;15.91
Sat;9;1;2016;19:00;24.0;7.09;15.94
Sat;9;1;2016;19:15;24.0;7.1;15.91
Sat;9;1;2016;19:30;24.0;7.1;15.91
Sat;9;1;2016;19:45;24.0;7.09;15.91
Sat;9;1;2016;20:00;24.0;7.1;15.91
Sat;9;1;2016;20:15;24.0;7.1;15.93
Sat;9;1;2016;20:30;24.0;7.1;15.91
Sat;9;1;2016;20:45;24.0;7.1;15.91
Sat;9;1;2016;21:00;24.0;7.09;15.91
Sat;9;1;2016;21:15;24.0;7.09;15.93
Sat;9;1;2016;21:30;24.0;7.09;15.92
Sat;9;1;2016;21:45;24.0;7.1;15.92
Sat;9;1;2016;22:00;24.0;7.08;15.93
Sat;9;1;2016;22:15;24.0;7.09;15.91
Sat;9;1;2016;22:30;24.0;7.08;15.93
Sat;9;1;2016;22:45;24.0;7.09;15.92
Sat;9;1;2016;23:00;24.0;7.09;15.92
Sat;9;1;2016;23:15;24.0;7.09;15.92
Sat;9;1;2016;23:30;24.0;7.09;15.92
Sat;9;1;2016;23:45;25.0;7.1;15.93
Sun;10;1;2016;00:00;24.0;7.1;15.91
Sun;10;1;2016;00:15;24.0;7.11;15.91
Sun;10;1;2016;00:30;24.0;7.09;15.9
Sun;10;1;2016;00:45;24.0;7.08;15.91
Sun;10;1;2016;01:00;24.0;7.09;15.91
Sun;10;1;2016;01:15;24.0;7.08;15.9
Sun;10;1;2016;01:30;24.0;7.09;15.9
Sun;10;1;2016;01:45;24.0;7.1;15.9
Sun;10;1;2016;02:00;24.0;7.11;15.91
Sun;10;1;2016;02:15;24.0;7.12;15.89
Sun;10;1;2016;02:30;24.0;7.12;15.89
Sun;10;1;2016;02:45;24.0;7.11;15.88
Sun;10;1;2016;03:00;24.0;7.12;15.88
Sun;10;1;2016;03:15;24.0;7.12;15.9
Sun;10;1;2016;03:30;24.0;7.13;15.88
Sun;10;1;2016;03:45;24.0;7.15;15.88
Sun;10;1;2016;04:00;24.0;7.16;15.88
Sun;10;1;2016;04:15;24.0;7.13;15.88
Sun;10;1;2016;04:30;24.0;7.14;15.89
Sun;10;1;2016;04:45;25.0;7.13;15.88
Sun;10;1;2016;05:00;24.0;7.13;15.88
Sun;10;1;2016;05:15;24.0;7.14;15.88
Sun;10;1;2016;05:30;24.0;7.11;15.87
Sun;10;1;2016;05:45;24.0;7.11;15.89
Sun;10;1;2016;06:00;24.0;7.11;15.87
Sun;10;1;2016;06:15;24.0;7.1;15.88
Sun;10;1;2016;06:30;24.0;7.1;15.88
Sun;10;1;2016;06:45;24.0;7.12;15.89
Sun;10;1;2016;07:00;24.0;7.12;15.87
Sun;10;1;2016;07:15;24.0;7.13;15.87
Sun;10;1;2016;07:30;24.0;7.12;15.87
Sun;10;1;2016;07:45;24.0;7.11;15.88
Sun;10;1;2016;08:00;24.0;7.1;15.89
Sun;10;1;2016;08:15;24.0;7.1;15.88
Sun;10;1;2016;08:30;24.0;7.09;15.88
Sun;10;1;2016;08:45;24.0;7.08;15.89
Sun;10;1;2016;09:00;24.0;7.09;15.89
Sun;10;1;2016;09:15;24.0;7.1;15.9
Sun;10;1;2016;09:30;24.0;7.09;15.89
Sun;10;1;2016;09:45;24.0;7.08;15.89
Sun;10;1;2016;10:00;24.0;7.05;15.89
Sun;10;1;2016;10:15;24.0;7.07;15.91
Sun;10;1;2016;10:30;24.0;7.08;15.9
Sun;10;1;2016;10:45;24.0;7.08;15.9
Sun;10;1;2016;11:00;24.0;7.09;15.91
Sun;10;1;2016;11:15;24.0;7.08;15.91
Sun;10;1;2016;11:30;24.0;7.09;15.93
Sun;10;1;2016;11:45;24.0;7.11;15.92
Sun;10;1;2016;12:00;24.0;7.08;15.91
Sun;10;1;2016;12:15;24.0;7.1;15.91
Sun;10;1;2016;12:30;24.0;7.09;15.91
Sun;10;1;2016;12:45;24.0;7.11;15.92
Sun;10;1;2016;13:00;24.0;7.1;15.9
Sun;10;1;2016;13:15;24.0;7.12;15.9
Sun;10;1;2016;13:30;24.0;7.09;15.9
Sun;10;1;2016;13:45;24.0;7.08;15.9
Sun;10;1;2016;14:00;24.0;7.12;15.92
Sun;10;1;2016;14:15;24.0;7.11;15.91
Sun;10;1;2016;14:30;24.0;7.11;15.91
Sun;10;1;2016;14:45;24.0;7.11;15.92
Sun;10;1;2016;15:00;24.0;7.13;15.93
Sun;10;1;2016;15:15;24.0;7.13;15.91
Sun;10;1;2016;15:30;24.0;7.11;15.92
Sun;10;1;2016;15:45;24.0;7.13;15.92
Sun;10;1;2016;16:00;25.0;7.11;15.92
Sun;10;1;2016;16:15;24.0;7.1;15.93
Sun;10;1;2016;16:30;24.0;7.08;15.91
Sun;10;1;2016;16:45;24.0;7.09;15.91
Sun;10;1;2016;17:00;24.0;7.1;15.91
Sun;10;1;2016;17:15;24.0;7.09;15.91
Sun;10;1;2016;17:30;24.0;7.09;15.93
Sun;10;1;2016;17:45;24.0;7.09;15.92
Sun;10;1;2016;18:00;24.0;7.08;15.92
Sun;10;1;2016;18:15;24.0;7.09;15.93
Sun;10;1;2016;18:30;24.0;7.09;15.92
Sun;10;1;2016;18:45;24.0;7.07;15.94
Sun;10;1;2016;19:00;24.0;7.08;15.93
Sun;10;1;2016;19:15;24.0;7.07;15.93
Sun;10;1;2016;19:30;24.0;7.07;15.92
Sun;10;1;2016;19:45;24.0;7.08;15.94
Sun;10;1;2016;20:00;24.0;7.07;15.92
Sun;10;1;2016;20:15;24.0;7.07;15.92
Sun;10;1;2016;20:30;24.0;7.08;15.92
Sun;10;1;2016;20:45;24.0;7.09;15.92
Sun;10;1;2016;21:00;24.0;7.09;15.93
Sun;10;1;2016;21:15;24.0;7.07;15.92
Sun;10;1;2016;21:30;24.0;7.07;15.92
Sun;10;1;2016;21:45;24.0;7.06;15.93
Sun;10;1;2016;22:00;24.0;7.05;15.93
Sun;10;1;2016;22:15;24.0;7.07;15.93
Sun;10;1;2016;22:30;24.0;7.06;15.91
Sun;10;1;2016;22:45;24.0;7.08;15.91
Sun;10;1;2016;23:00;24.0;7.06;15.91
Sun;10;1;2016;23:15;24.0;7.07;15.9
Sun;10;1;2016;23:30;24.0;7.06;15.91
Sun;10;1;2016;23:45;24.0;7.06;15.9
Mon;11;1;2016;00:00;24.0;7.07;15.9
Mon;11;1;2016;00:15;24.0;7.06;15.89
Mon;11;1;2016;00:30;24.0;7.07;15.91
Mon;11;1;2016;00:45;24.0;7.06;15.89
Mon;11;1;2016;01:00;24.0;7.06;15.89
Mon;11;1;2016;01:15;24.0;7.06;15.88
Mon;11;1;2016;01:30;24.0;7.05;15.88
Mon;11;1;2016;01:45;24.0;7.09;15.9
Mon;11;1;2016;02:00;24.0;7.08;15.88
Mon;11;1;2016;02:15;24.0;7.07;15.87
Mon;11;1;2016;02:30;24.0;7.08;15.87
Mon;11;1;2016;02:45;24.0;7.1;15.87
Mon;11;1;2016;03:00;24.0;7.08;15.88
Mon;11;1;2016;03:15;24.0;7.08;15.86
Mon;11;1;2016;03:30;24.0;7.1;15.86
Mon;11;1;2016;03:45;24.0;7.09;15.86
Mon;11;1;2016;04:00;24.0;7.11;15.86
Mon;11;1;2016;04:15;24.0;7.06;15.88
Mon;11;1;2016;04:30;24.0;7.08;15.87
Mon;11;1;2016;04:45;24.0;7.09;15.86
Mon;11;1;2016;05:00;24.0;7.12;15.87
Mon;11;1;2016;05:15;24.0;7.11;15.89
Mon;11;1;2016;05:30;24.0;7.1;15.87
Mon;11;1;2016;05:45;24.0;7.1;15.87
Mon;11;1;2016;06:00;24.0;7.07;15.87
Mon;11;1;2016;06:15;24.0;7.08;15.87
Mon;11;1;2016;06:30;24.0;7.12;15.87
Mon;11;1;2016;06:45;24.0;7.1;15.86
Mon;11;1;2016;07:00;24.0;7.12;15.86
Mon;11;1;2016;07:15;24.0;7.12;15.86
Mon;11;1;2016;07:30;25.0;7.1;15.86
Mon;11;1;2016;07:45;24.0;7.11;15.88
Mon;11;1;2016;08:00;25.0;7.21;15.87
Mon;11;1;2016;08:15;24.0;7.21;15.87
Mon;11;1;2016;08:30;25.0;7.19;15.88
Mon;11;1;2016;08:45;24.0;7.19;15.89
Mon;11;1;2016;09:00;26.0;7.2;15.9
Mon;11;1;2016;09:15;25.0;7.19;15.89
Mon;11;1;2016;09:30;26.0;7.21;15.89
Mon;11;1;2016;09:45;26.0;7.22;15.89
Mon;11;1;2016;10:00;26.0;7.22;15.91
Mon;11;1;2016;10:15;26.0;7.2;15.9
Mon;11;1;2016;10:30;26.0;7.21;15.9
Mon;11;1;2016;10:45;26.0;7.24;15.9
Mon;11;1;2016;11:00;27.0;7.23;15.91
Mon;11;1;2016;11:15;26.0;7.24;15.92
Mon;11;1;2016;11:30;26.0;7.25;15.9
Mon;11;1;2016;11:45;27.0;7.25;15.9
Mon;11;1;2016;12:00;26.0;7.24;15.9
Mon;11;1;2016;12:15;27.0;7.24;15.9
Mon;11;1;2016;12:30;25.0;7.26;15.91
Mon;11;1;2016;12:45;25.0;7.28;15.9
Mon;11;1;2016;13:00;26.0;7.28;16.09
Mon;11;1;2016;13:15;26.0;7.26;16.76
Mon;11;1;2016;13:30;26.0;7.26;16.76
Mon;11;1;2016;13:45;26.0;7.28;16.77
Mon;11;1;2016;14:00;26.0;7.26;16.76
Mon;11;1;2016;14:15;27.0;7.28;16.77
Mon;11;1;2016;14:30;26.0;7.27;16.77
Mon;11;1;2016;14:45;26.0;7.3;16.8
Mon;11;1;2016;15:00;26.0;7.26;16.87
Mon;11;1;2016;15:15;27.0;7.28;16.88
Mon;11;1;2016;15:30;27.0;7.27;16.89
Mon;11;1;2016;15:45;26.0;7.27;16.89
Mon;11;1;2016;16:00;27.0;7.28;16.91
Mon;11;1;2016;16:15;27.0;7.29;16.81
Mon;11;1;2016;16:30;26.0;7.28;16.88
