weekday;day;month;year;time;EA+ GERAL PTM (KWh);EA+ AVAC IT PTM (KWh);EA+ IT PTM (KWh)
Wed;6;1;2016;05:30;5.0;0.72;2.19
Wed;6;1;2016;05:45;4.0;0.72;2.19
Wed;6;1;2016;06:00;4.0;0.72;2.19
Wed;6;1;2016;06:15;4.0;0.72;2.19
Wed;6;1;2016;06:30;4.0;0.72;2.18
Wed;6;1;2016;06:45;4.0;0.72;2.19
Wed;6;1;2016;07:00;5.0;0.72;2.18
Wed;6;1;2016;07:15;4.0;0.72;2.19
Wed;6;1;2016;07:30;4.0;0.72;2.19
Wed;6;1;2016;07:45;4.0;0.72;2.19
Wed;6;1;2016;08:00;4.0;0.72;2.2
Wed;6;1;2016;08:15;4.0;0.72;2.18
Wed;6;1;2016;08:30;4.0;0.72;2.19
Wed;6;1;2016;08:45;4.0;0.72;2.19
Wed;6;1;2016;09:00;4.0;0.71;2.19
Wed;6;1;2016;09:15;5.0;0.71;2.22
Wed;6;1;2016;09:30;5.0;0.71;2.29
Wed;6;1;2016;09:45;5.0;0.71;2.31
Wed;6;1;2016;10:00;5.0;0.71;2.28
Wed;6;1;2016;10:15;5.0;0.71;2.28
Wed;6;1;2016;10:30;5.0;0.71;2.29
Wed;6;1;2016;10:45;5.0;0.71;2.28
Wed;6;1;2016;11:00;5.0;0.71;2.29
Wed;6;1;2016;11:15;5.0;0.71;2.28
Wed;6;1;2016;11:30;5.0;0.71;2.29
Wed;6;1;2016;11:45;5.0;0.72;2.28
Wed;6;1;2016;12:00;5.0;0.71;2.3
Wed;6;1;2016;12:15;5.0;0.72;2.28
Wed;6;1;2016;12:30;5.0;0.72;2.29
Wed;6;1;2016;12:45;5.0;0.72;2.27
Wed;6;1;2016;13:00;5.0;0.72;2.25
Wed;6;1;2016;13:15;5.0;0.72;2.25
Wed;6;1;2016;13:30;5.0;0.71;2.26
Wed;6;1;2016;13:45;6.0;0.71;2.37
Wed;6;1;2016;14:00;5.0;0.71;2.4
Wed;6;1;2016;14:15;5.0;0.71;2.29
Wed;6;1;2016;14:30;5.0;0.71;2.29
Wed;6;1;2016;14:45;5.0;0.71;2.27
Wed;6;1;2016;15:00;6.0;1.02;2.29
Wed;6;1;2016;15:15;5.0;1.04;2.28
Wed;6;1;2016;15:30;7.0;1.22;2.29
Wed;6;1;2016;15:45;6.0;1.08;2.29
Wed;6;1;2016;16:00;6.0;1.4;2.29
Wed;6;1;2016;16:15;6.0;1.22;2.3
Wed;6;1;2016;16:30;5.0;1.08;2.28
Wed;6;1;2016;16:45;6.0;1.27;2.3
Wed;6;1;2016;17:00;6.0;1.28;2.3
Wed;6;1;2016;17:15;6.0;0.99;2.31
Wed;6;1;2016;17:30;6.0;1.52;2.28
Wed;6;1;2016;17:45;6.0;0.95;2.29
Wed;6;1;2016;18:00;5.0;1.19;2.28
Wed;6;1;2016;18:15;6.0;1.41;2.25
Wed;6;1;2016;18:30;6.0;1.26;2.24
Wed;6;1;2016;18:45;6.0;1.0;2.19
Wed;6;1;2016;19:00;6.0;1.46;2.19
Wed;6;1;2016;19:15;5.0;1.09;2.18
Wed;6;1;2016;19:30;6.0;1.2;2.19
Wed;6;1;2016;19:45;5.0;1.35;2.18
Wed;6;1;2016;20:00;6.0;1.11;2.19
Wed;6;1;2016;20:15;5.0;1.27;2.19
Wed;6;1;2016;20:30;6.0;1.33;2.19
Wed;6;1;2016;20:45;5.0;1.03;2.19
Wed;6;1;2016;21:00;6.0;1.53;2.18
Wed;6;1;2016;21:15;5.0;0.95;2.19
Wed;6;1;2016;21:30;5.0;1.3;2.17
Wed;6;1;2016;21:45;6.0;1.27;2.18
Wed;6;1;2016;22:00;5.0;0.98;2.18
Wed;6;1;2016;22:15;6.0;1.55;2.19
Wed;6;1;2016;22:30;5.0;1.07;2.18
Wed;6;1;2016;22:45;6.0;1.14;2.18
Wed;6;1;2016;23:00;5.0;0.92;2.18
Wed;6;1;2016;23:15;5.0;0.7;2.18
Wed;6;1;2016;23:30;5.0;1.2;2.18
Wed;6;1;2016;23:45;5.0;1.04;2.19
Thu;7;1;2016;00:00;5.0;0.87;2.17
Thu;7;1;2016;00:15;6.0;1.07;2.19
Thu;7;1;2016;00:30;5.0;1.19;2.17
Thu;7;1;2016;00:45;5.0;0.91;2.19
Thu;7;1;2016;01:00;5.0;0.82;2.17
Thu;7;1;2016;01:15;5.0;1.13;2.19
Thu;7;1;2016;01:30;6.0;1.16;2.17
Thu;7;1;2016;01:45;5.0;1.05;2.18
Thu;7;1;2016;02:00;5.0;1.12;2.18
Thu;7;1;2016;02:15;5.0;1.05;2.17
Thu;7;1;2016;02:30;6.0;1.04;2.18
Thu;7;1;2016;02:45;5.0;0.84;2.19
Thu;7;1;2016;03:00;5.0;1.14;2.18
Thu;7;1;2016;03:15;5.0;0.97;2.18
Thu;7;1;2016;03:30;5.0;1.07;2.18
Thu;7;1;2016;03:45;6.0;1.16;2.18
Thu;7;1;2016;04:00;5.0;1.07;2.17
Thu;7;1;2016;04:15;5.0;1.22;2.18
Thu;7;1;2016;04:30;5.0;0.9;2.18
Thu;7;1;2016;04:45;5.0;1.11;2.17
Thu;7;1;2016;05:00;6.0;1.06;2.18
Thu;7;1;2016;05:15;5.0;1.03;2.17
Thu;7;1;2016;05:30;5.0;1.19;2.17
Thu;7;1;2016;05:45;5.0;1.14;2.18
Thu;7;1;2016;06:00;6.0;1.21;2.17
Thu;7;1;2016;06:15;5.0;1.2;2.18
Thu;7;1;2016;06:30;5.0;1.01;2.18
Thu;7;1;2016;06:45;5.0;0.9;2.17
Thu;7;1;2016;07:00;6.0;1.18;2.18
Thu;7;1;2016;07:15;5.0;1.24;2.17
Thu;7;1;2016;07:30;5.0;1.04;2.18
Thu;7;1;2016;07:45;5.0;1.15;2.18
Thu;7;1;2016;08:00;5.0;1.18;2.18
Thu;7;1;2016;08:15;6.0;1.06;2.17
Thu;7;1;2016;08:30;5.0;1.24;2.18
Thu;7;1;2016;08:45;5.0;1.11;2.23
Thu;7;1;2016;09:00;5.0;1.31;2.24
Thu;7;1;2016;09:15;5.0;1.06;2.25
Thu;7;1;2016;09:30;6.0;1.27;2.26
Thu;7;1;2016;09:45;5.0;1.06;2.29
Thu;7;1;2016;10:00;6.0;1.23;2.29
Thu;7;1;2016;10:15;5.0;1.3;2.28
Thu;7;1;2016;10:30;6.0;1.23;2.27
Thu;7;1;2016;10:45;5.0;1.12;2.29
Thu;7;1;2016;11:00;6.0;1.15;2.27
Thu;7;1;2016;11:15;6.0;1.24;2.29
Thu;7;1;2016;11:30;6.0;1.23;2.28
Thu;7;1;2016;11:45;5.0;1.24;2.28
Thu;7;1;2016;12:00;6.0;1.38;2.28
Thu;7;1;2016;12:15;6.0;1.14;2.3
Thu;7;1;2016;12:30;6.0;2.07;2.29
Thu;7;1;2016;12:45;6.0;1.15;2.29
Thu;7;1;2016;13:00;6.0;1.68;2.26
Thu;7;1;2016;13:15;6.0;1.65;2.26
Thu;7;1;2016;13:30;6.0;1.2;2.25
Thu;7;1;2016;13:45;6.0;1.94;2.25
Thu;7;1;2016;14:00;5.0;1.25;2.25
Thu;7;1;2016;14:15;6.0;1.91;2.26
Thu;7;1;2016;14:30;5.0;1.2;2.28
Thu;7;1;2016;14:45;6.0;1.95;2.28
Thu;7;1;2016;15:00;5.0;1.31;2.28
Thu;7;1;2016;15:15;5.0;1.91;2.28
Thu;7;1;2016;15:30;6.0;1.79;2.28
Thu;7;1;2016;15:45;5.0;1.23;2.29
Thu;7;1;2016;16:00;5.0;1.92;2.29
Thu;7;1;2016;16:15;5.0;1.26;2.24
Thu;7;1;2016;16:30;6.0;1.9;2.23
Thu;7;1;2016;16:45;6.0;1.54;2.23
Thu;7;1;2016;17:00;5.0;1.51;2.23
Thu;7;1;2016;17:15;6.0;1.83;2.23
Thu;7;1;2016;17:30;5.0;1.37;2.22
Thu;7;1;2016;17:45;6.0;1.9;2.29
Thu;7;1;2016;18:00;6.0;1.73;2.36
Thu;7;1;2016;18:15;5.0;1.36;2.36
Thu;7;1;2016;18:30;5.0;1.55;2.31
Thu;7;1;2016;18:45;6.0;1.52;2.27
Thu;7;1;2016;19:00;5.0;1.9;2.24
Thu;7;1;2016;19:15;5.0;1.19;2.25
Thu;7;1;2016;19:30;6.0;1.85;2.25
Thu;7;1;2016;19:45;5.0;1.28;2.25
Thu;7;1;2016;20:00;5.0;1.9;2.24
Thu;7;1;2016;20:15;5.0;1.6;2.25
Thu;7;1;2016;20:30;5.0;1.38;2.25
Thu;7;1;2016;20:45;5.0;1.32;2.24
Thu;7;1;2016;21:00;5.0;1.72;2.25
Thu;7;1;2016;21:15;5.0;1.41;2.24
Thu;7;1;2016;21:30;5.0;1.37;2.24
Thu;7;1;2016;21:45;5.0;1.71;2.25
Thu;7;1;2016;22:00;5.0;1.46;2.24
Thu;7;1;2016;22:15;5.0;1.31;2.25
Thu;7;1;2016;22:30;5.0;1.56;2.23
Thu;7;1;2016;22:45;5.0;1.45;2.19
Thu;7;1;2016;23:00;5.0;1.4;2.19
Thu;7;1;2016;23:15;5.0;1.52;2.19
Thu;7;1;2016;23:30;5.0;1.44;2.19
Thu;7;1;2016;23:45;5.0;1.51;2.19
Fri;8;1;2016;00:00;4.0;1.36;2.19
Fri;8;1;2016;00:15;5.0;1.27;2.19
Fri;8;1;2016;00:30;5.0;1.82;2.19
Fri;8;1;2016;00:45;5.0;1.01;2.19
Fri;8;1;2016;01:00;5.0;1.56;2.19
Fri;8;1;2016;01:15;5.0;1.34;2.18
Fri;8;1;2016;01:30;5.0;1.63;2.19
Fri;8;1;2016;01:45;4.0;1.09;2.19
Fri;8;1;2016;02:00;5.0;1.57;2.18
Fri;8;1;2016;02:15;5.0;1.31;2.19
Fri;8;1;2016;02:30;5.0;1.33;2.19
Fri;8;1;2016;02:45;5.0;1.44;2.18
Fri;8;1;2016;03:00;5.0;1.33;2.19
Fri;8;1;2016;03:15;5.0;1.55;2.18
Fri;8;1;2016;03:30;4.0;0.91;2.19
Fri;8;1;2016;03:45;6.0;1.91;2.18
Fri;8;1;2016;04:00;4.0;1.21;2.19
Fri;8;1;2016;04:15;5.0;1.17;2.18
Fri;8;1;2016;04:30;5.0;1.6;2.18
Fri;8;1;2016;04:45;5.0;1.19;2.2
Fri;8;1;2016;05:00;4.0;1.36;2.17
Fri;8;1;2016;05:15;5.0;1.43;2.19
Fri;8;1;2016;05:30;5.0;0.8;2.18
Fri;8;1;2016;05:45;5.0;1.67;2.19
Fri;8;1;2016;06:00;4.0;0.87;2.19
Fri;8;1;2016;06:15;5.0;1.8;2.18
Fri;8;1;2016;06:30;5.0;1.11;2.19
Fri;8;1;2016;06:45;5.0;1.19;2.18
Fri;8;1;2016;07:00;4.0;1.48;2.19
Fri;8;1;2016;07:15;5.0;1.03;2.19
Fri;8;1;2016;07:30;5.0;1.57;2.19
Fri;8;1;2016;07:45;4.0;1.38;2.19
Fri;8;1;2016;08:00;5.0;0.96;2.19
Fri;8;1;2016;08:15;5.0;1.68;2.19
Fri;8;1;2016;08:30;4.0;0.94;2.18
Fri;8;1;2016;08:45;4.0;1.26;2.18
Fri;8;1;2016;09:00;5.0;1.52;2.19
Fri;8;1;2016;09:15;6.0;0.91;2.21
Fri;8;1;2016;09:30;6.0;1.6;2.22
Fri;8;1;2016;09:45;5.0;1.03;2.23
Fri;8;1;2016;10:00;7.0;1.45;2.22
Fri;8;1;2016;10:15;6.0;1.13;2.22
Fri;8;1;2016;10:30;5.0;1.18;2.22
Fri;8;1;2016;10:45;7.0;1.68;2.22
Fri;8;1;2016;11:00;5.0;0.84;2.23
Fri;8;1;2016;11:15;6.0;1.59;2.21
Fri;8;1;2016;11:30;6.0;1.0;2.22
Fri;8;1;2016;11:45;6.0;1.49;2.22
Fri;8;1;2016;12:00;6.0;1.25;2.31
Fri;8;1;2016;12:15;5.0;0.98;2.27
Fri;8;1;2016;12:30;7.0;1.64;2.28
Fri;8;1;2016;12:45;5.0;1.11;2.26
Fri;8;1;2016;13:00;6.0;1.2;2.24
Fri;8;1;2016;13:15;6.0;1.69;2.25
Fri;8;1;2016;13:30;5.0;0.88;2.24
Fri;8;1;2016;13:45;6.0;1.5;2.25
Fri;8;1;2016;14:00;6.0;1.4;2.28
Fri;8;1;2016;14:15;6.0;1.1;2.27
Fri;8;1;2016;14:30;6.0;1.5;2.27
Fri;8;1;2016;14:45;6.0;1.28;2.38
Fri;8;1;2016;15:00;6.0;1.34;2.41
Fri;8;1;2016;15:15;6.0;1.19;2.4
Fri;8;1;2016;15:30;6.0;1.36;2.31
Fri;8;1;2016;15:45;6.0;1.49;2.29
Fri;8;1;2016;16:00;6.0;1.17;2.29
Fri;8;1;2016;16:15;5.0;1.15;2.29
Fri;8;1;2016;16:30;5.0;1.79;2.27
Fri;8;1;2016;16:45;5.0;0.93;2.3
Fri;8;1;2016;17:00;6.0;1.65;2.29
Fri;8;1;2016;17:15;5.0;1.12;2.28
Fri;8;1;2016;17:30;5.0;1.69;2.28
Fri;8;1;2016;17:45;5.0;0.87;2.28
Fri;8;1;2016;18:00;6.0;1.43;2.3
Fri;8;1;2016;18:15;5.0;1.59;2.27
Fri;8;1;2016;18:30;5.0;1.0;2.26
Fri;8;1;2016;18:45;6.0;1.54;2.25
Fri;8;1;2016;19:00;5.0;1.34;2.25
Fri;8;1;2016;19:15;4.0;1.08;2.25
Fri;8;1;2016;19:30;6.0;1.62;2.25
Fri;8;1;2016;19:45;5.0;1.19;2.22
Fri;8;1;2016;20:00;4.0;1.33;2.2
Fri;8;1;2016;20:15;5.0;1.12;2.19
Fri;8;1;2016;20:30;5.0;1.4;2.2
Fri;8;1;2016;20:45;5.0;1.43;2.19
Fri;8;1;2016;21:00;5.0;1.29;2.2
Fri;8;1;2016;21:15;4.0;1.29;2.19
Fri;8;1;2016;21:30;5.0;1.14;2.2
Fri;8;1;2016;21:45;5.0;1.69;2.19
Fri;8;1;2016;22:00;4.0;0.87;2.19
Fri;8;1;2016;22:15;6.0;1.57;2.2
Fri;8;1;2016;22:30;4.0;1.16;2.19
Fri;8;1;2016;22:45;5.0;1.27;2.19
Fri;8;1;2016;23:00;4.0;1.0;2.19
Fri;8;1;2016;23:15;5.0;1.15;2.18
Fri;8;1;2016;23:30;4.0;0.86;2.19
Fri;8;1;2016;23:45;5.0;1.1;2.19
Sat;9;1;2016;00:00;5.0;1.33;2.19
Sat;9;1;2016;00:15;4.0;1.23;2.2
Sat;9;1;2016;00:30;5.0;1.12;2.2
Sat;9;1;2016;00:45;4.0;1.09;2.19
Sat;9;1;2016;01:00;5.0;1.24;2.19
Sat;9;1;2016;01:15;5.0;1.29;2.2
Sat;9;1;2016;01:30;4.0;0.88;2.19
Sat;9;1;2016;01:45;5.0;1.13;2.2
Sat;9;1;2016;02:00;4.0;1.12;2.19
Sat;9;1;2016;02:15;5.0;1.24;2.19
Sat;9;1;2016;02:30;5.0;1.12;2.19
Sat;9;1;2016;02:45;4.0;1.14;2.2
Sat;9;1;2016;03:00;5.0;0.89;2.19
Sat;9;1;2016;03:15;4.0;1.07;2.19
Sat;9;1;2016;03:30;5.0;1.22;2.19
Sat;9;1;2016;03:45;5.0;1.08;2.19
Sat;9;1;2016;04:00;4.0;1.21;2.19
Sat;9;1;2016;04:15;5.0;0.88;2.19
Sat;9;1;2016;04:30;4.0;1.06;2.19
Sat;9;1;2016;04:45;5.0;1.14;2.18
Sat;9;1;2016;05:00;4.0;0.94;2.19
Sat;9;1;2016;05:15;5.0;1.0;2.19
Sat;9;1;2016;05:30;4.0;0.84;2.18
Sat;9;1;2016;05:45;4.0;1.1;2.19
Sat;9;1;2016;06:00;5.0;0.86;2.19
Sat;9;1;2016;06:15;4.0;1.01;2.19
Sat;9;1;2016;06:30;5.0;1.0;2.18
Sat;9;1;2016;06:45;4.0;0.71;2.19
Sat;9;1;2016;07:00;4.0;1.04;2.18
Sat;9;1;2016;07:15;4.0;0.7;2.19
Sat;9;1;2016;07:30;5.0;0.98;2.19
Sat;9;1;2016;07:45;4.0;0.71;2.2
Sat;9;1;2016;08:00;4.0;0.99;2.17
Sat;9;1;2016;08:15;4.0;0.7;2.19
Sat;9;1;2016;08:30;4.0;0.7;2.18
Sat;9;1;2016;08:45;4.0;0.7;2.19
Sat;9;1;2016;09:00;4.0;0.69;2.19
Sat;9;1;2016;09:15;4.0;0.97;2.19
Sat;9;1;2016;09:30;4.0;0.69;2.18
Sat;9;1;2016;09:45;4.0;0.69;2.19
Sat;9;1;2016;10:00;4.0;0.69;2.18
Sat;9;1;2016;10:15;4.0;0.7;2.18
Sat;9;1;2016;10:30;4.0;0.99;2.19
Sat;9;1;2016;10:45;4.0;0.7;2.18
Sat;9;1;2016;11:00;4.0;0.7;2.18
Sat;9;1;2016;11:15;4.0;0.7;2.18
Sat;9;1;2016;11:30;5.0;1.03;2.21
Sat;9;1;2016;11:45;5.0;1.02;2.18
Sat;9;1;2016;12:00;5.0;1.06;2.19
Sat;9;1;2016;12:15;4.0;0.71;2.19
Sat;9;1;2016;12:30;5.0;1.82;2.19
Sat;9;1;2016;12:45;4.0;0.71;2.19
Sat;9;1;2016;13:00;4.0;1.45;2.19
Sat;9;1;2016;13:15;5.0;1.04;2.19
Sat;9;1;2016;13:30;4.0;1.17;2.18
Sat;9;1;2016;13:45;5.0;1.38;2.19
Sat;9;1;2016;14:00;4.0;0.84;2.19
Sat;9;1;2016;14:15;5.0;1.48;2.18
Sat;9;1;2016;14:30;4.0;1.07;2.2
Sat;9;1;2016;14:45;5.0;1.37;2.17
Sat;9;1;2016;15:00;4.0;1.43;2.19
Sat;9;1;2016;15:15;5.0;1.01;2.18
Sat;9;1;2016;15:30;5.0;1.73;2.19
Sat;9;1;2016;15:45;4.0;1.2;2.19
Sat;9;1;2016;16:00;5.0;1.46;2.19
Sat;9;1;2016;16:15;5.0;1.34;2.19
Sat;9;1;2016;16:30;4.0;1.22;2.18
Sat;9;1;2016;16:45;5.0;1.8;2.19
Sat;9;1;2016;17:00;5.0;0.86;2.19
Sat;9;1;2016;17:15;5.0;1.94;2.19
Sat;9;1;2016;17:30;4.0;1.07;2.19
Sat;9;1;2016;17:45;6.0;1.9;2.19
Sat;9;1;2016;18:00;4.0;0.8;2.19
Sat;9;1;2016;18:15;5.0;1.92;2.19
Sat;9;1;2016;18:30;5.0;1.07;2.18
Sat;9;1;2016;18:45;5.0;1.83;2.19
Sat;9;1;2016;19:00;5.0;0.81;2.19
Sat;9;1;2016;19:15;5.0;1.46;2.19
Sat;9;1;2016;19:30;5.0;1.73;2.19
Sat;9;1;2016;19:45;4.0;0.91;2.19
Sat;9;1;2016;20:00;5.0;1.73;2.19
Sat;9;1;2016;20:15;5.0;1.08;2.19
Sat;9;1;2016;20:30;5.0;1.52;2.19
Sat;9;1;2016;20:45;5.0;1.3;2.19
Sat;9;1;2016;21:00;4.0;1.2;2.19
Sat;9;1;2016;21:15;5.0;1.66;2.19
Sat;9;1;2016;21:30;5.0;0.95;2.19
Sat;9;1;2016;21:45;5.0;1.64;2.19
Sat;9;1;2016;22:00;5.0;1.16;2.19
Sat;9;1;2016;22:15;4.0;1.47;2.2
Sat;9;1;2016;22:30;5.0;1.22;2.19
Sat;9;1;2016;22:45;5.0;1.4;2.19
Sat;9;1;2016;23:00;5.0;1.4;2.19
Sat;9;1;2016;23:15;4.0;0.97;2.19
Sat;9;1;2016;23:30;5.0;1.39;2.18
Sat;9;1;2016;23:45;5.0;1.5;2.19
Sun;10;1;2016;00:00;4.0;0.9;2.2
Sun;10;1;2016;00:15;6.0;1.55;2.19
Sun;10;1;2016;00:30;4.0;1.22;2.2
Sun;10;1;2016;00:45;5.0;1.36;2.19
Sun;10;1;2016;01:00;5.0;1.22;2.2
Sun;10;1;2016;01:15;4.0;1.11;2.18
Sun;10;1;2016;01:30;5.0;1.67;2.19
Sun;10;1;2016;01:45;5.0;0.79;2.19
Sun;10;1;2016;02:00;5.0;1.47;2.19
Sun;10;1;2016;02:15;4.0;1.41;2.18
Sun;10;1;2016;02:30;5.0;1.06;2.19
Sun;10;1;2016;02:45;5.0;1.4;2.19
Sun;10;1;2016;03:00;5.0;1.17;2.18
Sun;10;1;2016;03:15;4.0;1.13;2.18
Sun;10;1;2016;03:30;5.0;1.47;2.19
Sun;10;1;2016;03:45;4.0;0.84;2.18
Sun;10;1;2016;04:00;5.0;1.55;2.19
Sun;10;1;2016;04:15;5.0;0.93;2.17
Sun;10;1;2016;04:30;5.0;1.49;2.19
Sun;10;1;2016;04:45;4.0;1.14;2.18
Sun;10;1;2016;05:00;5.0;1.25;2.18
Sun;10;1;2016;05:15;5.0;1.37;2.19
Sun;10;1;2016;05:30;4.0;0.98;2.19
Sun;10;1;2016;05:45;5.0;1.54;2.19
Sun;10;1;2016;06:00;5.0;0.74;2.18
Sun;10;1;2016;06:15;5.0;1.53;2.19
Sun;10;1;2016;06:30;4.0;1.31;2.18
Sun;10;1;2016;06:45;5.0;0.97;2.18
Sun;10;1;2016;07:00;5.0;1.51;2.19
Sun;10;1;2016;07:15;4.0;0.72;2.19
Sun;10;1;2016;07:30;5.0;1.64;2.19
Sun;10;1;2016;07:45;4.0;1.14;2.19
Sun;10;1;2016;08:00;4.0;0.97;2.18
Sun;10;1;2016;08:15;5.0;1.53;2.19
Sun;10;1;2016;08:30;4.0;0.71;2.19
Sun;10;1;2016;08:45;5.0;1.61;2.2
Sun;10;1;2016;09:00;4.0;0.92;2.18
Sun;10;1;2016;09:15;5.0;1.32;2.2
Sun;10;1;2016;09:30;4.0;1.13;2.18
Sun;10;1;2016;09:45;5.0;1.12;2.19
Sun;10;1;2016;10:00;4.0;1.48;2.18
Sun;10;1;2016;10:15;4.0;0.79;2.19
Sun;10;1;2016;10:30;5.0;1.39;2.19
Sun;10;1;2016;10:45;5.0;1.45;2.18
Sun;10;1;2016;11:00;4.0;0.88;2.19
Sun;10;1;2016;11:15;5.0;1.63;2.18
Sun;10;1;2016;11:30;4.0;0.88;2.19
Sun;10;1;2016;11:45;5.0;1.49;2.19
Sun;10;1;2016;12:00;4.0;1.22;2.18
Sun;10;1;2016;12:15;5.0;1.25;2.19
Sun;10;1;2016;12:30;5.0;1.46;2.19
Sun;10;1;2016;12:45;4.0;1.42;2.19
Sun;10;1;2016;13:00;5.0;1.17;2.18
Sun;10;1;2016;13:15;5.0;1.8;2.19
Sun;10;1;2016;13:30;4.0;1.07;2.18
Sun;10;1;2016;13:45;5.0;1.64;2.18
Sun;10;1;2016;14:00;5.0;1.52;2.18
Sun;10;1;2016;14:15;5.0;1.79;2.19
Sun;10;1;2016;14:30;4.0;1.17;2.19
Sun;10;1;2016;14:45;5.0;1.44;2.29
Sun;10;1;2016;15:00;5.0;1.73;2.24
Sun;10;1;2016;15:15;5.0;1.8;2.23
Sun;10;1;2016;15:30;5.0;1.19;2.24
Sun;10;1;2016;15:45;5.0;1.86;2.24
Sun;10;1;2016;16:00;5.0;1.34;2.23
Sun;10;1;2016;16:15;5.0;1.91;2.24
Sun;10;1;2016;16:30;5.0;1.21;2.24
Sun;10;1;2016;16:45;5.0;1.73;2.24
Sun;10;1;2016;17:00;4.0;1.34;2.25
Sun;10;1;2016;17:15;6.0;1.91;2.23
Sun;10;1;2016;17:30;5.0;1.89;2.24
Sun;10;1;2016;17:45;5.0;0.94;2.25
Sun;10;1;2016;18:00;5.0;1.43;2.24
Sun;10;1;2016;18:15;5.0;1.9;2.25
Sun;10;1;2016;18:30;5.0;1.86;2.24
Sun;10;1;2016;18:45;5.0;1.05;2.23
Sun;10;1;2016;19:00;5.0;1.35;2.19
Sun;10;1;2016;19:15;5.0;1.91;2.19
Sun;10;1;2016;19:30;5.0;1.27;2.2
Sun;10;1;2016;19:45;5.0;1.66;2.19
Sun;10;1;2016;20:00;5.0;1.52;2.18
Sun;10;1;2016;20:15;5.0;1.9;2.19
Sun;10;1;2016;20:30;5.0;1.05;2.2
Sun;10;1;2016;20:45;5.0;1.78;2.2
Sun;10;1;2016;21:00;5.0;1.15;2.18
Sun;10;1;2016;21:15;5.0;1.91;2.19
Sun;10;1;2016;21:30;4.0;1.03;2.19
Sun;10;1;2016;21:45;6.0;1.67;2.2
Sun;10;1;2016;22:00;4.0;1.46;2.19
Sun;10;1;2016;22:15;5.0;1.38;2.19
Sun;10;1;2016;22:30;5.0;1.49;2.19
Sun;10;1;2016;22:45;5.0;1.36;2.18
Sun;10;1;2016;23:00;5.0;1.73;2.19
Sun;10;1;2016;23:15;5.0;0.96;2.19
Sun;10;1;2016;23:30;5.0;1.83;2.19
Sun;10;1;2016;23:45;5.0;1.4;2.19
Mon;11;1;2016;00:00;5.0;1.26;2.19
Mon;11;1;2016;00:15;5.0;1.63;2.19
Mon;11;1;2016;00:30;4.0;1.13;2.19
Mon;11;1;2016;00:45;6.0;1.92;2.18
Mon;11;1;2016;01:00;4.0;0.9;2.18
Mon;11;1;2016;01:15;5.0;1.79;2.19
Mon;11;1;2016;01:30;5.0;1.14;2.19
Mon;11;1;2016;01:45;5.0;1.48;2.18
Mon;11;1;2016;02:00;5.0;1.41;2.19
Mon;11;1;2016;02:15;4.0;1.18;2.19
Mon;11;1;2016;02:30;6.0;1.92;2.18
Mon;11;1;2016;02:45;4.0;0.97;2.19
Mon;11;1;2016;03:00;5.0;1.66;2.18
Mon;11;1;2016;03:15;5.0;1.28;2.19
Mon;11;1;2016;03:30;5.0;1.38;2.18
Mon;11;1;2016;03:45;5.0;1.39;2.18
Mon;11;1;2016;04:00;4.0;1.07;2.18
Mon;11;1;2016;04:15;6.0;1.87;2.19
Mon;11;1;2016;04:30;4.0;1.15;2.18
Mon;11;1;2016;04:45;5.0;1.21;2.19
Mon;11;1;2016;05:00;5.0;1.67;2.19
Mon;11;1;2016;05:15;4.0;1.03;2.19
Mon;11;1;2016;05:30;6.0;1.63;2.18
Mon;11;1;2016;05:45;4.0;1.27;2.19
Mon;11;1;2016;06:00;5.0;1.34;2.19
Mon;11;1;2016;06:15;5.0;1.14;2.19
Mon;11;1;2016;06:30;5.0;1.42;2.19
Mon;11;1;2016;06:45;4.0;1.38;2.19
Mon;11;1;2016;07:00;5.0;1.31;2.18
Mon;11;1;2016;07:15;5.0;1.29;2.19
Mon;11;1;2016;07:30;4.0;1.27;2.19
Mon;11;1;2016;07:45;5.0;1.77;2.2
Mon;11;1;2016;08:00;4.0;0.86;2.19
Mon;11;1;2016;08:15;5.0;1.5;2.18
Mon;11;1;2016;08:30;5.0;1.32;2.19
Mon;11;1;2016;08:45;4.0;1.26;2.19
Mon;11;1;2016;09:00;6.0;1.35;2.19
Mon;11;1;2016;09:15;5.0;0.96;2.2
Mon;11;1;2016;09:30;6.0;1.83;2.22
Mon;11;1;2016;09:45;6.0;0.75;2.23
Mon;11;1;2016;10:00;6.0;1.62;2.23
Mon;11;1;2016;10:15;5.0;1.22;2.31
Mon;11;1;2016;10:30;6.0;1.25;2.29
Mon;11;1;2016;10:45;6.0;1.43;2.29
Mon;11;1;2016;11:00;5.0;0.92;2.29
Mon;11;1;2016;11:15;7.0;1.66;2.28
Mon;11;1;2016;11:30;5.0;0.99;2.28
Mon;11;1;2016;11:45;6.0;1.42;2.43
Mon;11;1;2016;12:00;6.0;1.48;2.43
Mon;11;1;2016;12:15;6.0;0.93;2.37
Mon;11;1;2016;12:30;6.0;1.82;2.28
Mon;11;1;2016;12:45;5.0;0.91;2.25
Mon;11;1;2016;13:00;5.6;1.35;2.25
Mon;11;1;2016;13:15;5.6;1.35;2.25
Mon;11;1;2016;13:30;5.6;1.35;2.25
Mon;11;1;2016;13:45;5.6;1.35;2.25
Mon;11;1;2016;14:00;5.6;1.35;2.25
Mon;11;1;2016;14:15;5.0;1.7;2.25
