weekday;day;month;year;time;EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Mon;23;4;2018;15:45;11,9;13,6;11,45;39,45;3,08;29,29;8,44;24,89;3,05;3,28;29,09;9,3;3,18;12,1;27,86;19,36
Mon;23;4;2018;16:00;13,5;15,1;11,35;42,48;3,14;29,42;8,43;26,31;2,03;3,31;28,89;8,94;2,91;14,2;31,07;16,77
Mon;23;4;2018;16:15;11,5;12,5;12,14;46,08;3,14;27,37;10,55;28,25;1,97;3,39;29,42;9,01;3,18;13,6;26,92;15,37
Mon;23;4;2018;16:30;9,2;13,1;11,5;41,29;1,81;25,89;8,31;28,07;1,97;4,5;29,75;9,79;3,19;12,5;31,62;14,78
Mon;23;4;2018;16:45;15,0;14,8;11,56;45,42;3,13;29,08;8,3;27,45;2,33;4,5;28,51;11,35;3,19;12,8;27,65;19,04
Mon;23;4;2018;17:00;11,6;12,5;12,06;47,63;2,62;29,45;8,33;24,35;3,04;4,5;30,73;11,38;3,2;10,9;30,39;14,03
Mon;23;4;2018;17:15;12,1;13,3;11,11;42,73;2,55;29,26;8,32;24,16;2,56;4,5;33,14;8,98;3,14;13,5;28,48;17,09
Mon;23;4;2018;17:30;12,5;14,3;11,91;38,93;3,15;29,22;8,32;24,04;1,97;4,5;29,5;8,88;3,21;11,5;25,12;19,18
Mon;23;4;2018;17:45;8,3;13,2;11,43;44,29;1,81;27,82;8,34;26,22;1,97;2,75;29,17;9,66;3,2;12,6;26,62;14,65
Mon;23;4;2018;18:00;12,1;12,5;11,2;44,63;2,95;26,77;8,3;26,31;2,91;3,33;28,95;11,87;3,21;12,4;23,59;15,15
Mon;23;4;2018;18:15;10,5;14,2;11,94;38,93;2,36;32,52;8,25;26,15;2,91;4,44;27,57;11,23;3,21;11,8;25,93;13,95
Mon;23;4;2018;18:30;13,5;13,9;11,31;41,33;2,61;31,9;8,25;26,59;1,97;4,44;28,74;8,76;3,2;12,7;24,25;15,43
Mon;23;4;2018;18:45;10,7;11,9;10,81;44,77;3,16;29,35;8,23;25,61;1,97;4,44;28,11;8,8;3,2;12,1;23,35;17,04
Mon;23;4;2018;19:00;10,5;14,1;10,41;44,89;1,76;27,84;8,15;23,54;1,97;4,44;32,72;9,0;3,19;11,2;24,0;13,25
Mon;23;4;2018;19:15;10,8;15,1;9,98;38,13;3,15;27,82;8,12;23,69;2,2;4,44;31,18;11,09;3,19;12,7;25,59;13,95
Mon;23;4;2018;19:30;11,9;11,3;11,22;39,17;1,85;24,94;8,1;25,86;3,04;3,09;28,51;11,01;3,18;12,0;23,33;10,77
Mon;23;4;2018;19:45;13,2;12,6;11,68;45,52;3,15;21,83;8,08;27,05;2,66;3,32;28,55;9,75;3,17;12,0;23,29;13,59
Mon;23;4;2018;20:00;10,7;14,2;10,91;44,06;2,0;21,69;8,05;26,25;1,97;3,93;28,81;9,58;3,16;11,8;23,26;11,25
Mon;23;4;2018;20:15;13,1;11,7;11,35;39,11;3,02;21,49;8,01;24,6;1,97;5,49;27,63;9,71;3,16;12,5;23,23;11,09
Mon;23;4;2018;20:30;8,3;13,8;10,03;40,37;2,39;21,31;8,0;23,55;1,96;5,14;28,43;9,64;3,15;12,1;23,11;5,83
Mon;23;4;2018;20:45;12,2;13,7;9,5;43,03;2,48;21,34;8,0;24,71;2,83;3,82;31,11;9,63;3,16;11,6;23,13;4,37
Mon;23;4;2018;21:00;11,8;11,9;11,37;37,19;2,38;21,29;7,98;26,11;3,02;3,08;30,63;9,26;3,17;11,8;23,04;5,09
Mon;23;4;2018;21:15;11,2;13,5;11,05;42,78;2,82;21,32;7,97;26,59;1,97;3,31;28,55;9,65;3,18;10,4;23,13;4,87
Mon;23;4;2018;21:30;11,8;14,1;11,05;40,39;1,81;21,29;7,95;24,64;1,96;3,3;27,46;9,43;3,17;10,2;23,15;3,83
Mon;23;4;2018;21:45;8,4;11,5;11,47;41,52;3,1;21,16;7,95;22,95;1,96;3,49;27,42;9,47;3,16;11,2;23,14;3,93
Mon;23;4;2018;22:00;13,6;13,6;9,45;42,11;2,03;19,7;7,96;24,98;2,35;6,88;28,25;8,87;3,16;10,1;23,16;8,06
Mon;23;4;2018;22:15;11,0;14,7;10,48;38,67;2,83;20,04;7,94;25,14;3,04;6,88;27,81;10,13;3,15;10,5;23,15;4,73
Mon;23;4;2018;22:30;12,4;11,1;11,22;39,77;1,98;17,47;7,94;25,51;2,46;1,3;27,44;9,8;3,15;11,1;23,21;7,45
Mon;23;4;2018;22:45;12,3;13,3;10,94;44,36;3,15;21,31;7,9;23,77;1,96;3,74;28,05;9,73;3,17;10,3;23,19;6,65
Mon;23;4;2018;23:00;8,5;12,6;11,28;41,89;1,89;15,93;7,86;22,99;1,96;3,74;27,16;9,64;3,16;10,2;23,14;4,73
Mon;23;4;2018;23:15;12,6;12,6;9,73;39,2;2,6;19,27;7,86;24,86;1,97;3,74;27,06;9,17;3,17;11,8;21,15;7,19
Mon;23;4;2018;23:30;9,6;14,6;10,33;41,67;2,28;16,07;7,9;25,06;2,31;3,74;27,64;9,16;3,17;10,4;18,75;4,07
Mon;23;4;2018;23:45;14,0;12,3;11,66;39,92;2,31;17,49;7,87;25,31;3,05;3,74;27,44;9,86;3,17;11,2;16,78;4,71
Tue;24;4;2018;00:00;9,8;13,4;10,11;40,58;2,84;17,47;7,82;22,94;2,34;3,74;27,0;9,09;2,88;11,1;15,8;6,42
Tue;24;4;2018;00:15;10,8;13,8;9,65;43,97;1,78;8,97;7,82;23,82;1,98;3,74;27,0;9,83;3,17;9,8;17,38;5,46
Tue;24;4;2018;00:30;10,3;11,8;10,51;38,3;3,15;15,15;7,81;24,41;1,98;3,74;27,97;10,11;3,16;9,5;15,53;4,05
Tue;24;4;2018;00:45;10,9;12,5;10,71;38,69;1,8;11,85;7,81;24,56;1,98;3,74;28,01;9,99;2,97;9,1;20,01;6,15
Tue;24;4;2018;01:00;13,0;14,6;10,74;38,07;3,05;11,4;7,8;21,7;1,99;3,74;26,72;8,86;3,16;9,6;15,92;4,96
Tue;24;4;2018;01:15;10,0;12,0;9,95;39,25;2,09;11,32;7,81;22,6;2,77;5,81;27,16;8,76;3,16;8,7;20,67;4,72
Tue;24;4;2018;01:30;10,6;12,6;10,2;38,01;2,11;7,88;7,81;24,44;3,05;5,81;27,71;8,58;2,79;8,3;16,01;5,79
Tue;24;4;2018;01:45;9,1;14,6;11,23;39,67;2,87;11,35;7,8;24,71;2,09;3,81;26,93;9,28;3,16;8,6;20,68;5,46
Tue;24;4;2018;02:00;10,4;12,0;10,45;38,37;1,88;11,32;7,81;22,17;1,98;3,81;26,67;7,49;2,57;8,9;16,58;4,76
Tue;24;4;2018;02:15;12,0;12,6;9,48;38,94;3,15;7,37;7,8;22,27;1,98;3,81;26,72;8,53;2,87;8,1;20,33;5,2
Tue;24;4;2018;02:30;10,7;14,4;9,97;38,59;1,5;11,31;7,8;23,64;1,98;3,81;27,42;7,58;3,05;7,0;16,59;3,42
Tue;24;4;2018;02:45;11,9;11,7;10,66;37,81;3,36;10,7;7,8;24,01;2,63;3,81;26,98;7,94;2,54;6,5;16,95;6,0
Tue;24;4;2018;03:00;7,8;12,8;10,61;39,79;2,0;7,95;7,81;23,53;3,04;1,05;27,2;4,08;3,12;6,3;15,88;3,42
Tue;24;4;2018;03:15;12,1;13,9;11,03;38,4;2,63;11,26;7,83;21,85;2,12;3,36;26,96;9,05;2,74;5,4;16,23;3,42
Tue;24;4;2018;03:30;10,0;12,2;9,64;38,38;2,61;7,93;7,8;22,93;1,98;4,95;26,8;7,5;2,61;4,2;15,34;3,52
Tue;24;4;2018;03:45;12,1;13,2;9,42;40,27;2,03;10,32;7,81;24,15;1,98;5,21;27,56;6,19;2,63;4,1;16,67;3,53
Tue;24;4;2018;04:00;11,5;13,1;10,13;40,57;3,12;11,34;7,81;22,96;1,97;5,02;27,58;6,2;2,88;4,4;14,98;3,63
Tue;24;4;2018;04:15;8,7;12,0;9,93;40,01;1,81;6,04;7,76;21,47;2,4;5,02;26,91;6,21;2,95;3,9;16,7;3,63
Tue;24;4;2018;04:30;10,7;13,6;10,72;38,03;2,26;9,57;7,75;22,61;3,04;3,75;26,05;6,19;2,35;3,9;15,08;3,52
Tue;24;4;2018;04:45;8,8;13,5;11,31;40,17;3,14;6,57;7,78;24,46;2,31;3,75;22,87;6,19;2,55;3,7;16,81;3,43
Tue;24;4;2018;05:00;13,5;11,7;9,83;39,28;1,78;10,04;4,99;23,25;1,97;3,75;22,51;4,79;2,65;4,0;14,61;3,43
Tue;24;4;2018;05:15;9,5;13,6;9,49;36,58;2,31;7,31;2,24;22,02;1,97;3,75;21,62;6,22;2,81;3,8;16,89;3,42
Tue;24;4;2018;05:30;10,2;13,6;9,77;43,09;2,57;8,2;2,25;22,5;1,97;3,75;22,51;6,23;3,08;3,9;14,1;3,32
Tue;24;4;2018;05:45;8,8;11,6;10,8;38,51;2,87;8,66;2,23;24,56;2,18;3,75;22,9;6,24;1,94;3,8;17,33;3,43
Tue;24;4;2018;06:00;12,2;13,8;10,79;38,43;2,09;7,48;2,06;24,52;3,04;3,75;22,05;6,23;2,65;3,8;12,96;3,32
Tue;24;4;2018;06:15;13,0;12,4;9,58;37,8;1,84;8,71;1,93;22,73;2,58;3,75;22,59;6,22;2,52;3,9;16,91;3,42
Tue;24;4;2018;06:30;10,5;12,5;10,09;39,01;3,33;7,47;2,16;21,42;1,96;3,75;22,61;6,22;2,74;3,8;13,13;3,42
Tue;24;4;2018;06:45;10,9;14,0;9,87;40,23;2,45;6,79;2,19;24,03;1,97;3,75;22,45;6,22;2,28;3,8;16,53;3,42
Tue;24;4;2018;07:00;7,7;12,2;10,9;37,67;2,09;5,29;1,99;24,32;1,96;4,4;22,64;6,24;2,62;3,7;14,0;3,63
Tue;24;4;2018;07:15;11,4;12,9;11,04;38,86;2,09;9,52;1,9;22,64;2,26;4,4;23,83;6,24;2,53;3,7;16,14;3,63
Tue;24;4;2018;07:30;8,8;14,0;9,77;40,16;2,49;4,27;2,18;22,15;3,05;4,4;23,56;6,41;2,85;3,8;13,9;3,53
Tue;24;4;2018;07:45;13,7;12,1;9,5;38,35;2,69;9,12;2,17;23,4;2,36;2,24;22,72;8,02;2,29;3,8;15,92;3,63
Tue;24;4;2018;08:00;9,6;13,3;10,04;41,33;2,04;4,48;1,99;24,38;1,96;3,11;24,39;7,99;2,12;3,9;13,45;3,63
Tue;24;4;2018;08:15;11,4;14,7;10,7;38,01;2,51;11,21;2,2;23,34;1,97;3,23;25,4;7,41;3,15;3,8;15,93;3,52
Tue;24;4;2018;08:30;8,3;12,0;10,86;40,62;2,94;4,6;2,42;22,0;1,98;3,32;26,43;9,71;3,12;4,2;14,12;3,52
Tue;24;4;2018;08:45;11,7;13,6;10,61;38,86;2,18;10,48;2,09;23,48;2,41;3,92;30,93;2,77;3,12;6,2;18,96;11,03
Tue;24;4;2018;09:00;11,7;14,3;10,53;39,75;2,26;14,84;2,52;25,61;3,05;5,44;31,12;5,62;3,11;9,8;32,49;3,42
Tue;24;4;2018;09:15;12,0;11,7;10,51;39,36;2,41;13,63;2,19;25,61;2,46;5,12;30,25;7,53;3,07;11,7;33,7;3,72
Tue;24;4;2018;09:30;11,9;12,5;10,32;42,18;2,1;13,9;2,59;25,54;1,97;3,8;30,94;8,07;2,94;12,3;32,78;9,47
Tue;24;4;2018;09:45;8,6;14,7;10,98;43,89;3,22;17,33;2,58;24,21;1,97;3,8;33,51;8,07;3,05;12,9;32,84;5,82
Tue;24;4;2018;10:00;11,8;12,0;11,48;45,45;2,17;17,73;2,58;23,59;1,97;3,8;33,99;8,41;3,02;12,5;32,17;12,17
Tue;24;4;2018;10:15;9,6;13,4;11,72;38,79;2,4;16,57;2,53;25,81;2,01;3,8;31,53;8,43;2,82;12,5;32,6;12,85
Tue;24;4;2018;10:30;14,9;14,7;10,29;42,69;2,9;14,52;8,08;26,29;3,05;3,8;30,45;8,44;3,09;12,6;32,71;9,73
Tue;24;4;2018;10:45;10,2;12,7;10,12;42,38;2,2;17,23;10,2;25,69;2,85;5,29;31,03;8,48;3,14;12,3;32,69;10,37
Tue;24;4;2018;11:00;14,6;14,0;10,95;43,78;2,69;18,03;8,14;24,43;1,98;5,29;31,05;7,71;3,15;12,1;32,26;11,74
Tue;24;4;2018;11:15;7,9;14,5;11,14;40,1;3,1;18,11;8,18;24,04;1,98;3,01;33,32;8,27;3,15;12,7;32,63;15,75
Tue;24;4;2018;11:30;12,7;12,3;11,93;40,89;2,22;18,18;8,19;26,62;1,98;3,01;34,37;8,63;3,12;13,0;29,83;10,6
Tue;24;4;2018;11:45;10,6;13,7;11,37;45,6;2,1;18,31;8,25;26,41;1,98;3,01;32,45;8,7;3,12;13,0;29,62;10,38
Tue;24;4;2018;12:00;13,9;14,6;11,33;39,2;3,28;18,45;8,28;26,53;2,69;3,56;29,86;8,87;3,05;13,0;32,33;12,7
Tue;24;4;2018;12:15;12,3;12,7;11,52;42,47;2,03;18,64;8,3;23,88;3,07;3,25;30,39;9,63;3,07;13,1;26,99;14,02
Tue;24;4;2018;12:30;12,3;14,3;11,96;43,81;2,6;18,8;8,31;24,35;2,19;3,39;30,53;11,7;3,08;12,7;31,29;11,69
Tue;24;4;2018;12:45;11,1;15,3;11,56;43,47;2,67;28,28;8,34;26,7;1,99;5,4;30,95;11,3;2,97;13,1;26,98;13,2
Tue;24;4;2018;13:00;9,9;12,3;11,4;42,11;2,19;26,16;8,38;27,0;1,98;5,23;33,3;8,76;3,13;12,9;30,13;15,89
Tue;24;4;2018;13:15;13,5;13,7;12,1;39,29;3,2;24,23;8,41;26,67;1,97;3,49;33,47;8,93;3,13;13,2;26,98;12,72
Tue;24;4;2018;13:30;11,4;13,7;11,54;46,45;2,23;26,89;8,38;24,45;2,52;3,18;30,18;9,47;1,76;13,4;26,59;12,44
Tue;24;4;2018;13:45;14,9;12,4;11,48;44,13;2,32;24,54;8,38;24,79;3,05;3,31;29,81;12,31;2,4;11,7;27,09;14,76
Tue;24;4;2018;14:00;10,1;13,7;12,21;41,14;2,91;25,22;8,37;27,63;2,38;3,39;29,08;12,08;3,16;11,9;24,37;13,89
Tue;24;4;2018;14:15;12,1;13,9;11,23;42,37;2,76;27,47;8,36;26,73;1,97;4,98;29,77;8,54;2,25;11,1;27,32;10,95
Tue;24;4;2018;14:30;10,3;12,3;11,78;42,92;2,36;27,69;8,42;24,14;1,97;4,31;29,02;9,32;3,03;11,9;23,58;13,88
Tue;24;4;2018;14:45;12,9;14,1;11,45;39,64;2,87;28,35;8,44;23,84;1,97;4,31;29,29;10,17;2,71;12,0;27,07;14,31
Tue;24;4;2018;15:00;12,4;13,0;11,16;40,19;2,16;28,23;8,45;26,96;2,4;4,31;29,21;11,77;2,9;12,4;23,82;11,65
Tue;24;4;2018;15:15;11,4;12,2;12,1;44,26;3,15;28,24;8,44;26,31;3,05;4,31;29,43;11,29;3,14;11,6;23,71;11,17
Tue;24;4;2018;15:30;11,1;14,0;11,25;44,83;1,87;28,43;8,41;25,37;2,64;4,31;29,28;8,78;3,15;11,7;27,17;11,33
Tue;24;4;2018;15:45;9,7;13,5;11,55;39,51;3,14;28,26;8,35;24,85;1,97;2,94;32,07;8,71;3,15;11,2;23,6;11,32
Tue;24;4;2018;16:00;13,9;12,3;11,99;41,43;1,82;28,58;8,32;25,96;1,98;3,34;31,39;9,21;3,15;11,4;23,71;14,22
Tue;24;4;2018;16:15;11,0;13,9;11,29;42,88;3,14;27,04;8,29;27,28;1,97;3,72;29,14;11,99;3,15;12,7;26,72;12,48
Tue;24;4;2018;16:30;14,2;13,1;11,57;41,42;2,54;27,29;8,28;24,62;1,99;5,54;29,66;11,52;3,15;11,2;23,54;11,25
Tue;24;4;2018;16:45;9,1;12,4;11,69;42,89;2,52;26,99;8,23;23,36;3,04;5,26;29,58;8,83;3,15;10,5;23,85;11,6
Tue;24;4;2018;17:00;11,8;14,0;11,19;38,87;3,14;25,9;9,04;23,23;2,92;3,82;29,99;10,76;3,15;12,5;26,21;11,06
Tue;24;4;2018;17:15;9,7;12,9;11,37;37,13;1,89;25,85;8,2;23,41;1,98;3,82;31,88;11,95;3,15;11,5;23,67;11,64
Tue;24;4;2018;17:30;13,0;11,9;11,67;42,47;3,15;25,82;8,15;25,62;1,98;3,82;32,69;11,7;3,16;11,2;27,77;11,91
Tue;24;4;2018;17:45;11,9;14,7;9,73;41,18;3,16;25,64;8,15;25,14;1,98;3,82;30,52;10,68;3,15;11,2;27,78;13,7
Tue;24;4;2018;18:00;12,1;12,2;10,03;37,63;1,92;21,66;8,17;23,01;1,98;3,82;28,49;10,37;3,15;12,1;23,28;10,95
Tue;24;4;2018;18:15;11,0;12,4;11,08;41,3;3,16;22,29;8,17;22,32;2,98;4,64;29,04;10,7;3,15;11,9;23,25;11,6
Tue;24;4;2018;18:30;9,0;14,7;10,82;39,86;2,02;22,04;8,15;22,55;3,04;5,11;29,1;10,22;3,15;11,3;24,63;10,66
Tue;24;4;2018;18:45;12,6;11,7;11,57;36,33;3,16;21,88;8,13;23,83;1,98;3,7;31,93;9,84;3,15;10,3;24,08;10,84
Tue;24;4;2018;19:00;9,9;13,5;10,79;41,37;2,13;21,88;8,07;25,36;1,97;3,7;31,27;10,08;3,15;10,8;23,14;10,83
Tue;24;4;2018;19:15;13,8;14,6;10,92;42,17;2,91;17,5;8,03;22,21;1,98;3,7;27,85;9,98;3,14;10,7;23,12;8,48
Tue;24;4;2018;19:30;8,3;11,3;9,9;36,65;2,63;19,26;8,05;22,57;1,98;3,7;28,38;9,92;3,14;9,9;23,07;4,13
Tue;24;4;2018;19:45;12,1;13,0;10,06;37,23;2,27;21,07;8,03;23,29;2,9;3,7;28,35;9,77;3,14;10,4;19,03;3,93
Tue;24;4;2018;20:00;9,3;14,7;11,55;38,44;3,14;20,89;8,0;25,13;3,06;3,7;27,94;9,71;3,14;10,5;16,73;4,43
Tue;24;4;2018;20:15;14,5;11,6;10,85;40,87;1,66;20,8;7,97;24,64;2,1;3,7;31,46;7,85;3,13;9,8;17,39;4,93
Tue;24;4;2018;20:30;10,1;13,1;10,21;43,2;3,14;20,69;7,95;22,56;1,98;3,7;30,31;8,54;3,13;9,3;14,73;4,02
Tue;24;4;2018;20:45;12,6;13,9;10,11;37,48;2,09;20,46;7,94;22,31;1,97;3,7;27,48;8,33;3,14;8,4;16,2;3,83
Tue;24;4;2018;21:00;8,7;12,0;9,74;38,16;2,75;14,54;7,93;21,9;1,96;3,7;28,26;8,56;3,14;7,7;15,97;3,63
Tue;24;4;2018;21:15;11,3;13,6;10,94;38,69;2,85;17,56;7,95;24,56;2,95;4,19;39,57;11,05;3,14;8,3;14,48;3,63
Tue;24;4;2018;21:30;11,5;12,7;10,91;38,02;2,18;17,12;7,93;24,53;3,02;6,25;39,57;10,86;3,14;7,3;16,94;3,73
Tue;24;4;2018;21:45;11,9;12,3;9,53;37,6;2,58;20,01;7,91;21,86;1,97;6,25;6,73;11,68;3,15;8,1;13,56;3,93
Tue;24;4;2018;22:00;9,9;14,1;10,17;38,54;2,43;10,98;7,91;22,15;1,98;1,21;20,41;12,43;2,56;6,9;17,41;3,83
Tue;24;4;2018;22:15;9,2;11,8;11,21;38,39;2,6;10,49;7,91;23,73;1,97;3,12;22,6;9,84;3,14;5,1;13,26;3,63
Tue;24;4;2018;22:30;12,2;12,9;9,95;37,78;2,29;10,46;7,91;24,83;1,99;3,31;22,53;8,8;2,7;4,2;16,48;3,73
Tue;24;4;2018;22:45;10,3;13,4;9,8;37,69;3,15;10,46;7,86;22,79;3,04;3,33;21,77;8,49;3,13;4,0;14,11;3,63
Tue;24;4;2018;23:00;13,2;11,9;10,05;37,98;1,65;10,45;7,84;22,9;2,88;4,76;21,92;8,41;3,12;3,8;14,8;3,73
Tue;24;4;2018;23:15;9,0;14,1;9,81;38,93;3,15;10,28;7,85;22,28;1,97;5,21;22,21;7,82;2,29;3,8;14,21;3,63
Tue;24;4;2018;23:30;11,6;10,8;11,03;39,23;1,89;7,16;7,84;23,01;1,97;3,63;22,06;7,66;3,01;3,3;14,92;3,93
Tue;24;4;2018;23:45;7,7;12,0;10,38;38,42;2,71;11,28;7,85;23,8;1,97;3,63;21,76;7,66;2,86;3,1;13,58;3,63
Wed;25;4;2018;00:00;13,8;15,3;9,32;38,68;2,42;7,97;7,82;23,8;2,71;3,63;21,4;7,65;2,66;3,1;14,84;3,62
Wed;25;4;2018;00:15;9,3;10,5;9,78;38,68;2,27;8,39;7,84;21,97;3,04;3,63;21,4;7,65;2,25;3,0;14,13;3,63
Wed;25;4;2018;00:30;12,5;12,2;10,57;37,66;2,74;10,49;7,86;21,79;2,0;3,63;21,72;7,64;2,68;2,8;13,46;3,63
Wed;25;4;2018;00:45;7,2;14,3;10,49;37,96;2,39;9,84;7,83;22,7;1,97;4,8;20,27;7,27;3,12;2,8;13,46;3,63
Wed;25;4;2018;01:00;13,1;11,2;10,11;39,18;2,42;7,26;7,82;24,36;1,97;5,12;21,92;6,71;2,01;2,6;13,47;3,53
Wed;25;4;2018;01:15;9,8;13,6;9,35;39,66;2,1;9,93;7,83;23,62;1,98;3,83;20,8;6,64;2,88;2,7;13,45;3,72
Wed;25;4;2018;01:30;13,4;13,1;9,86;36,67;2,81;9,89;7,84;22,2;2,94;3,03;21,03;5,56;2,58;2,5;13,46;3,52
Wed;25;4;2018;01:45;9,4;11,9;11,26;39,49;2,11;5,7;7,86;21,33;2,93;3,96;21,39;5,17;2,2;2,4;12,89;3,43
Wed;25;4;2018;02:00;10,5;14,5;10,47;38,27;2,75;9,82;7,84;21,93;1,98;3,96;20,02;5,17;2,73;2,5;12,03;3,53
Wed;25;4;2018;02:15;8,9;11,6;9,56;37,06;1,98;5,51;7,84;22,98;1,98;3,96;10,82;4,78;2,15;2,2;12,55;3,62
Wed;25;4;2018;02:30;10,9;12,9;9,87;40,33;2,74;10,43;7,84;24,2;1,98;3,96;9,81;5,18;3,1;2,4;13,46;3,43
Wed;25;4;2018;02:45;11,9;14,8;9,33;37,3;2,32;5,16;7,84;21,76;2,0;3,96;9,36;5,01;2,11;2,4;12,05;3,43
Wed;25;4;2018;03:00;10,2;10,4;10,5;37,75;2,79;10,67;7,86;21,26;3,06;3,96;10,15;4,93;1,93;2,2;12,05;3,32
Wed;25;4;2018;03:15;10,6;13,9;10,8;37,22;2,03;5,12;7,82;21,51;2,9;3,96;9,34;5,17;3,0;2,3;12,02;3,43
Wed;25;4;2018;03:30;7,9;12,0;9,31;38,65;3,14;9,59;7,86;22,82;1,99;3,96;10,06;4,71;1,92;2,3;12,05;3,63
Wed;25;4;2018;03:45;13,5;12,0;9,61;36,77;2,14;8,76;7,86;23,95;1,99;3,96;9,33;5,11;2,09;2,2;12,5;3,32
Wed;25;4;2018;04:00;9,3;14,1;9,89;40,49;2,11;6,01;6,68;22,92;1,98;3,96;9,38;3,04;3,11;1,9;12,66;3,53
Wed;25;4;2018;04:15;13,2;11,1;9,45;37,98;3,04;9,83;2,48;20,84;2,4;4,8;9,43;2,7;1,94;1,9;10,56;3,53
Wed;25;4;2018;04:30;7,2;12,4;9,38;37,81;2,29;4,04;2,53;24,06;3,04;4,08;9,44;2,36;1,93;1,9;11,49;3,43
Wed;25;4;2018;04:45;11,1;13,6;10,11;37,59;1,89;8,02;1,98;24,38;2,48;4,08;9,43;2,58;1,93;2,0;11,5;3,43
Wed;25;4;2018;05:00;9,1;11,7;10,34;37,65;3,29;5,23;2,35;24,34;1,97;1,36;8,07;2,16;2,06;1,8;11,44;3,43
Wed;25;4;2018;05:15;11,4;11,1;10,62;37,8;1,93;7,51;2,16;23,79;1,97;3,37;6,61;2,36;2,25;1,8;11,44;3,73
Wed;25;4;2018;05:30;11,5;14,9;10,75;38,31;2,13;7,97;1,99;24,13;1,97;6,59;8,9;2,47;2,38;1,7;11,48;3,43
Wed;25;4;2018;05:45;8,1;11,2;9,44;38,45;2,61;4,05;2,34;22,32;2,36;6,59;8,82;2,07;1,92;1,8;11,5;3,43
Wed;25;4;2018;06:00;10,6;12,7;9,4;38,11;2,66;9,47;2,09;23,62;3,04;2,72;8,59;2,38;1,92;1,5;11,46;3,63
Wed;25;4;2018;06:15;9,4;12,6;10,06;37,87;1,9;4,07;2,03;22,16;2,42;2,72;6,55;2,38;2,06;1,6;11,52;3,33
Wed;25;4;2018;06:30;13,9;13,2;9,53;38,13;2,45;9,16;2,34;22,82;1,98;2,72;6,11;2,04;2,51;1,3;11,53;3,43
Wed;25;4;2018;06:45;9,0;10,7;10,41;39,0;2,34;4,98;2,03;24,02;1,98;2,68;8,86;2,2;1,89;1,5;11,53;3,43
Wed;25;4;2018;07:00;10,3;15,2;11,21;37,97;2,8;5,77;2,08;24,14;1,97;3,37;8,07;2,26;2,37;1,4;11,52;3,63
Wed;25;4;2018;07:15;8,7;10,4;9,48;37,12;2,04;7,99;2,32;22,75;2,78;5,39;5,59;2,19;1,92;1,4;11,48;3,43
Wed;25;4;2018;07:30;8,6;12,9;9,53;38,87;2,22;4,18;1,96;24,17;3,0;5,05;7,58;2,06;1,92;1,4;11,45;3,73
Wed;25;4;2018;07:45;10,5;13,4;10,06;38,95;2,7;9,72;2,16;21,51;1,97;4,58;8,55;3,58;1,92;1,4;11,48;3,13
Wed;25;4;2018;08:00;9,2;11,6;9,59;37,45;2,6;3,75;2,28;23,51;1,98;2,91;8,76;5,87;1,92;1,4;11,44;3,83
Wed;25;4;2018;08:15;13,3;12,7;10,54;37,93;2,19;7,03;1,91;24,4;1,98;4,28;10,58;5,7;1,92;1,4;11,56;3,73
Wed;25;4;2018;08:30;9,8;13,9;11,3;38,75;2,31;5,61;2,32;24,32;2,07;4,28;9,92;5,56;1,92;1,3;12,91;3,83
Wed;25;4;2018;08:45;9,7;11,4;9,62;38,6;2,25;10,56;2,18;22,21;3,05;4,09;10,98;5,6;1,93;1,5;10,25;3,53
Wed;25;4;2018;09:00;9,4;11,8;9,37;38,16;2,97;8,79;1,96;24,07;2,67;4,09;13,81;8,18;1,93;1,5;13,58;3,83
Wed;25;4;2018;09:15;9,8;14,9;10,27;38,16;2,64;16,17;2,38;22,14;1,98;4,09;23,97;8,25;1,93;1,5;13,65;3,73
Wed;25;4;2018;09:30;12,9;10,3;9,45;38,45;1,88;13,25;2,12;23,37;1,97;4,09;24,24;7,78;1,92;1,7;12,52;3,73
Wed;25;4;2018;09:45;9,4;13,5;10,56;39,22;2,46;13,29;2,11;24,23;1,97;4,09;24,22;7,97;1,92;1,9;18,76;3,73
Wed;25;4;2018;10:00;10,4;13,1;11,49;39,41;2,96;13,82;2,41;24,05;2,4;4,09;24,76;6,9;1,93;2,0;30,54;4,03
Wed;25;4;2018;10:15;9,0;12,6;10,43;39,36;2,24;20,52;2,0;23,14;3,05;4,09;24,21;4,13;1,92;2,4;28,58;4,03
Wed;25;4;2018;10:30;8,9;11,3;9,63;42,75;2,54;18,39;2,42;24,23;2,37;4,09;24,39;4,4;1,93;2,8;23,41;4,03
Wed;25;4;2018;10:45;12,8;15,3;10,21;42,04;2,05;19,09;2,18;22,55;1,97;4,09;24,31;4,75;1,93;3,0;25,31;4,03
