weekday;day;month;year;time;EA+ Geral ALF2A7+A8 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ IT ALF2A7+A8 (KWh)
Wed;6;1;2016;04:15;130.65;38.4;79.4
Wed;6;1;2016;04:30;130.65;38.4;79.4
Wed;6;1;2016;04:45;130.65;38.4;79.4
Wed;6;1;2016;05:00;130.46;38.15;79.37
Wed;6;1;2016;05:15;129.84;37.71;79.41
Wed;6;1;2016;05:30;130.08;38.04;79.42
Wed;6;1;2016;05:45;130.09;37.81;79.34
Wed;6;1;2016;06:00;130.15;38.21;79.33
Wed;6;1;2016;06:15;130.45;38.29;79.49
Wed;6;1;2016;06:30;131.8;39.58;79.34
Wed;6;1;2016;06:45;131.66;39.47;79.21
Wed;6;1;2016;07:00;131.24;38.69;79.5
Wed;6;1;2016;07:15;130.25;37.71;79.29
Wed;6;1;2016;07:30;131.48;39.04;79.38
Wed;6;1;2016;07:45;130.52;38.1;79.28
Wed;6;1;2016;08:00;135.24;41.33;79.61
Wed;6;1;2016;08:15;132.34;39.12;79.39
Wed;6;1;2016;08:30;131.07;37.68;79.46
Wed;6;1;2016;08:45;131.87;38.96;79.31
Wed;6;1;2016;09:00;130.24;37.71;79.58
Wed;6;1;2016;09:15;132.79;39.47;79.63
Wed;6;1;2016;09:30;131.27;37.45;79.57
Wed;6;1;2016;09:45;133.36;39.49;79.7
Wed;6;1;2016;10:00;135.01;40.4;80.26
Wed;6;1;2016;10:15;135.93;41.82;79.84
Wed;6;1;2016;10:30;133.99;39.58;79.88
Wed;6;1;2016;10:45;132.57;38.19;79.92
Wed;6;1;2016;11:00;133.93;39.59;79.94
Wed;6;1;2016;11:15;133.23;38.6;80.0
Wed;6;1;2016;11:30;135.34;40.48;79.86
Wed;6;1;2016;11:45;137.3;43.05;80.12
Wed;6;1;2016;12:00;133.5;39.04;80.04
Wed;6;1;2016;12:15;133.5;39.04;80.04
Wed;6;1;2016;12:30;133.5;39.04;80.04
Wed;6;1;2016;12:45;133.5;39.04;80.04
Wed;6;1;2016;13:00;133.5;39.04;80.04
Wed;6;1;2016;13:15;133.5;39.04;80.04
Wed;6;1;2016;13:30;133.5;39.04;80.04
Wed;6;1;2016;13:45;131.79;37.66;79.69
Wed;6;1;2016;14:00;136.86;42.45;80.16
Wed;6;1;2016;14:15;131.53;37.32;79.97
Wed;6;1;2016;14:30;137.01;41.81;80.08
Wed;6;1;2016;14:45;133.18;38.72;80.06
Wed;6;1;2016;15:00;131.74;37.6;80.1
Wed;6;1;2016;15:15;134.28;40.08;80.21
Wed;6;1;2016;15:30;132.18;38.24;79.97
Wed;6;1;2016;15:45;132.4;38.35;80.07
Wed;6;1;2016;16:00;135.26;40.85;80.36
Wed;6;1;2016;16:15;133.44;39.6;80.15
Wed;6;1;2016;16:30;133.27;38.67;80.05
Wed;6;1;2016;16:45;135.91;42.16;79.87
Wed;6;1;2016;17:00;132.64;38.76;80.11
Wed;6;1;2016;17:15;133.52;38.72;80.02
Wed;6;1;2016;17:30;134.2;39.64;79.98
Wed;6;1;2016;17:45;136.32;42.09;80.25
Wed;6;1;2016;18:00;132.62;38.09;80.18
Wed;6;1;2016;18:15;135.86;41.51;80.07
Wed;6;1;2016;18:30;132.81;38.47;80.06
Wed;6;1;2016;18:45;132.94;38.98;79.76
Wed;6;1;2016;19:00;133.32;38.76;80.11
Wed;6;1;2016;19:15;134.48;40.28;79.92
Wed;6;1;2016;19:30;133.41;38.78;79.94
Wed;6;1;2016;19:45;135.29;40.85;80.06
Wed;6;1;2016;20:00;131.42;38.95;79.94
Wed;6;1;2016;20:15;131.87;39.37;79.81
Wed;6;1;2016;20:30;135.65;42.28;79.86
Wed;6;1;2016;20:45;132.17;39.24;79.82
Wed;6;1;2016;21:00;132.07;38.92;79.88
Wed;6;1;2016;21:15;133.72;40.64;79.74
Wed;6;1;2016;21:30;132.43;39.49;79.66
Wed;6;1;2016;21:45;132.33;39.46;80.0
Wed;6;1;2016;22:00;133.18;39.93;79.93
Wed;6;1;2016;22:15;132.82;40.25;79.93
Wed;6;1;2016;22:30;133.59;40.02;80.54
Wed;6;1;2016;22:45;130.51;38.35;79.04
Wed;6;1;2016;23:00;133.94;41.66;79.86
Wed;6;1;2016;23:15;130.35;38.63;79.66
Wed;6;1;2016;23:30;131.85;39.42;79.74
Wed;6;1;2016;23:45;132.32;39.74;79.86
Thu;7;1;2016;00:00;132.56;39.59;79.72
Thu;7;1;2016;00:15;135.27;41.97;79.7
Thu;7;1;2016;00:30;131.9;39.31;79.4
Thu;7;1;2016;00:45;132.73;39.46;79.67
Thu;7;1;2016;01:00;132.74;38.91;79.76
Thu;7;1;2016;01:15;135.16;41.45;79.54
Thu;7;1;2016;01:30;132.5;38.76;79.57
Thu;7;1;2016;01:45;133.65;39.76;79.59
Thu;7;1;2016;02:00;132.72;40.27;79.5
Thu;7;1;2016;02:15;132.31;39.57;79.39
Thu;7;1;2016;02:30;132.79;39.33;79.47
Thu;7;1;2016;02:45;131.49;38.41;79.44
Thu;7;1;2016;03:00;132.82;39.55;79.4
Thu;7;1;2016;03:15;134.7;41.16;79.4
Thu;7;1;2016;03:30;133.08;40.15;79.48
Thu;7;1;2016;03:45;132.94;39.52;79.37
Thu;7;1;2016;04:00;132.68;39.9;79.66
Thu;7;1;2016;04:15;131.41;38.78;79.54
Thu;7;1;2016;04:30;132.64;39.75;79.38
Thu;7;1;2016;04:45;133.53;41.16;79.33
Thu;7;1;2016;05:00;129.59;38.03;79.62
Thu;7;1;2016;05:15;134.37;41.19;79.44
Thu;7;1;2016;05:30;134.98;42.59;79.44
Thu;7;1;2016;05:45;129.89;37.94;79.51
Thu;7;1;2016;06:00;131.07;38.92;79.27
Thu;7;1;2016;06:15;133.07;40.51;79.44
Thu;7;1;2016;06:30;131.5;39.54;79.31
Thu;7;1;2016;06:45;131.02;39.12;79.53
Thu;7;1;2016;07:00;134.24;41.61;79.11
Thu;7;1;2016;07:15;131.37;39.45;79.66
Thu;7;1;2016;07:30;132.02;39.6;79.2
Thu;7;1;2016;07:45;132.13;39.89;79.53
Thu;7;1;2016;08:00;134.31;40.64;79.95
Thu;7;1;2016;08:15;132.58;39.63;79.01
Thu;7;1;2016;08:30;131.9;38.62;79.37
Thu;7;1;2016;08:45;134.62;41.06;79.76
Thu;7;1;2016;09:00;134.24;40.39;79.61
Thu;7;1;2016;09:15;133.52;40.06;79.8
Thu;7;1;2016;09:30;132.85;38.87;79.89
Thu;7;1;2016;09:45;135.11;40.44;79.84
Thu;7;1;2016;10:00;136.61;42.41;80.11
Thu;7;1;2016;10:15;132.84;39.1;80.0
Thu;7;1;2016;10:30;133.59;39.64;79.98
Thu;7;1;2016;10:45;136.03;41.46;80.15
Thu;7;1;2016;11:00;134.38;39.89;79.97
Thu;7;1;2016;11:15;133.33;38.88;80.15
Thu;7;1;2016;11:30;137.12;42.2;79.98
Thu;7;1;2016;11:45;134.73;40.16;79.96
Thu;7;1;2016;12:00;133.98;39.31;80.29
Thu;7;1;2016;12:15;137.69;42.46;80.44
Thu;7;1;2016;12:30;132.14;39.05;79.6
Thu;7;1;2016;12:45;133.52;40.13;79.93
Thu;7;1;2016;13:00;133.7;39.81;80.22
Thu;7;1;2016;13:15;134.2;39.66;79.6
Thu;7;1;2016;13:30;134.57;40.23;79.97
Thu;7;1;2016;13:45;133.7;39.41;79.92
Thu;7;1;2016;14:00;133.19;38.72;80.08
Thu;7;1;2016;14:15;134.65;39.9;79.85
Thu;7;1;2016;14:30;134.92;39.33;80.29
Thu;7;1;2016;14:45;135.47;39.88;80.08
Thu;7;1;2016;15:00;134.91;39.86;80.03
Thu;7;1;2016;15:15;137.01;42.46;79.95
Thu;7;1;2016;15:30;134.42;38.99;80.21
Thu;7;1;2016;15:45;133.03;37.76;80.08
Thu;7;1;2016;16:00;140.44;44.84;80.28
Thu;7;1;2016;16:15;135.03;39.77;80.05
Thu;7;1;2016;16:30;110.66;32.7;65.21
Thu;7;1;2016;16:45;161.49;48.72;95.1
Thu;7;1;2016;17:00;133.81;39.3;80.0
Thu;7;1;2016;17:15;135.9;41.09;80.25
Thu;7;1;2016;17:30;135.12;41.12;79.98
Thu;7;1;2016;17:45;130.73;36.87;80.37
Thu;7;1;2016;18:00;136.74;41.6;79.97
Thu;7;1;2016;18:15;136.3;41.92;80.08
Thu;7;1;2016;18:30;131.93;37.51;80.03
Thu;7;1;2016;18:45;259.66;77.89;153.27
Thu;7;1;2016;19:00;132.73;38.29;80.13
Thu;7;1;2016;19:15;133.16;38.65;79.86
Thu;7;1;2016;19:30;134.98;40.81;79.91
Thu;7;1;2016;19:45;112.65;33.41;67.64
Thu;7;1;2016;20:00;112.65;33.41;67.64
Thu;7;1;2016;20:15;112.65;33.41;67.64
Thu;7;1;2016;20:30;112.65;33.41;67.64
Thu;7;1;2016;20:45;112.65;33.41;67.64
Thu;7;1;2016;21:00;112.65;33.41;67.64
Thu;7;1;2016;21:15;131.07;38.71;79.92
Thu;7;1;2016;21:30;133.55;40.69;79.65
Thu;7;1;2016;21:45;132.52;39.26;79.89
Thu;7;1;2016;22:00;131.28;38.43;79.74
Thu;7;1;2016;22:15;133.09;39.89;79.94
Thu;7;1;2016;22:30;133.55;40.54;79.77
Thu;7;1;2016;22:45;130.91;38.4;79.71
Thu;7;1;2016;23:00;130.68;37.79;79.96
Thu;7;1;2016;23:15;134.25;41.59;79.64
Thu;7;1;2016;23:30;131.76;39.27;79.71
Thu;7;1;2016;23:45;130.13;37.63;79.47
Fri;8;1;2016;00:00;133.39;40.77;79.97
Fri;8;1;2016;00:15;132.26;40.52;79.69
Fri;8;1;2016;00:30;130.18;37.86;79.52
Fri;8;1;2016;00:45;130.5;37.65;79.55
Fri;8;1;2016;01:00;133.77;40.86;79.6
Fri;8;1;2016;01:15;133.12;40.2;79.58
Fri;8;1;2016;01:30;130.35;37.75;79.25
Fri;8;1;2016;01:45;133.1;40.35;79.62
Fri;8;1;2016;02:00;132.76;39.99;79.27
Fri;8;1;2016;02:15;130.95;38.4;79.5
Fri;8;1;2016;02:30;132.02;39.73;79.22
Fri;8;1;2016;02:45;132.78;39.9;79.44
Fri;8;1;2016;03:00;131.9;39.4;79.36
Fri;8;1;2016;03:15;130.63;38.24;79.54
Fri;8;1;2016;03:30;132.8;40.47;79.33
Fri;8;1;2016;03:45;131.08;39.41;79.47
Fri;8;1;2016;04:00;129.02;37.44;79.27
Fri;8;1;2016;04:15;132.08;39.7;79.42
Fri;8;1;2016;04:30;133.25;41.03;79.53
Fri;8;1;2016;04:45;129.95;38.21;79.35
Fri;8;1;2016;05:00;129.73;37.57;79.5
Fri;8;1;2016;05:15;132.71;40.6;79.2
Fri;8;1;2016;05:30;132.21;40.36;79.22
Fri;8;1;2016;05:45;129.04;36.88;79.38
Fri;8;1;2016;06:00;131.82;39.58;79.41
Fri;8;1;2016;06:15;131.04;38.84;79.4
Fri;8;1;2016;06:30;131.04;38.84;79.4
Fri;8;1;2016;06:45;131.04;38.84;79.4
Fri;8;1;2016;07:00;131.04;38.84;79.4
Fri;8;1;2016;07:15;131.04;38.84;79.4
Fri;8;1;2016;07:30;131.04;38.84;79.4
Fri;8;1;2016;07:45;130.7;38.45;79.55
Fri;8;1;2016;08:00;133.34;40.78;79.02
Fri;8;1;2016;08:15;132.95;39.82;79.48
Fri;8;1;2016;08:30;130.22;36.79;79.2
Fri;8;1;2016;08:45;134.25;40.57;79.73
Fri;8;1;2016;09:00;133.95;40.15;79.57
Fri;8;1;2016;09:15;18.86;31.68;79.91
Fri;8;1;2016;09:30;86.02;38.24;79.54
Fri;8;1;2016;09:45;86.02;38.24;79.54
Fri;8;1;2016;10:00;81.09;37.48;80.08
Fri;8;1;2016;10:15;0.0;42.53;80.12
Fri;8;1;2016;10:30;43.62;52.28;109.35
Fri;8;1;2016;10:45;43.62;52.28;109.35
Fri;8;1;2016;11:00;44.18;23.57;50.5
Fri;8;1;2016;11:15;44.18;23.57;50.5
Fri;8;1;2016;11:30;141.66;47.19;79.69
Fri;8;1;2016;11:45;139.9;45.29;79.9
Fri;8;1;2016;12:00;134.75;41.16;80.08
Fri;8;1;2016;12:15;135.78;41.71;80.02
Fri;8;1;2016;12:30;133.41;40.11;79.86
Fri;8;1;2016;12:45;134.77;41.25;79.69
Fri;8;1;2016;13:00;134.65;41.63;79.95
Fri;8;1;2016;13:15;131.04;38.01;79.66
Fri;8;1;2016;13:30;133.43;39.7;79.71
Fri;8;1;2016;13:45;136.07;42.06;79.75
Fri;8;1;2016;14:00;131.9;39.07;79.79
Fri;8;1;2016;14:15;131.87;38.88;79.66
Fri;8;1;2016;14:30;134.82;40.59;80.06
Fri;8;1;2016;14:45;134.85;40.36;79.82
Fri;8;1;2016;15:00;132.92;38.27;80.15
Fri;8;1;2016;15:15;134.54;39.81;80.01
Fri;8;1;2016;15:30;134.6;40.03;80.21
Fri;8;1;2016;15:45;133.51;39.85;79.87
Fri;8;1;2016;16:00;131.39;37.74;80.06
Fri;8;1;2016;16:15;133.73;40.24;80.06
Fri;8;1;2016;16:30;133.37;39.97;80.0
Fri;8;1;2016;16:45;131.79;38.63;80.06
Fri;8;1;2016;17:00;132.52;39.64;79.92
Fri;8;1;2016;17:15;134.46;40.76;79.88
Fri;8;1;2016;17:30;129.79;35.47;80.15
Fri;8;1;2016;17:45;133.94;39.85;79.72
Fri;8;1;2016;18:00;133.85;40.83;79.93
Fri;8;1;2016;18:15;131.45;38.32;80.0
Fri;8;1;2016;18:30;134.24;39.1;80.85
Fri;8;1;2016;18:45;132.1;40.22;78.5
Fri;8;1;2016;19:00;132.91;39.44;79.71
Fri;8;1;2016;19:15;130.95;37.55;79.74
Fri;8;1;2016;19:30;134.45;40.99;79.71
Fri;8;1;2016;19:45;133.67;40.51;79.96
Fri;8;1;2016;20:00;130.05;37.25;79.55
Fri;8;1;2016;20:15;132.16;40.43;79.76
Fri;8;1;2016;20:30;130.48;38.29;79.71
Fri;8;1;2016;20:45;130.36;37.57;79.73
Fri;8;1;2016;21:00;133.27;40.76;79.87
Fri;8;1;2016;21:15;133.78;41.25;79.47
Fri;8;1;2016;21:30;129.22;36.9;79.54
Fri;8;1;2016;21:45;132.78;40.17;79.78
Fri;8;1;2016;22:00;131.14;38.61;79.6
Fri;8;1;2016;22:15;130.25;37.84;79.73
Fri;8;1;2016;22:30;132.14;39.05;79.55
Fri;8;1;2016;22:45;133.85;41.11;79.58
Fri;8;1;2016;23:00;130.32;37.69;79.46
Fri;8;1;2016;23:15;131.7;38.98;79.84
Fri;8;1;2016;23:30;131.51;39.0;79.55
Fri;8;1;2016;23:45;130.82;37.78;79.85
Sat;9;1;2016;00:00;130.55;39.1;79.28
Sat;9;1;2016;00:15;130.55;39.1;79.28
Sat;9;1;2016;00:30;129.63;37.43;79.66
Sat;9;1;2016;00:45;131.08;38.5;79.4
Sat;9;1;2016;01:00;128.87;36.38;79.42
Sat;9;1;2016;01:15;130.04;37.61;79.5
Sat;9;1;2016;01:30;131.39;39.12;79.35
Sat;9;1;2016;01:45;130.75;38.38;79.56
Sat;9;1;2016;02:00;130.41;37.96;79.47
Sat;9;1;2016;02:15;129.81;37.8;79.0
Sat;9;1;2016;02:30;126.4;33.83;79.52
Sat;9;1;2016;02:45;131.37;38.98;79.29
Sat;9;1;2016;03:00;131.08;38.62;79.24
Sat;9;1;2016;03:15;126.11;34.01;79.31
Sat;9;1;2016;03:30;133.09;40.47;79.45
Sat;9;1;2016;03:45;129.16;37.02;79.22
Sat;9;1;2016;04:00;127.32;35.01;79.46
Sat;9;1;2016;04:15;132.04;39.66;79.45
Sat;9;1;2016;04:30;130.49;38.45;79.29
Sat;9;1;2016;04:45;129.21;37.19;79.15
Sat;9;1;2016;05:00;132.16;40.22;79.33
Sat;9;1;2016;05:15;129.6;37.85;79.24
Sat;9;1;2016;05:30;126.85;34.71;79.18
Sat;9;1;2016;05:45;129.69;38.66;79.18
Sat;9;1;2016;06:00;131.02;39.75;79.3
Sat;9;1;2016;06:15;126.06;34.43;79.2
Sat;9;1;2016;06:30;130.92;38.73;79.21
Sat;9;1;2016;06:45;132.23;40.37;79.29
Sat;9;1;2016;07:00;129.3;37.23;79.11
Sat;9;1;2016;07:15;130.23;38.32;79.34
Sat;9;1;2016;07:30;129.79;38.49;79.27
Sat;9;1;2016;07:45;127.07;35.14;79.0
Sat;9;1;2016;08:00;129.01;37.7;79.45
Sat;9;1;2016;08:15;132.56;40.8;79.11
Sat;9;1;2016;08:30;131.23;39.44;79.41
Sat;9;1;2016;08:45;128.81;37.18;79.0
Sat;9;1;2016;09:00;132.49;40.42;79.67
Sat;9;1;2016;09:15;132.92;41.07;79.36
Sat;9;1;2016;09:30;130.71;37.34;80.45
Sat;9;1;2016;09:45;130.14;39.15;78.28
Sat;9;1;2016;10:00;131.69;38.77;79.34
Sat;9;1;2016;10:15;130.7;37.42;79.95
Sat;9;1;2016;10:30;130.67;38.33;79.08
Sat;9;1;2016;10:45;133.69;41.45;79.71
Sat;9;1;2016;11:00;129.17;38.24;79.5
Sat;9;1;2016;11:15;130.32;38.6;79.22
Sat;9;1;2016;11:30;133.75;41.59;79.84
Sat;9;1;2016;11:45;130.49;38.91;79.44
Sat;9;1;2016;12:00;131.27;38.69;79.6
Sat;9;1;2016;12:15;133.26;41.09;79.37
Sat;9;1;2016;12:30;131.67;39.87;79.78
Sat;9;1;2016;12:45;129.92;37.96;79.21
Sat;9;1;2016;13:00;132.94;40.98;79.7
Sat;9;1;2016;13:15;131.76;40.08;79.27
Sat;9;1;2016;13:30;129.8;37.64;79.52
Sat;9;1;2016;13:45;132.97;40.97;79.72
Sat;9;1;2016;14:00;132.88;40.2;79.28
Sat;9;1;2016;14:15;129.9;37.3;79.62
Sat;9;1;2016;14:30;130.76;38.63;79.65
Sat;9;1;2016;14:45;135.17;41.03;80.09
Sat;9;1;2016;15:00;128.78;37.51;78.85
Sat;9;1;2016;15:15;132.06;39.93;79.64
Sat;9;1;2016;15:30;133.01;40.95;79.25
Sat;9;1;2016;15:45;131.29;39.36;79.5
Sat;9;1;2016;16:00;131.2;39.02;79.78
Sat;9;1;2016;16:15;132.64;40.75;79.3
Sat;9;1;2016;16:30;131.67;39.74;79.53
Sat;9;1;2016;16:45;130.36;38.54;79.64
Sat;9;1;2016;17:00;132.41;40.47;79.66
Sat;9;1;2016;17:15;131.98;40.27;79.46
Sat;9;1;2016;17:30;130.54;38.39;79.48
Sat;9;1;2016;17:45;132.26;40.12;79.61
Sat;9;1;2016;18:00;132.64;40.65;79.4
Sat;9;1;2016;18:15;131.03;38.73;79.58
Sat;9;1;2016;18:30;130.81;39.44;79.41
Sat;9;1;2016;18:45;133.17;41.51;79.6
Sat;9;1;2016;19:00;131.88;38.9;80.32
Sat;9;1;2016;19:15;130.42;38.74;78.75
Sat;9;1;2016;19:30;134.16;41.23;79.51
Sat;9;1;2016;19:45;131.73;39.22;79.85
Sat;9;1;2016;20:00;131.5;38.94;79.42
Sat;9;1;2016;20:15;133.16;40.79;79.78
Sat;9;1;2016;20:30;132.07;39.72;79.48
Sat;9;1;2016;20:45;130.57;38.34;79.42
Sat;9;1;2016;21:00;132.75;40.57;79.61
Sat;9;1;2016;21:15;131.36;39.41;79.51
Sat;9;1;2016;21:30;131.36;39.41;79.51
Sat;9;1;2016;21:45;131.36;39.41;79.51
Sat;9;1;2016;22:00;131.36;39.41;79.51
Sat;9;1;2016;22:15;131.36;39.41;79.51
Sat;9;1;2016;22:30;131.36;39.41;79.51
Sat;9;1;2016;22:45;133.93;41.68;79.38
Sat;9;1;2016;23:00;130.02;37.73;79.53
Sat;9;1;2016;23:15;132.69;39.96;79.7
Sat;9;1;2016;23:30;133.56;40.96;79.22
Sat;9;1;2016;23:45;131.94;39.16;79.44
Sun;10;1;2016;00:00;131.22;38.45;79.68
Sun;10;1;2016;00:15;137.17;42.56;81.5
Sun;10;1;2016;00:30;128.1;37.96;77.48
Sun;10;1;2016;00:45;130.51;38.4;79.44
Sun;10;1;2016;01:00;133.66;41.11;79.4
Sun;10;1;2016;01:15;131.52;39.26;79.61
Sun;10;1;2016;01:30;131.18;38.76;79.46
Sun;10;1;2016;01:45;132.87;41.28;79.19
Sun;10;1;2016;02:00;128.92;37.51;79.51
Sun;10;1;2016;02:15;131.49;39.52;79.14
Sun;10;1;2016;02:30;133.26;41.02;79.33
Sun;10;1;2016;02:45;129.8;37.8;79.03
Sun;10;1;2016;03:00;131.8;39.61;79.33
Sun;10;1;2016;03:15;131.43;39.25;79.47
Sun;10;1;2016;03:30;133.7;41.09;79.19
Sun;10;1;2016;03:45;129.65;37.79;79.2
Sun;10;1;2016;04:00;133.45;41.32;79.48
Sun;10;1;2016;04:15;130.73;39.14;79.21
Sun;10;1;2016;04:30;128.67;36.85;79.07
Sun;10;1;2016;04:45;130.26;38.67;79.07
Sun;10;1;2016;05:00;130.95;38.87;79.15
Sun;10;1;2016;05:15;130.55;39.08;79.52
Sun;10;1;2016;05:30;131.83;39.22;79.58
Sun;10;1;2016;05:45;129.74;38.89;78.36
Sun;10;1;2016;06:00;128.27;36.15;79.22
Sun;10;1;2016;06:15;133.96;41.67;79.05
Sun;10;1;2016;06:30;129.37;37.42;79.04
Sun;10;1;2016;06:45;128.4;36.98;79.02
Sun;10;1;2016;07:00;132.15;40.29;79.18
Sun;10;1;2016;07:15;135.12;43.34;78.81
Sun;10;1;2016;07:30;127.95;36.21;79.07
Sun;10;1;2016;07:45;130.66;39.12;79.17
Sun;10;1;2016;08:00;135.1;44.02;79.17
Sun;10;1;2016;08:15;127.92;36.92;78.99
Sun;10;1;2016;08:30;128.28;37.11;79.02
Sun;10;1;2016;08:45;133.74;41.91;78.9
Sun;10;1;2016;09:00;130.68;39.27;79.02
Sun;10;1;2016;09:15;128.2;36.91;79.25
Sun;10;1;2016;09:30;133.94;41.85;79.07
Sun;10;1;2016;09:45;164.03;49.65;98.93
Sun;10;1;2016;10:00;114.92;33.93;69.31
Sun;10;1;2016;10:15;114.92;33.93;69.31
Sun;10;1;2016;10:30;133.18;41.07;79.13
Sun;10;1;2016;10:45;128.84;36.45;79.27
Sun;10;1;2016;11:00;134.38;42.93;79.05
Sun;10;1;2016;11:15;129.76;38.78;79.54
Sun;10;1;2016;11:30;129.55;38.33;79.22
Sun;10;1;2016;11:45;132.97;41.5;79.33
Sun;10;1;2016;12:00;131.02;39.55;79.19
Sun;10;1;2016;12:15;129.35;37.62;79.12
Sun;10;1;2016;12:30;133.98;42.18;79.07
Sun;10;1;2016;12:45;132.87;41.32;79.62
Sun;10;1;2016;13:00;129.93;38.09;79.02
Sun;10;1;2016;13:15;131.65;39.91;79.35
Sun;10;1;2016;13:30;132.4;40.96;79.19
Sun;10;1;2016;13:45;129.62;38.14;79.39
Sun;10;1;2016;14:00;131.43;38.44;79.44
Sun;10;1;2016;14:15;132.96;40.76;79.39
Sun;10;1;2016;14:30;130.96;39.2;79.3
Sun;10;1;2016;14:45;132.01;39.68;79.21
Sun;10;1;2016;15:00;132.75;41.39;79.67
Sun;10;1;2016;15:15;131.82;39.12;79.89
Sun;10;1;2016;15:30;128.7;37.72;78.76
Sun;10;1;2016;15:45;129.64;38.33;79.29
Sun;10;1;2016;16:00;132.17;40.0;79.63
Sun;10;1;2016;16:15;130.75;39.39;78.93
Sun;10;1;2016;16:30;128.72;37.02;79.58
Sun;10;1;2016;16:45;131.74;40.04;79.11
Sun;10;1;2016;17:00;131.39;39.35;79.69
Sun;10;1;2016;17:15;129.99;38.55;79.41
Sun;10;1;2016;17:30;131.62;39.28;79.55
Sun;10;1;2016;17:45;132.69;41.0;79.37
Sun;10;1;2016;18:00;128.27;36.12;79.51
Sun;10;1;2016;18:15;132.11;39.44;79.53
Sun;10;1;2016;18:30;134.49;41.71;79.63
Sun;10;1;2016;18:45;130.76;38.58;79.45
Sun;10;1;2016;19:00;130.48;38.9;79.51
Sun;10;1;2016;19:15;133.07;41.15;79.77
Sun;10;1;2016;19:30;132.79;38.9;81.14
Sun;10;1;2016;19:45;129.0;37.85;78.18
Sun;10;1;2016;20:00;135.14;41.95;79.62
Sun;10;1;2016;20:15;129.41;37.09;79.51
Sun;10;1;2016;20:30;131.24;38.53;79.46
Sun;10;1;2016;20:45;256.08;79.56;152.39
Sun;10;1;2016;21:00;129.08;36.58;79.32
Sun;10;1;2016;21:15;136.61;43.91;79.38
Sun;10;1;2016;21:30;130.51;38.47;79.64
Sun;10;1;2016;21:45;110.79;32.91;67.32
Sun;10;1;2016;22:00;110.79;32.91;67.32
Sun;10;1;2016;22:15;110.79;32.91;67.32
Sun;10;1;2016;22:30;110.79;32.91;67.32
Sun;10;1;2016;22:45;110.79;32.91;67.32
Sun;10;1;2016;23:00;110.79;32.91;67.32
Sun;10;1;2016;23:15;132.5;40.47;79.07
Sun;10;1;2016;23:30;130.01;38.17;79.34
Sun;10;1;2016;23:45;131.57;39.08;79.47
Mon;11;1;2016;00:00;252.3;75.83;151.56
Mon;11;1;2016;00:15;130.15;37.67;79.31
Mon;11;1;2016;00:30;132.85;41.11;79.27
Mon;11;1;2016;00:45;128.76;36.61;79.15
Mon;11;1;2016;01:00;76.16;21.18;47.46
Mon;11;1;2016;01:15;63.98;18.75;38.72
Mon;11;1;2016;01:30;129.63;37.73;78.89
Mon;11;1;2016;01:45;129.43;37.37;79.41
Mon;11;1;2016;02:00;132.97;40.7;79.29
Mon;11;1;2016;02:15;131.82;39.94;78.95
Mon;11;1;2016;02:30;127.41;35.3;79.06
Mon;11;1;2016;02:45;132.7;40.48;79.16
Mon;11;1;2016;03:00;132.51;40.75;79.11
Mon;11;1;2016;03:15;127.06;35.2;79.15
Mon;11;1;2016;03:30;133.79;41.18;79.22
Mon;11;1;2016;03:45;130.04;38.32;79.16
Mon;11;1;2016;04:00;126.89;35.11;78.92
Mon;11;1;2016;04:15;134.85;41.95;79.87
Mon;11;1;2016;04:30;130.96;40.12;78.42
Mon;11;1;2016;04:45;127.65;36.19;78.93
Mon;11;1;2016;05:00;131.11;39.13;79.54
Mon;11;1;2016;05:15;132.34;41.51;78.94
Mon;11;1;2016;05:30;126.99;35.85;79.14
Mon;11;1;2016;05:45;131.34;39.43;79.04
Mon;11;1;2016;06:00;133.62;41.9;79.05
Mon;11;1;2016;06:15;128.07;36.53;78.98
Mon;11;1;2016;06:30;134.35;37.86;83.17
Mon;11;1;2016;06:45;133.65;41.76;79.1
Mon;11;1;2016;07:00;130.05;38.3;79.23
Mon;11;1;2016;07:15;129.26;37.38;78.87
Mon;11;1;2016;07:30;125.83;38.83;74.69
Mon;11;1;2016;07:45;132.18;39.83;79.39
Mon;11;1;2016;08:00;128.89;35.87;79.02
Mon;11;1;2016;08:15;131.25;38.49;79.06
Mon;11;1;2016;08:30;133.2;39.48;79.52
Mon;11;1;2016;08:45;133.2;39.48;79.52
Mon;11;1;2016;09:00;133.2;39.48;79.52
Mon;11;1;2016;09:15;133.2;39.48;79.52
Mon;11;1;2016;09:30;133.2;39.48;79.52
Mon;11;1;2016;09:45;133.2;39.48;79.52
Mon;11;1;2016;10:00;133.2;39.48;79.52
Mon;11;1;2016;10:15;132.39;37.85;79.8
Mon;11;1;2016;10:30;135.16;40.44;79.65
Mon;11;1;2016;10:45;133.48;40.37;79.8
Mon;11;1;2016;11:00;132.59;38.63;79.92
Mon;11;1;2016;11:15;134.03;40.28;79.96
Mon;11;1;2016;11:30;134.92;41.75;79.63
Mon;11;1;2016;11:45;127.67;35.21;79.83
Mon;11;1;2016;12:00;132.15;36.09;80.07
Mon;11;1;2016;12:15;138.42;44.0;79.78
Mon;11;1;2016;12:30;137.72;43.57;80.0
Mon;11;1;2016;12:45;135.11;41.07;79.64
