WiseMetering realtime, exported on November 19, 2016 17:38, by Pedro Castanheira of Vodafone.;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;
;;;;;;;;;;;
weekday;day;month;year;time;EA+ DTCs (KWh);EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh)
Mon;04;01;2016;11:45;238,26;41,48;24,1;1,59;25,7;13;132,39
Mon;04;01;2016;12:00;240,27;42,92;23,08;1,69;25,9;11;135,69
Mon;04;01;2016;12:15;243,9;41,64;21,54;1,58;25,9;14;139,23
Mon;04;01;2016;12:30;237,21;41,57;22,56;1,69;25,7;11;134,68
Mon;04;01;2016;12:45;240,09;41,51;22,29;1,58;25,8;13;135,9
Mon;04;01;2016;13:00;241,43;42,09;25,53;1,6;25,6;12;134,6
Mon;04;01;2016;13:15;237,8;42,61;22,65;1,67;25,9;12;132,96
Mon;04;01;2016;13:30;237,52;41,12;22,17;1,6;25,7;11;135,94
Mon;04;01;2016;13:45;242,32;39,05;22,52;1,68;25,8;14;139,27
Mon;04;01;2016;14:00;239,21;40,89;24,1;1,6;25,9;12;134,71
Mon;04;01;2016;14:15;238,02;43,65;20,85;1,6;25,8;11;135,13
Mon;04;01;2016;14:30;242,97;42,18;23,69;1,69;25,8;13;136,61
Mon;04;01;2016;14:45;238,42;41,63;21,62;1,58;25,7;12;135,89
Mon;04;01;2016;15:00;243,37;41,99;23,88;1,71;26;13;136,79
Mon;04;01;2016;15:15;241,26;43,03;22,84;1,58;25,9;12;135,91
Mon;04;01;2016;15:30;236,86;42,18;23,53;1,7;25,9;12;131,56
Mon;04;01;2016;15:45;246,64;42,34;24,25;1,58;25,7;13;139,78
Mon;04;01;2016;16:00;239,6;42,75;22,55;1,7;26;12;134,61
Mon;04;01;2016;16:15;241,92;42,35;23,81;1,58;25,8;13;135,38
Mon;04;01;2016;16:30;238,23;43,17;21,82;1,63;25,7;12;133,9
Mon;04;01;2016;16:45;233,6;41,07;24,13;1,65;26;10;130,74
Mon;04;01;2016;17:00;242,26;40,71;23,24;1,6;25,9;14;136,81
Mon;04;01;2016;17:15;238,69;42,51;21,71;1,68;25,9;10;136,89
Mon;04;01;2016;17:30;248,42;44,65;22,03;1,6;25,7;16;138,44
Mon;04;01;2016;17:45;238,36;41,16;23,68;1,69;25,8;9;137,03
Mon;04;01;2016;18:00;242,52;42,12;21,77;1,61;25,9;13;138,13
Mon;04;01;2016;18:15;236,07;41,52;21,63;1,68;25,6;12;133,64
Mon;04;01;2016;18:30;235,96;42,72;21,87;1,6;25,5;11;133,27
Mon;04;01;2016;18:45;241,83;40,58;23,54;1,68;25,9;14;136,14
Mon;04;01;2016;19:00;237,78;40,95;23,29;1,6;25,6;10;136,34
Mon;04;01;2016;19:15;236,07;40,32;22,51;1,62;25,5;12;134,12
Mon;04;01;2016;19:30;234,09;41,67;21,24;1,67;25,7;12;131,82
Mon;04;01;2016;19:45;235,82;40,76;22,84;1,58;25,5;12;133,14
Mon;04;01;2016;20:00;238;40,56;22,9;1,7;25,7;13;134,14
Mon;04;01;2016;20:15;233,7;39,65;21,17;1,58;25,6;12;133,7
Mon;04;01;2016;20:30;233,85;40,38;23,39;1,7;25,5;12;130,88
Mon;04;01;2016;20:45;236,9;41,21;22,64;1,59;25,7;14;131,76
Mon;04;01;2016;21:00;232,57;39,24;21,6;1,65;25,5;11;133,58
Mon;04;01;2016;21:15;234,44;39,44;21,5;1,64;25,7;13;133,16
Mon;04;01;2016;21:30;233,87;39,61;23,42;1,6;25,6;12;131,63
Mon;04;01;2016;21:45;228,56;39,83;19,72;1,68;25,5;11;130,83
Mon;04;01;2016;22:00;235,12;39,2;24,16;1,6;25,7;13;131,45
Mon;04;01;2016;22:15;235,38;39,09;22,79;1,68;25,8;12;134,02
Mon;04;01;2016;22:30;233,95;39,31;23,37;1,61;25,5;12;132,16
Mon;04;01;2016;22:45;232,8;40,22;24,4;1,69;25,7;11;129,78
Mon;04;01;2016;23:00;232,52;39;21,1;1,6;25,3;14;131,51
Mon;04;01;2016;23:15;227,54;36,65;22,03;1,62;25,9;9;132,35
Mon;04;01;2016;23:30;235,28;39,36;21,65;1,68;25,3;15;132,29
Mon;04;01;2016;23:45;230,94;39,6;22,76;1,59;25,7;10;131,29
Tue;05;01;2016;00:00;235,32;40,45;22,25;1,7;25,6;13;132,32
Tue;05;01;2016;00:15;233,56;38,94;21,93;1,58;25,7;12;133,41
Tue;05;01;2016;00:30;233,19;39,28;23,25;1,7;25,5;11;132,45
Tue;05;01;2016;00:45;232,2;39,07;22,1;1,59;25,5;12;131,94
Tue;05;01;2016;01:00;231,88;40,43;20,78;1,7;25,7;11;132,27
Tue;05;01;2016;01:15;234,69;38,45;23,6;1,58;25,6;13;132,46
Tue;05;01;2016;01:30;228,57;39,44;20,92;1,61;25,5;11;130,1
Tue;05;01;2016;01:45;229,4;38,99;21,43;1,67;25,5;12;129,8
Tue;05;01;2016;02:00;234,49;40,23;22,85;1,6;25,5;11;133,3
Tue;05;01;2016;02:15;233,36;38,92;21,87;1,68;25,7;12;133,19
Tue;05;01;2016;02:30;231,65;39,14;22,95;1,6;25,3;11;131,67
Tue;05;01;2016;02:45;232,48;38,86;21,44;1,67;25,7;12;132,81
Tue;05;01;2016;03:00;233,62;40,83;21,92;1,6;25,5;12;131,76
Tue;05;01;2016;03:15;232,33;38,18;24,05;1,67;25,4;10;133,03
Tue;05;01;2016;03:30;235,51;39,11;23,06;1,6;25,6;14;132,14
Tue;05;01;2016;03:45;225,81;38,87;21,8;1,63;25,4;8;130,12
Tue;05;01;2016;04:00;231,69;39,18;20,75;1,66;25,6;15;129,5
Tue;05;01;2016;04:15;230,04;38,29;23,59;1,59;25,7;9;131,88
Tue;05;01;2016;04:30;230,03;37,46;21,71;1,71;25,3;12;131,86
Tue;05;01;2016;04:45;229,37;39,49;23,34;1,59;25,7;11;128,25
Tue;05;01;2016;05:00;230,14;39,48;22,73;1,69;25,6;11;129,64
Tue;05;01;2016;05:15;231,69;39,43;22,3;1,58;25,2;12;131,17
Tue;05;01;2016;05:30;231,39;39,71;23,38;1,7;25,5;10;131,1
Tue;05;01;2016;05:45;231,45;37,86;24,15;1,59;25,5;12;130,35
Tue;05;01;2016;06:00;226,66;36,88;22;1,61;25,8;10;130,37
Tue;05;01;2016;06:15;232,04;38,75;22,6;1,68;25,2;13;130,81
Tue;05;01;2016;06:30;229,82;40,5;22,08;1,6;25,8;9;130,84
Tue;05;01;2016;06:45;232,86;39,05;22,65;1,68;25,5;14;129,97
Tue;05;01;2016;07:00;225,47;39,12;21,35;1,6;25,5;9;128,9
Tue;05;01;2016;07:15;232,92;40,92;22,72;1,68;25,5;13;129,1
Tue;05;01;2016;07:30;230,6;41,98;21,01;1,6;25,5;9;131,51
Tue;05;01;2016;07:45;228,81;39,43;21,37;1,62;25,5;11;129,89
Tue;05;01;2016;08:00;233;39,1;22,67;1,67;25,6;13;130,95
Tue;05;01;2016;08:15;231,69;40,85;22,61;1,58;25,6;10;131,05
Tue;05;01;2016;08:30;231,86;41,15;21,29;1,69;25,5;10;132,22
Tue;05;01;2016;08:45;232,3;41,78;22,8;1,58;25,8;12;128,34
Tue;05;01;2016;09:00;229,37;41,3;21,63;1,69;25,5;9;130,25
Tue;05;01;2016;09:15;237,9;41,38;22,17;1,58;25,6;14;133,17
Tue;05;01;2016;09:30;232,95;41,81;20,61;1,7;25,9;10;132,93
Tue;05;01;2016;09:45;236,85;41,47;22,24;1,58;26;13;132,56
Tue;05;01;2016;10:00;234,52;42,66;21,53;1,69;25,7;11;131,94
Tue;05;01;2016;10:15;242,77;41,59;22,88;1,58;25,8;13;137,92
Tue;05;01;2016;10:30;237,94;41,94;21,95;1,69;25,9;12;134,47
Tue;05;01;2016;10:45;235,42;41,58;22,25;1,58;26;12;132,01
Tue;05;01;2016;11:00;237,86;42,12;24,33;1,61;25,8;12;132,01
Tue;05;01;2016;11:15;236,63;42,51;23,45;1,66;26;11;132,01
Tue;05;01;2016;11:30;235,85;44,24;21,2;1,61;25,8;11;132,01
Tue;05;01;2016;11:45;238,11;43,71;23,02;1,67;25,7;12;132,01
Tue;05;01;2016;12:00;236,6;44,29;21,9;1,61;25,8;11;132,01
Tue;05;01;2016;12:15;236,24;44,49;22,63;1,67;26,1;9;132,35
Tue;05;01;2016;12:30;236,64;40,94;21,53;1,61;25,8;14;132,77
Tue;05;01;2016;12:45;233,05;40,55;21,76;1,67;25,8;9;134,27
Tue;05;01;2016;13:00;241,21;43,27;24,68;1,6;25,5;13;133,15
Tue;05;01;2016;13:15;237,77;43,18;22,02;1,65;25,9;10;135,02
Tue;05;01;2016;13:30;235,55;42,14;22,05;1,63;25,6;10;134,13
Tue;05;01;2016;13:45;239,36;43,04;21,47;1,58;25,8;13;134,46
Tue;05;01;2016;14:00;237,99;42,41;23,01;1,7;25,7;10;135,19
Tue;05;01;2016;14:15;236,69;42,42;20,53;1,58;25,9;12;134,26
Tue;05;01;2016;14:30;239,71;42,7;23,5;1,7;26;12;133,82
Tue;05;01;2016;14:45;238,29;39,86;21,37;1,58;25,9;12;137,58
Tue;05;01;2016;15:00;239,12;43,26;22,03;1,7;26;13;133,13
Tue;05;01;2016;15:15;240,56;43,86;24,21;1,58;25,7;11;134,2
Tue;05;01;2016;15:30;236,84;43,99;21,65;1,69;26;11;132,51
Tue;05;01;2016;15:45;239,81;44,36;22,45;1,58;25,8;12;133,62
Tue;05;01;2016;16:00;240,4;44,77;21,88;1,67;26;10;136,08
Tue;05;01;2016;16:15;237,04;43,37;20,31;1,61;25,9;13;132,85
Tue;05;01;2016;16:30;238,52;42,48;23,79;1,6;25,6;10;135,05
Tue;05;01;2016;16:45;236,16;42,23;21,63;1,67;25,7;12;132,94
Tue;05;01;2016;17:00;238,26;44,28;22,06;1,6;25,9;12;132,42
Tue;05;01;2016;17:15;238,36;43,71;24,29;1,68;25,6;10;133,07
Tue;05;01;2016;17:30;238,46;43,9;22,72;1,6;25,8;12;132,44
Tue;05;01;2016;17:45;237,99;44,03;22,84;1,68;25,6;10;133,85
Tue;05;01;2016;18:00;240,71;44,97;22,11;1,61;25,8;13;133,22
Tue;05;01;2016;18:15;233,46;42,95;21,72;1,67;25,6;9;132,52
Tue;05;01;2016;18:30;242,74;43,48;21,34;1,61;25,6;14;136,72
Tue;05;01;2016;18:45;232,07;42;23,01;1,67;25,9;8;131,49
Tue;05;01;2016;19:00;234,74;39,77;21,72;1,61;25,5;13;133,15
Tue;05;01;2016;19:15;236,87;42,63;23,01;1,6;25,6;9;135,03
Tue;05;01;2016;19:30;235,11;41,98;22,2;1,68;25,9;12;131,35
Tue;05;01;2016;19:45;237,14;41,7;23,66;1,59;25,5;12;132,7
Tue;05;01;2016;20:00;237,57;41,7;22,88;1,7;25,7;11;134,59
Tue;05;01;2016;20:15;232,07;40,42;21,68;1,59;25,8;10;132,59
Tue;05;01;2016;20:30;229,63;38,57;23,04;1,7;25,5;10;130,83
Tue;05;01;2016;20:45;230,89;38,09;23,12;1,58;25,5;11;131,6
Tue;05;01;2016;21:00;232,1;40,66;22,2;1,62;25,5;11;131,12
Tue;05;01;2016;21:15;232,79;40,18;22,26;1,66;25,7;12;131
Tue;05;01;2016;21:30;230,91;40,16;22,47;1,6;25,8;10;130,88
Tue;05;01;2016;21:45;230,81;39,85;20,37;1,68;25,5;12;131,41
Tue;05;01;2016;22:00;231,35;40,23;23,11;1,61;25,6;10;130,81
Tue;05;01;2016;22:15;229,95;38,4;21,34;1,68;25,6;12;130,94
Tue;05;01;2016;22:30;230,55;38,28;22,96;1,61;25,8;11;130,89
Tue;05;01;2016;22:45;229,87;39,97;21,54;1,68;25,6;10;131,09
Tue;05;01;2016;23:00;235,81;40,14;23,17;1,61;25,6;13;132,3
Tue;05;01;2016;23:15;231,28;40,13;23,76;1,65;25,5;9;131,25
Tue;05;01;2016;23:30;234,41;40,35;21,63;1,63;25,8;14;130,99
Tue;05;01;2016;23:45;229,8;39,77;22,95;1,59;25,5;9;130,99
Wed;06;01;2016;00:00;235;40,9;23,81;1,69;25,6;12;130,99
Wed;06;01;2016;00:15;232,38;39,9;22;1,59;25,9;12;130,99
Wed;06;01;2016;00:30;227,87;39,55;21,15;1,69;25,5;9;130,99
Wed;06;01;2016;00:45;233,54;39,63;21,74;1,58;25,6;14;130,99
Wed;06;01;2016;01:00;229,4;39,46;22,65;1,69;25,6;9;130,99
Wed;06;01;2016;01:15;231,14;40,15;21,1;1,58;25,8;12;130,5
Wed;06;01;2016;01:30;232,76;40,33;23,44;1,67;25,5;11;130,82
Wed;06;01;2016;01:45;230,78;39,59;21,65;1,62;25,5;11;131,42
Wed;06;01;2016;02:00;233,06;41,18;21,37;1,61;25,6;12;131,31
Wed;06;01;2016;02:15;228,03;38,8;22,58;1,68;25,6;9;130,38
Wed;06;01;2016;02:30;231,5;38,59;21,57;1,61;25,4;13;131,34
Wed;06;01;2016;02:45;229,24;40,4;21,24;1,68;25,6;9;131,33
Wed;06;01;2016;03:00;232,49;41,24;22,74;1,6;25,5;13;128,41
Wed;06;01;2016;03:15;229,43;40,62;22,74;1,63;25,8;9;129,63
Wed;06;01;2016;03:30;235,77;41,06;23,07;1,65;25,2;13;131,79
Wed;06;01;2016;03:45;231,72;41,76;21,93;1,58;25,8;10;130,64
Wed;06;01;2016;04:00;230,33;39,25;23,51;1,7;25,5;10;130,38
Wed;06;01;2016;04:15;232,28;38,26;23,19;1,59;25,6;13;130,65
Wed;06;01;2016;04:30;229,17;40,91;21,53;1,7;25,4;9;130,65
Wed;06;01;2016;04:45;235,45;41,04;23,58;1,59;25,6;13;130,65
Wed;06;01;2016;05:00;231,73;41,24;23,8;1,64;25,6;9;130,46
Wed;06;01;2016;05:15;232,59;40,6;22;1,64;25,5;13;129,84
Wed;06;01;2016;05:30;231,94;41,94;21,82;1,6;25,5;11;130,08
Wed;06;01;2016;05:45;230,4;38,96;23,17;1,68;25,5;11;130,09
Wed;06;01;2016;06:00;229,9;38,51;21,85;1,6;25,8;12;130,15
Wed;06;01;2016;06:15;230,71;40,32;23,06;1,68;25,2;10;130,45
Wed;06;01;2016;06:30;236,62;40,95;23,57;1,6;25,7;13;131,8
Wed;06;01;2016;06:45;232,17;41,16;22,47;1,59;25,3;10;131,66
Wed;06;01;2016;07:00;235,9;41,41;23,84;1,7;25,7;12;131,24
Wed;06;01;2016;07:15;232,63;41,08;23,11;1,59;25,6;11;130,25
Wed;06;01;2016;07:30;234,61;42,37;22,65;1,71;25,4;11;131,48
Wed;06;01;2016;07:45;230,65;40,6;23,35;1,58;25,6;9;130,52
Wed;06;01;2016;08:00;238,59;40,26;22,83;1,66;25,6;13;135,24
Wed;06;01;2016;08:15;233,03;40,89;22,58;1,63;25,6;10;132,34
Wed;06;01;2016;08:30;236,19;41,56;23,45;1,61;25,5;13;131,07
Wed;06;01;2016;08:45;233,44;41,47;22,73;1,68;25,7;10;131,87
Wed;06;01;2016;09:00;235,01;43,47;23,11;1,6;25,6;11;130,24
Wed;06;01;2016;09:15;239,48;44,5;22,9;1,68;25,6;12;132,79
Wed;06;01;2016;09:30;234,48;43,15;21,85;1,61;25,6;11;131,27
Wed;06;01;2016;09:45;238,43;42,28;22,31;1,69;25,8;13;133,36
Wed;06;01;2016;10:00;240,24;42,87;25,15;1,61;25,6;10;135,01
Wed;06;01;2016;10:15;238,7;42,26;22,12;1,6;25,8;11;135,93
Wed;06;01;2016;10:30;241;42,75;23,83;1,63;25,8;13;133,99
Wed;06;01;2016;10:45;236,53;42,19;23,09;1,67;26;11;132,57
Wed;06;01;2016;11:00;238,57;42,65;23,59;1,61;25,8;11;133,93
Wed;06;01;2016;11:15;235,93;42,41;21,9;1,69;25,7;11;133,23
Wed;06;01;2016;11:30;240,09;42,92;22,33;1,6;25,9;12;135,34
Wed;06;01;2016;11:45;241,58;42,08;22,6;1,7;25,9;12;137,3
Wed;06;01;2016;12:00;235,93;42,83;22,29;1,6;25,7;10;133,5
Wed;06;01;2016;12:15;238,12;42,64;21,48;1,69;25,8;13;133,5
Wed;06;01;2016;12:30;235,69;41,89;22,8;1,6;25,9;10;133,5
Wed;06;01;2016;12:45;239,24;42,52;24,74;1,69;25,8;11;133,5
Wed;06;01;2016;13:00;240,22;43,23;23,38;1,6;25,5;13;133,5
Wed;06;01;2016;13:15;234,85;42,7;22,24;1,61;25,8;9;133,5
Wed;06;01;2016;13:30;241,26;43,15;24,22;1,69;25,7;13;133,5
Wed;06;01;2016;13:45;232,72;42,37;21,49;1,58;25,5;10;131,79
Wed;06;01;2016;14:00;237,15;42,51;21,36;1,72;25,7;9;136,86
Wed;06;01;2016;14:15;236,91;42,88;22,2;1,7;25,6;13;131,53
Wed;06;01;2016;14:30;240,2;43,43;22,44;1,61;25,7;10;137,01
Wed;06;01;2016;14:45;235,89;41,41;22,61;1,7;26;11;133,18
Wed;06;01;2016;15:00;234,83;40,99;21,65;1,65;25,8;13;131,74
Wed;06;01;2016;15:15;237,11;43,18;23,09;1,66;25,9;9;134,28
Wed;06;01;2016;15:30;237,27;43,76;20,81;1,73;25,8;13;132,18
Wed;06;01;2016;15:45;235,9;43,12;21,99;1,59;25,8;11;132,4
Wed;06;01;2016;16:00;237,69;43,17;22,93;1,74;25,6;9;135,26
Wed;06;01;2016;16:15;238,22;43,31;20,97;1,7;25,8;13;133,44
Wed;06;01;2016;16:30;237,96;44,79;22,69;1,61;25,6;10;133,27
Wed;06;01;2016;16:45;238,91;41,72;22,87;1,71;25,7;11;135,91
Wed;06;01;2016;17:00;235,41;40,08;24,27;1,73;25,7;11;132,64
Wed;06;01;2016;17:15;235,85;40,85;23,09;1,59;25,8;11;133,52
Wed;06;01;2016;17:30;238,41;42,93;23,06;1,73;25,5;11;134,2
Wed;06;01;2016;17:45;238,64;42,62;21,24;1,66;25,8;11;136,32
Wed;06;01;2016;18:00;236,06;42,94;22,14;1,66;25,7;11;132,62
Wed;06;01;2016;18:15;237,56;42,11;21,39;1,71;25,5;11;135,86
Wed;06;01;2016;18:30;236,05;41,95;22,74;1,65;25,9;11;132,81
Wed;06;01;2016;18:45;237;43,13;22,67;1,66;25,6;11;132,94
Wed;06;01;2016;19:00;235,98;40,37;23,05;1,74;25,5;12;133,32
Wed;06;01;2016;19:15;233,47;38,99;22,51;1,58;25,9;10;134,48
Wed;06;01;2016;19:30;237,55;41,66;24,13;1,74;25,6;11;133,41
Wed;06;01;2016;19:45;238,27;41,66;23,16;1,67;25,5;11;135,29
Wed;06;01;2016;20:00;233,83;41,92;23,04;1,66;25,8;10;131,42
Wed;06;01;2016;20:15;236,5;40,63;24,6;1,71;25,7;12;131,87
Wed;06;01;2016;20:30;236,93;41,37;22,8;1,61;25,5;10;135,65
Wed;06;01;2016;20:45;235,02;41,74;22,6;1,71;25,8;11;132,17
Wed;06;01;2016;21:00;234,23;40,96;21,98;1,73;25,5;12;132,07
Wed;06;01;2016;21:15;229,94;37,79;21,24;1,58;25,6;10;133,72
Wed;06;01;2016;21:30;233,12;39,19;22,2;1,69;25,6;12;132,43
Wed;06;01;2016;21:45;232,2;40,43;22,07;1,57;25,8;10;132,33
Wed;06;01;2016;22:00;235,92;40,48;24,06;1,59;25,6;11;133,18
Wed;06;01;2016;22:15;234,81;40,08;22,74;1,57;25,6;12;132,82
Wed;06;01;2016;22:30;233,04;40,15;21,9;1,59;25,8;10;133,59
Wed;06;01;2016;22:45;232,6;40,19;21,73;1,57;25,6;13;130,51
Wed;06;01;2016;23:00;233,83;41,52;23,18;1,59;25,6;8;133,94
Wed;06;01;2016;23:15;233,02;39,37;21,92;1,57;25,8;14;130,35
Wed;06;01;2016;23:30;230,16;37,55;23,57;1,59;25,6;10;131,85
Wed;06;01;2016;23:45;233,11;38,1;24,53;1,57;25,6;11;132,32
Thu;07;01;2016;00:00;234,12;40,48;21,69;1,59;25,8;12;132,56
Thu;07;01;2016;00:15;235,69;40,23;24,02;1,57;25,6;9;135,27
Thu;07;01;2016;00:30;238,52;41,87;23,57;1,59;25,6;14;131,9
Thu;07;01;2016;00:45;231,01;39,33;22,67;1,58;25,7;9;132,73
Thu;07;01;2016;01:00;236,23;40,31;23,99;1,59;25,6;12;132,74
Thu;07;01;2016;01:15;234,93;39,92;21,78;1,57;25,5;11;135,16
Thu;07;01;2016;01:30;230,32;37,63;21,99;1,6;25,6;11;132,5
Thu;07;01;2016;01:45;232,41;37,59;24;1,57;25,6;10;133,65
Thu;07;01;2016;02:00;232,47;40,12;21,64;1,59;25,4;11;132,72
Thu;07;01;2016;02:15;234,96;41,19;23,28;1,57;25,6;11;132,31
Thu;07;01;2016;02:30;233,1;40,67;21,65;1,59;25,4;11;132,79
Thu;07;01;2016;02:45;233,22;40,08;22,48;1,57;25,6;12;131,49
Thu;07;01;2016;03:00;231,46;40,35;22,29;1,59;25,4;9;132,82
Thu;07;01;2016;03:15;238,56;40,29;24,39;1,57;25,6;12;134,7
Thu;07;01;2016;03:30;233,92;40,01;22,85;1,59;25,4;11;133,08
Thu;07;01;2016;03:45;233,79;39,94;23,74;1,57;25,6;10;132,94
Thu;07;01;2016;04:00;234,85;40,8;22,38;1,59;25,4;12;132,68
Thu;07;01;2016;04:15;231,72;40;23,13;1,58;25,6;10;131,41
Thu;07;01;2016;04:30;232,52;39,87;22,02;1,59;25,4;11;132,64
Thu;07;01;2016;04:45;233,96;40,05;22,21;1,57;25,6;11;133,53
Thu;07;01;2016;05:00;233,06;40,23;25,24;1,59;25,4;11;129,59
Thu;07;01;2016;05:15;237,02;40,72;22,75;1,57;25,6;12;134,37
Thu;07;01;2016;05:30;235,83;40,38;22,48;1,59;25,4;11;134,98
Thu;07;01;2016;05:45;230,55;39,52;24,97;1,57;25,6;9;129,89
Thu;07;01;2016;06:00;231,12;37,46;22,59;1,59;25,4;13;131,07
Thu;07;01;2016;06:15;230,66;37,9;22,52;1,58;25,6;10;133,07
Thu;07;01;2016;06:30;233,47;40,42;22,56;1,59;25,4;12;131,5
Thu;07;01;2016;06:45;233,3;41,5;22,81;1,57;25,4;11;131,02
Thu;07;01;2016;07:00;235,71;39,94;22,33;1,59;25,6;12;134,24
Thu;07;01;2016;07:15;232,07;39,76;24,97;1,57;25,4;9;131,37
Thu;07;01;2016;07:30;234,88;40,08;21,79;1,59;25,4;14;132,02
Thu;07;01;2016;07:45;235,64;40,84;24,51;1,57;25,6;11;132,13
Thu;07;01;2016;08:00;238,3;40,08;24,92;1,59;25,4;12;134,31
Thu;07;01;2016;08:15;237,85;40,08;26,01;1,57;25,6;12;132,58
Thu;07;01;2016;08:30;235,88;41,44;24,45;1,59;25,5;11;131,9
Thu;07;01;2016;08:45;237,51;41,24;22,59;1,57;25,5;12;134,62
Thu;07;01;2016;09:00;239,07;42,69;23,05;1,59;25,5;12;134,24
Thu;07;01;2016;09:15;238,52;42,47;24,26;1,57;25,7;11;133,52
Thu;07;01;2016;09:30;242,23;44,79;24,49;1,59;25,5;13;132,85
Thu;07;01;2016;09:45;240,83;42,35;25,1;1,57;25,7;11;135,11
Thu;07;01;2016;10:00;242,86;42,82;23,24;1,59;25,6;13;136,61
Thu;07;01;2016;10:15;236,02;41,32;23,59;1,57;25,7;11;132,84
Thu;07;01;2016;10:30;237,85;40,1;24,87;1,59;25,7;12;133,59
Thu;07;01;2016;10:45;242,7;42,49;24,01;1,57;25,6;13;136,03
Thu;07;01;2016;11:00;239,51;43,41;23,63;1,59;25,5;11;134,38
Thu;07;01;2016;11:15;238,56;42,83;23,92;1,57;25,9;11;133,33
Thu;07;01;2016;11:30;246,59;43,75;25,53;1,59;25,6;13;137,12
Thu;07;01;2016;11:45;242,72;43,54;26,38;1,57;25,5;11;134,73
Thu;07;01;2016;12:00;241,1;44,36;23,26;1,59;25,9;12;133,98
Thu;07;01;2016;12:15;215,78;42,47;25,95;1,57;5,1;3;137,69
Thu;07;01;2016;12:30;265,45;41,56;24,16;1,59;46;20;132,14
Thu;07;01;2016;12:45;241,72;43,69;25,24;1,57;25,7;12;133,52
Thu;07;01;2016;13:00;240,92;44;24,13;1,59;25,5;12;133,7
Thu;07;01;2016;13:15;239,83;44,92;22,44;1,57;25,7;11;134,2
Thu;07;01;2016;13:30;240,83;43,83;24,24;1,59;25,6;11;134,57
Thu;07;01;2016;13:45;239,99;43,02;24,99;1,57;25,7;11;133,7
Thu;07;01;2016;14:00;238,97;43,2;24,29;1,59;25,7;11;133,19
Thu;07;01;2016;14:15;243,89;43,77;23,9;1,57;26;14;134,65
Thu;07;01;2016;14:30;241,84;44,18;24,35;1,59;25,8;11;134,92
Thu;07;01;2016;14:45;240,75;42,53;24,38;1,57;25,8;11;135,47
Thu;07;01;2016;15:00;244,35;42,1;29,05;1,59;25,7;11;134,91
Thu;07;01;2016;15:15;245,68;43,69;25,51;1,57;25,9;12;137,01
Thu;07;01;2016;15:30;241,2;44,02;24,26;1,59;25,9;11;134,42
Thu;07;01;2016;15:45;241,82;44,38;25,15;1,57;25,7;12;133,03
Thu;07;01;2016;16:00;248,41;46,94;22,44;1,59;26;11;140,44
Thu;07;01;2016;16:15;242,22;43,91;23,72;1,57;26;12;135,03
Thu;07;01;2016;16:30;217,72;44,32;24,16;1,59;26;11;110,66
Thu;07;01;2016;16:45;265,68;44,21;21,42;1,57;26;11;161,49
Thu;07;01;2016;17:00;240,6;45,18;23,02;1,59;26;11;133,81
Thu;07;01;2016;17:15;243,45;44,65;23,53;1,57;25,8;12;135,9
Thu;07;01;2016;17:30;239,82;44,55;22,45;1,59;26,1;10;135,12
Thu;07;01;2016;17:45;237,16;44,23;22,83;1,57;25,8;12;130,73
Thu;07;01;2016;18:00;242,29;44,88;23,28;1,59;25,8;10;136,74
Thu;07;01;2016;18:15;245,55;45,82;23,85;1,57;26;12;136,3
Thu;07;01;2016;18:30;238,46;43,71;25,42;1,59;25,8;10;131,93
Thu;07;01;2016;18:45;362,19;43,2;22,06;1,57;25,7;10;259,66
Thu;07;01;2016;19:00;236,85;42,49;23,13;1,6;25,9;11;132,73
Thu;07;01;2016;19:15;236,87;42,39;22,74;1,57;26;11;133,16
Thu;07;01;2016;19:30;240,88;43,08;23,33;1,59;25,9;12;134,98
Thu;07;01;2016;19:45;215,67;41,96;23,79;1,57;25,7;10;112,65
Thu;07;01;2016;20:00;215,89;42,06;21,79;1,59;25,8;12;112,65
Thu;07;01;2016;20:15;213,34;41,74;22,48;1,57;25,9;9;112,65
Thu;07;01;2016;20:30;217,33;42,32;23,97;1,59;25,8;11;112,65
Thu;07;01;2016;20:45;216,51;43,05;22,43;1,58;25,8;11;112,65
Thu;07;01;2016;21:00;213,65;41,57;22,33;1,59;25,5;10;112,65
Thu;07;01;2016;21:15;234,65;41,59;23,51;1,58;25,9;11;131,07
Thu;07;01;2016;21:30;236,61;41,59;23,07;1,6;25,8;11;133,55
Thu;07;01;2016;21:45;236,37;42,46;22,01;1,57;25,8;12;132,52
Thu;07;01;2016;22:00;234,11;40,35;24,2;1,59;25,7;11;131,28
Thu;07;01;2016;22:15;233,22;40,23;21,52;1,57;25,8;11;133,09
Thu;07;01;2016;22:30;236,81;40,14;24,62;1,59;25,9;11;133,55
Thu;07;01;2016;22:45;233,66;41,65;22,73;1,57;25,8;11;130,91
Thu;07;01;2016;23:00;230,96;40,41;22,48;1,59;25,8;10;130,68
Thu;07;01;2016;23:15;236,08;39,98;22,57;1,57;25,7;12;134,25
Thu;07;01;2016;23:30;233,21;41,43;22,53;1,6;25,9;10;131,76
