WiseMetering realtime, exported on November 19, 2016 17:48, by Pedro Castanheira of Vodafone.;;;;;;;;;;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ GERAL FAR (KWh);EA+ GERAL 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ GERAL MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ GERAL PTM (KWh);EA+ GERAL 2 SNT (KWh);EA+ GERAL FMC (KWh)
Fri;17;06;2016;21:30;433,7;21;79,39;31;22;5,05;13;18,76;44;61;8,35;32,09;42;7;28,06;21
Fri;17;06;2016;21:45;421,96;21;78,46;31;20;7,08;14;15,27;44;59;8,06;36,7;40;5;21,39;21
Fri;17;06;2016;22:00;409,6;20;78,02;32;22;6,06;14;15,26;44;52;8,14;35,94;39;6;15,18;22
Fri;17;06;2016;22:15;408,42;21;79,82;30;20;7,08;13;19,73;43;51;7,8;32,81;42;6;15,19;20
Fri;17;06;2016;22:30;408,15;21;78,47;32;21;5,05;14;19,46;44;50;8,4;32,58;40;6;15,18;21
Fri;17;06;2016;22:45;413,81;21;77,31;30;22;8,09;14;22,91;44;50;7,97;35,41;39;6;15,13;21
Fri;17;06;2016;23:00;405,94;21;79,53;31;22;5,05;13;17,07;44;50;8,29;32,74;40;6;15,25;21
Fri;17;06;2016;23:15;410,52;20;78,14;31;22;7,08;14,5;21,11;44;50;7,76;31,71;42;6;15,24;20
Fri;17;06;2016;23:30;398,8;21;77,63;32;21;6,06;14,5;16,06;43;49;8,19;30,16;39;5;15,21;21
Fri;17;06;2016;23:45;400,83;21;79,51;31;20;7,08;12,5;18,57;44;49;7,83;30,06;39;6;15,28;20
Sat;18;06;2016;00:00;405;19;77,59;31;22;6,06;14,5;19,57;43;50;8,16;30,88;42;5;15,24;21
Sat;18;06;2016;00:15;393,38;19;78,01;31;19;6,06;13;17,2;44;48;8,11;29,76;39;6;15,22;20
Sat;18;06;2016;00:30;401,34;20;78,5;32;22;6,06;14;19,27;44;49;7,85;30,45;38;5;15,2;20
Sat;18;06;2016;00:45;397,01;19;77,93;30;21;8,09;14;17,16;43;48;8,28;29,35;41;5;15,21;20
Sat;18;06;2016;01:00;400,43;20;77,49;32;20;6,06;13;18,71;44;49;8,23;29,74;41;6;15,2;20
Sat;18;06;2016;01:15;398,01;20;79,66;31;22;5,05;15;17,84;44;48;7,82;29,46;38;5;15,19;20
Sat;18;06;2016;01:30;396,94;18;77,55;32;21;8,09;13;17,57;43;49;8,11;29,46;40;6;15,17;19
Sat;18;06;2016;01:45;401,23;20;78,14;31;21;5,05;14;18,83;44;49;7,97;30,02;42;5;15,21;20
Sat;18;06;2016;02:00;393,16;20;76,59;30;21;7,08;13,5;16,17;44;48;8,3;28,39;39;6;15,13;20
Sat;18;06;2016;02:15;392,54;19;74,33;32;22;6,06;13,5;19,41;43;48;7,99;29,14;38;5;15,11;20
Sat;18;06;2016;02:30;398,59;19;76,63;31;22;7,08;14;17,52;44;49;8,07;29,14;41;5;15,15;20
Sat;18;06;2016;02:45;381,58;20;66,87;32;19;6,06;13;15,79;43;48;8,23;28,35;41;6;15,27;19
Sat;18;06;2016;03:00;380,17;19;67,11;31;18;6,06;14;17,85;43;48;7,91;29,12;39;5;15,11;20
Sat;18;06;2016;03:15;376,18;18;66,77;30;17;7,08;13,5;16,8;44;49;7,78;28,07;38;5;15,18;20
Sat;18;06;2016;03:30;378,06;19;67,29;31;17;5,05;13,5;15,86;43;47;8,25;28,93;41;6;15,17;20
Sat;18;06;2016;03:45;382,21;19;63,36;32;18;8,09;14;18,95;44;48;8,05;28,6;41;5;15,16;19
Sat;18;06;2016;04:00;371,98;18;63,24;32;17;6,06;13;16,03;43;49;7,98;28,4;38;5;15,28;20
Sat;18;06;2016;04:15;375,89;18;65,37;30;18;6,06;14,5;15,68;44;48;7,98;29,11;39;5;15,19;20
Sat;18;06;2016;04:30;378,99;18;65,71;31;17;7,08;13;18,45;43;47;8,07;28,4;42;5;15,28;20
Sat;18;06;2016;04:45;374,8;18;64,77;31;17;6,06;14;15,95;44;48;8,2;29,71;39;5;15,1;19
Sat;18;06;2016;05:00;387,08;18;65,9;32;17;6,06;13,5;17,54;43;49;7,82;37,09;39;6;15,17;20
Sat;18;06;2016;05:15;375,76;18;65,71;31;18;7,08;13,5;17,08;44;47;7,92;28,29;38;5;15,19;20
Sat;18;06;2016;05:30;373,61;18;65,55;30;17;5,05;13,5;15,17;43;48;8,3;27,87;42;5;15,16;20
Sat;18;06;2016;05:45;382,41;18;64,96;32;18;8,09;14,5;19,47;44;47;7,7;29,58;40;5;15,11;19
Sat;18;06;2016;06:00;369,75;17;64,9;31;17;6,06;12,5;14,73;43;48;7,97;29,35;38;5;15,23;20
Sat;18;06;2016;06:15;375,15;18;63,77;32;17;6,06;14,5;17,1;44;48;8,06;27,59;39;5;15,08;20
Sat;18;06;2016;06:30;373,06;18;62,81;30;18;7,08;12,5;14,89;43;48;8,11;29,59;42;5;15,09;19
Sat;18;06;2016;06:45;374,92;18;63,02;31;17;6,06;15;17,81;43;48;7,89;28,95;39;5;15,18;20
Sat;18;06;2016;07:00;369,86;18;64,45;32;17;6,06;12,5;14,93;44;47;8,26;27,49;38;5;15,17;20
Sat;18;06;2016;07:15;392,4;18;65,25;31;18;7,08;14,5;19,05;43;59;7,86;28,54;41;4;15,13;21
Sat;18;06;2016;07:30;392,34;18;66,83;30;17;5,05;13;15,64;43;62;8,09;31,58;40;5;15,15;22
Sat;18;06;2016;07:45;395,58;19;65,96;32;17;7,08;14;16,91;44;59;7,96;31,58;39;5;15,1;22
Sat;18;06;2016;08:00;396,32;18;67,96;31;18;7,08;13;18,29;43;64;7,71;28,15;38;5;15,13;22
Sat;18;06;2016;08:15;402,09;18;70,01;32;17;5,05;14,5;16,25;44;61;8,3;32,83;43;4;15,13;21
Sat;18;06;2016;08:30;405,07;18;77,83;31;18;7,08;13;16,93;43;61;8,03;29,03;39;5;15,17;23
Sat;18;06;2016;08:45;423,47;19;79,5;31;17;7,08;14;17,71;44;61;7,81;29,03;38;4;29,33;25
Sat;18;06;2016;09:00;430,29;19;80,76;31;18;5,05;14,5;12,5;44;61;8,16;33,92;42;5;30,4;25
Sat;18;06;2016;09:15;426,8;18;80,66;32;17;7,08;12,5;12,66;43;62;8,56;31,63;41;5;30,71;25
Sat;18;06;2016;09:30;424,33;18,5;80,59;32;20;6,06;14,5;12,24;44;61;8,07;28,7;39;5;30,66;24
Sat;18;06;2016;09:45;433,78;18,5;82,29;31;22;6,06;13;12,23;44;61;7,74;34,18;41;4;30,77;26
Sat;18;06;2016;10:00;443,36;19;82,06;31;23;8,09;14;12,72;43;61;8,24;37,43;42;5;30,82;26
Sat;18;06;2016;10:15;442,66;19;83,97;32;21;6,06;14;12,33;44;62;7,77;37,57;39;5;30,96;28
Sat;18;06;2016;10:30;451,7;20;87,51;31;24;6,06;13;12,24;44;61;7,58;42,06;41;4;31,25;27
Sat;18;06;2016;10:45;462,81;20;89,05;32;22;7,08;14;12,3;44;62;8,18;45,98;43;5;31,23;27
Sat;18;06;2016;11:00;459,41;20;88,66;31;22;6,06;14,5;12,81;44;61;7,96;47,05;40;5;31,37;28
Sat;18;06;2016;11:15;459,36;20;88,8;31;22;6,06;13,5;12,77;44;62;8,02;46,7;41;5;31,51;27
Sat;18;06;2016;11:30;469,02;21;87,72;32;22;7,08;14;21,51;44;61;7,76;42,45;44;5;31,52;28
Sat;18;06;2016;11:45;460,07;21;85,35;31;22;6,06;13;17,82;45;62;7,76;44,46;41;5;31,61;27
Sat;18;06;2016;12:00;459,67;23;87,35;32;22;7,08;14,5;14,39;43;61;8,14;44,8;40;5;31,43;26
Sat;18;06;2016;12:15;460,49;21;89,24;32;22;6,06;13,5;12,25;45;62;7,82;42,16;44;5;31,45;27
Sat;18;06;2016;12:30;463,4;22;87,76;31;22;6,06;14;15,9;44;62;7,9;45,17;43;5;31,61;26
Sat;18;06;2016;12:45;461,08;22;85,6;31;22;7,08;14;20,74;44;61;8,25;43,78;39;5;31,62;26
Sat;18;06;2016;13:00;464,99;22;86,91;30;22;7,08;14;16,89;44;62;8,24;44,14;44;5;31,74;27
Sat;18;06;2016;13:15;466,03;22;87,29;31;22;5,05;14;20,23;44;61;8,04;43,57;44;5;31,86;27
Sat;18;06;2016;13:30;456,1;23;86,73;31;22;7,08;13;12,31;45;62;7,97;41,19;40;6;31,82;27
Sat;18;06;2016;13:45;460,1;23;85,49;31;22;7,08;14;17,36;43;61;7,84;42,38;42;5;31,96;27
Sat;18;06;2016;14:00;465,34;22;84,72;30;23;7,08;13;20,08;45;62;8,08;42,38;44;5;32;27
Sat;18;06;2016;14:15;465,96;22;87,67;31;21;5,05;14,5;21,34;44;61;7,85;44,58;42;5;31,96;27
Sat;18;06;2016;14:30;466,14;23;85,87;31;20;8,09;14;20,9;44;62;7,68;44,47;41;6;32,12;26
Sat;18;06;2016;14:45;467,66;22;84,99;32;22;6,06;13;19,44;44;62;8,26;45,7;44;6;32,21;26
Sat;18;06;2016;15:00;470,08;23;86;31;20;6,06;14,5;22,08;44;62;8,18;45,7;44;5;32,55;26
Sat;18;06;2016;15:15;471,53;22;89,13;31;21;7,08;13,5;18,53;44;62;7,74;48,04;42;6;32,52;27
Sat;18;06;2016;15:30;471,18;23;86,99;31;22;6,06;13,5;21,51;45;61;8;47,55;41;6;32,57;26
Sat;18;06;2016;15:45;456,48;22;84,96;31;21;7,08;0;21,55;44;62;7,84;46,38;44;6;32,67;26
Sat;18;06;2016;16:00;453,26;23;85,84;31;21;6,06;0;17,92;44;62;8,26;45,96;44;6;32,22;26
Sat;18;06;2016;16:15;460,69;23;88,45;31;22;7,08;1;22,05;44;62;7,98;46,82;41;6;32,32;26
Sat;18;06;2016;16:30;453,89;22;86,87;31;20;7,08;0;20,95;44;61;8,07;45,97;42;6;31,96;27
Sat;18;06;2016;16:45;456,47;23;85,67;32;21;6,06;0;21,19;44;62;7,95;45,65;44;6;31,96;26
Sat;18;06;2016;17:00;540,99;23;86,13;31;22;7,08;82;21,19;45;62;7,88;45,77;44;6;31,96;26
Sat;18;06;2016;17:15;465,74;22;88,36;32;22;5,05;14,5;21,16;43;62;8,22;43,5;40;6;31,95;26
Sat;18;06;2016;17:30;467,46;23;86,52;30;21;8,09;13;21,39;45;61;7,75;42,93;43;7;31,78;26
Sat;18;06;2016;17:45;468,84;22;86,96;32;20;6,06;14,5;20,75;44;62;8,19;44,63;44;6;31,75;26
Sat;18;06;2016;18:00;460,77;23;84,42;31;22;6,06;14;19,23;44;61;7,84;43,37;40;6;31,84;27
Sat;18;06;2016;18:15;456,57;22;86,3;31;21;7,08;13;17,74;44;62;7,72;38,11;43;6;31,62;26
Sat;18;06;2016;18:30;455,69;22;87,51;31;21;6,06;15;14,47;44;62;8,3;37,93;43;6;31,41;26
Sat;18;06;2016;18:45;458,19;22;88,09;30;22;7,08;12;19,97;44;61;7,89;39,68;40;7;31,49;26
Sat;18;06;2016;19:00;462,43;24;88,13;32;20;6,06;15,5;18,48;44;62;7,86;39,04;42;6;31,36;26
Sat;18;06;2016;19:15;462,41;23;87,42;31;21;7,08;12,5;19,89;44;62;8,18;39,04;44;6;31,31;26
Sat;18;06;2016;19:30;461,87;23;88,13;31;22;7,08;14,5;21,45;45;61;8,13;36,33;40;7;31,25;26
Sat;18;06;2016;19:45;451,68;23;88,05;31;22;6,06;14,5;16,74;43;61;8,16;34,31;41;6;30,86;26
Sat;18;06;2016;20:00;456,75;22;85,56;31;20;7,08;13;19,43;44;62;9,22;37,63;43;6;30,84;26
Sat;18;06;2016;20:15;452,57;23;85,06;32;21;6,06;14;17,54;44;61;8,52;37,63;40;6;30,76;26
Sat;18;06;2016;20:30;451,9;22;87,74;30;22;7,08;15;16,93;44;61;7,96;34,71;41;6;30,49;26
Sat;18;06;2016;20:45;457,06;23;88,31;32;20;6,06;13;18,97;44;62;7,46;36,82;43;7;29,44;26
Sat;18;06;2016;21:00;447,09;22;85,35;31;22;7,08;14;16,66;44;61;7,46;35,6;40;7;27,95;26
Sat;18;06;2016;21:15;442,22;22;85,08;31;21;6,06;13;18,41;43;61;7,79;33,98;40;6;27,91;26
Sat;18;06;2016;21:30;453,69;22;85,61;32;20;7,08;14,5;17,71;44;62;8,13;36,6;43;7;28,06;26
Sat;18;06;2016;21:45;445,85;22;86,28;30;22;6,06;13,5;18,07;44;61;7,43;34,66;39;7;27,85;27
Sat;18;06;2016;22:00;448,34;22;87,19;31;22;7,08;14;19,06;44;61;7,83;33,17;40;7;28;25
Sat;18;06;2016;22:15;439,72;20;84,91;31;21;6,06;14;16,98;44;61;8,09;28,83;43;7;27,85;26
Sat;18;06;2016;22:30;442,53;19;84,97;32;20;7,08;13,5;17,21;44;62;7,81;35,84;39;7;28,12;25
Sat;18;06;2016;22:45;439,62;20;84,43;31;22;6,06;13,5;19,2;43;61;7,58;31,75;39;7;28,09;26
Sat;18;06;2016;23:00;447,89;21;86,23;32;21;7,08;13,5;17,6;44;61;8,3;32,28;44;6;27,9;26
Sat;18;06;2016;23:15;444,83;22;87,31;31;19;6,06;14,5;17,08;43;61;7,58;36,38;39;7;27,92;26
Sat;18;06;2016;23:30;433,25;21;79,09;31;23;6,06;14;18,11;45;61;7,92;34,98;38;7;28,08;19
Sat;18;06;2016;23:45;422,22;21;78,49;32;21;6,06;13;17,82;43;52;8,08;32,74;43;6;28,03;20
Sun;19;06;2016;00:00;415,49;19;79,34;31;20;7,08;14;16,56;44;49;7,78;31,94;41;7;27,81;20
Sun;19;06;2016;00:15;424,51;19;80,12;32;22;6,06;13;19,59;43;52;7,7;36,13;39;7;27,9;20
Sun;19;06;2016;00:30;419,78;19;82,4;30;20;7,08;14;15,95;44;50;8,34;36,07;40;6;27,95;19
Sun;19;06;2016;00:45;416,27;18;79,48;32;21;6,06;14,5;19,08;44;48;7,88;29,43;42;7;27,84;20
Sun;19;06;2016;01:00;405,19;21;80,37;31;22;7,08;14;14,69;43;49;7,74;29,52;39;6;20,79;20
Sun;19;06;2016;01:15;404,03;20;79,19;32;22;6,06;13,5;15,43;44;53;7,77;29,83;39;7;15,25;20
Sun;19;06;2016;01:30;408,51;21;77,98;32;22;7,08;13,5;19,42;43;51;8,3;29,83;42;6;15,42;20
Sun;19;06;2016;01:45;413,87;20;82,43;32;19;6,06;14;21,91;44;50;7,88;34,27;40;7;15,31;20
Sun;19;06;2016;02:00;411,97;20;78,46;31;22;7,08;13,5;19,45;44;52;7,67;35,67;39;7;15,15;20
Sun;19;06;2016;02:15;409,67;20;80,92;31;22;6,06;13,5;19,2;44;53;8,03;31,88;39;6;15,09;20
Sun;19;06;2016;02:30;406,32;19;78,96;31;20;6,06;14,5;19,66;43;51;8;31,88;43;6;15,26;19
Sun;19;06;2016;02:45;394,95;20;78,45;32;20;7,08;14;15,77;44;49;7,77;27,7;38;6;15,19;20
Sun;19;06;2016;03:00;400,58;20;79,11;32;22;6,06;13;17,79;43;51;7,83;28,56;39;6;15,23;20
Sun;19;06;2016;03:15;407,75;18;77,04;32;22;7,08;14;18,75;44;53;8,09;30,64;43;5;15,17;20
Sun;19;06;2016;03:30;395,4;19;79,34;30;20;5,05;14;16,73;43;52;7,99;28,1;39;6;15,19;20
Sun;19;06;2016;03:45;395,92;17;78,74;31;21;7,08;13;19,6;44;50;7,51;28,76;38;5;15,24;20
Sun;19;06;2016;04:00;408,65;20;78,89;32;21;7,08;14,5;16,17;43;51;7,89;33,99;42;6;15,14;20
Sun;19;06;2016;04:15;396,82;19;78,38;31;20;5,05;13,5;15,83;44;53;8,26;28,59;40;6;15,2;19
Sun;19;06;2016;04:30;401,99;20;78,79;32;22;7,08;13,5;19,74;43;50;8,04;28,05;39;5,6;15,2;20
Sun;19;06;2016;04:45;403,96;19;78,32;31;20;7,08;14,5;15,49;44;50;7,51;35,35;41;5,6;15,12;20
Sun;19;06;2016;05:00;404,78;19;77,55;30;21;5,05;12,5;19,86;43;53;7,96;34,09;41;5,6;15,17;20
Sun;19;06;2016;05:15;396,49;18;77,67;32;22;7,08;14;14,97;43;51;8,05;30,96;38;5,6;15,16;19
Sun;19;06;2016;05:30;402,31;18;78,01;31;22;7,08;14,5;19,22;44;51;7,78;29,94;39;5,6;15,18;20
Sun;19;06;2016;05:45;388,44;19;77,95;32;14;5,05;13,5;15,24;43;50;8,09;27,5;43;5;15,11;20
Sun;19;06;2016;06:00;396,37;20;79,04;31;17;8,09;13,5;17,96;44;51;8,05;28,6;38;5;15,12;20
Sun;19;06;2016;06:15;384,32;19;72,52;30;18;5,05;14;14,62;43;53;7,53;29,51;39;5;15,1;19
Sun;19;06;2016;06:30;399,31;19;80,89;32;17;7,08;13;19,25;43;49;7,82;28,2;43;5;15,08;20
Sun;19;06;2016;06:45;409,71;20;79,28;32;17;7,08;14;14,8;44;66;8,11;28,3;39;5;15,15;20
Sun;19;06;2016;07:00;407,46;18;78,14;31;17;5,05;14,5;15,35;43;67;8,08;32,27;38;5;15,07;20
Sun;19;06;2016;07:15;403,73;18;77,52;31;18;7,08;12,5;16,31;43;61;7,65;29,56;42;5;15,11;20
Sun;19;06;2016;07:30;417,23;19;78,58;31;17;7,08;14;16,99;43;64;7,84;35,61;41;5;15,13;22
Sun;19;06;2016;07:45;409,99;18;78,59;31;17;6,06;14,5;16,33;44;61;7,71;35,61;38;5;15,2;22
Sun;19;06;2016;08:00;414,38;18;80,4;32;18;7,08;13,5;19,4;44;60;8,17;29,62;41;5;15,21;23
Sun;19;06;2016;08:15;415,32;20;80,51;31;18;6,06;13,5;18,28;43;62;7,73;31,04;41;5;15,2;23
Sun;19;06;2016;08:30;429,1;21;81,73;32;22;6,06;14,5;17,28;44;61;7,45;35,18;39;6;16,9;25
Sun;19;06;2016;08:45;438,89;19;83,39;31;21;6,06;13;15,72;43;61;7,97;35,18;42;5;30,57;25
Sun;19;06;2016;09:00;445,89;20;86,43;31;23;7,08;14,5;12,52;44;61;7,9;35,91;41;5;30,55;26
Sun;19;06;2016;09:15;446,3;19;88,23;32;22;6,06;13,5;12,73;44;61;7,75;36,16;40;5;30,87;28
Sun;19;06;2016;09:30;445,58;19;88,22;31;22;6,06;14;12,33;44;62;7,51;35,31;43;5;31,14;25
Sun;19;06;2016;09:45;447,24;19;87,19;32;22;7,08;14,5;12,32;43;61;7,94;36,81;42;6;31,4;25
Sun;19;06;2016;10:00;447,15;19;87,85;32;22;7,08;12,5;12,62;44;61;7,92;40,4;39;5;31,79;25
Sun;19;06;2016;10:15;453,61;21;88,8;30;23;5,05;14,5;12,63;44;62;7,78;36,18;44;5;31,66;28
Sun;19;06;2016;10:30;454,76;20;87,3;32;22;7,08;13,5;12,35;44;61;7,64;41,01;44;6;31,88;25
Sun;19;06;2016;10:45;464,93;22;86,72;32;22;7,08;14;20,75;45;62;7,73;43,62;40;5;32,04;25
Sun;19;06;2016;11:00;462,35;20;89,05;32;21;5,05;14;17,8;44;62;7,93;45,31;42;5;32,21;25
Sun;19;06;2016;11:15;469,14;20;89,83;32;23;7,08;13,5;16,82;44;61;7,94;44,75;44;6;32,23;27
Sun;19;06;2016;11:30;457,86;19;89,47;31;22;7,08;14,5;12,35;44;62;7,46;40,65;44;5;32,36;27
Sun;19;06;2016;11:45;453,86;21;86,51;33;19;5,05;12,5;16,14;44;62;7,66;42,46;41;6;32,53;25
Sun;19;06;2016;12:00;464,54;21;86,96;31;22;7,08;14,5;20,3;43;62;8,35;44,72;41;5;32,64;25
Sun;19;06;2016;12:15;472,08;21;88,25;32;22;7,08;14;18,14;45;62;8;44,9;44;6;32,72;27
Sun;19;06;2016;12:30;474,66;21;87,54;32;22;6,06;13;20,12;44;62;8,03;49,28;45;6;32,64;26
Sun;19;06;2016;12:45;470,45;21;84,82;32;22;7,08;14;21,23;44;62;7,93;48,51;44;5;32,88;24
Sun;19;06;2016;13:00;463,69;20;87,47;31;19;5,05;14;20,3;44;61;8,19;47,85;42;6;32,83;25
Sun;19;06;2016;13:15;477,55;21;89,42;32;22;7,08;13;18,85;45;62;8,18;48,33;44;6;32,7;28
Sun;19;06;2016;13:30;472,42;20;85,05;31;21;7,08;14,5;21,88;45;62;8,63;48,53;43;6;32,76;26
Sun;19;06;2016;13:45;472;21;88,02;32;22;5,05;13,5;21,62;44;62;8,66;47,45;43;6;32,71;25
Sun;19;06;2016;14:00;475,68;22;88,91;31;22;7,08;14;22,04;44;62;8,01;47,45;43;6;33,2;25
Sun;19;06;2016;14:15;477,01;23;87,34;32;21;7,08;14,5;21,41;44;62;8,91;46,59;44;6;33,18;26
Sun;19;06;2016;14:30;476,23;24;87,35;31;22;6,06;13;21,89;44;62;7,78;47,78;43;6;33,37;27
Sun;19;06;2016;14:45;477,78;23;89,85;30;22;7,08;14,5;22,53;44;62;8,93;46,61;43;6;33,29;25
Sun;19;06;2016;15:00;478,37;23;87,6;32;23;7,08;13;23,89;44;62;7,81;46,61;44;6;33,38;25
Sun;19;06;2016;15:15;478,18;23;88,57;31;22;6,06;14;23,24;45;62;8,88;46,31;42;6,5;33,62;26
Sun;19;06;2016;15:30;479,56;23;87,41;32;22;7,08;14;22,02;44;62;8,02;47,34;44;6,5;33,2;27
Sun;19;06;2016;15:45;473,61;24;84,79;31;20;5,05;13;22,99;44;63;8,74;50,84;42;6;33,2;25
Sun;19;06;2016;16:00;492,13;23;89,52;31;23;8,09;15;23,81;44;63;8,29;55,2;44;6;33,22;25
Sun;19;06;2016;16:15;473,94;23;88,19;31;21;6,06;13;22,36;45;61;8,4;46,66;43;7;33,26;25
Sun;19;06;2016;16:30;477,02;24;85,63;32;22;6,06;14;22,82;43;62;8,52;47,43;43;6;33,56;27
Sun;19;06;2016;16:45;481,32;23;87,62;31;22;7,08;14;24,41;44;63;8,47;47,29;43;6;33,46;27
Sun;19;06;2016;17:00;474,42;23;86,92;32;21;6,06;13,5;21,99;45;62;8,8;46,66;43;7;33,49;24
Sun;19;06;2016;17:15;472,98;24;86,21;30;22;8,09;13,5;22,03;43;62;8,18;46,41;43;6;33,57;25
Sun;19;06;2016;17:30;478,96;23;87,43;32;22;5,05;14;23,79;45;62;8,94;46,45;43;6;33,29;27
Sun;19;06;2016;17:45;479,23;23;88,06;31;23;7,08;13,5;23,51;44;62;7,79;46,33;43;7;32,97;27
Sun;19;06;2016;18:00;475,15;24;89,02;31;22;6,06;14;21,91;44;62;8,93;45,37;44;6;32,85;24
Sun;19;06;2016;18:15;478,62;23;88,97;32;22;7,08;15,5;21,86;44;62;8,05;46,36;43;7;32,81;25
Sun;19;06;2016;18:30;471,25;23;84,48;31;20;7,08;15,5;21,84;44;62;8,63;45,12;43;7;32,6;26
Sun;19;06;2016;18:45;477,13;24;84,95;31;23;6,06;15,5;22,1;44;62;8,93;46,77;43;6;32,82;27
Sun;19;06;2016;19:00;476,03;23;86,58;32;22;7,08;15;21,99;45;62;8,69;45,07;42;8;32,63;25
Sun;19;06;2016;19:15;469,63;23;87,35;31;20;6,06;15,5;21,71;43;61;9,01;44,44;43;7;32,55;25
Sun;19;06;2016;19:30;469,16;23;85,95;31;22;7,08;15,5;21,7;44;62;8,05;42,44;42;7;32,45;25
Sun;19;06;2016;19:45;475,42;23;88,24;32;22;5,05;15,5;21,62;44;62;9,12;44,64;42;7;32,24;27
Sun;19;06;2016;20:00;471,25;24;87,02;30;20;8,09;15,5;21,8;45;62;7,96;41,69;43;7;32,2;26
Sun;19;06;2016;20:15;467,15;23;85,56;32;23;5,05;15;21,77;43;62;9,07;41,69;42;7;32;25
Sun;19;06;2016;20:30;462,68;22;87,4;30;21;7,08;15,5;21,4;44;61;8,34;40,26;41;7;31,7;25
Sun;19;06;2016;20:45;464,91;23;87,53;32;22;6,06;15;21,36;44;62;8,64;38,06;41;7;31,26;26
Sun;19;06;2016;21:00;464,61;23;88,1;32;22;7,08;15,5;20,34;44;61;8,8;37,63;40;7;31,17;27
Sun;19;06;2016;21:15;453,21;23;89,03;30;19;6,06;15;15,06;44;62;8,25;37,63;42;7;31,17;24
Sun;19;06;2016;21:30;456,12;21;87,73;32;22;7,08;15;13,8;44;61;9,05;39,07;42;7,2;31,2;24
Sun;19;06;2016;21:45;449,3;22;85,6;31;22;6,06;13;17,79;44;61;7,87;33,59;42;7,2;31,19;25
Sun;19;06;2016;22:00;446,25;21;85,57;32;21;7,08;13;18,08;44;62;9,08;33,4;39;7,2;30,85;23
Sun;19;06;2016;22:15;447,61;22;87,17;32;20;6,06;13;18,63;44;61;8,19;36,59;37;7,2;30,76;24
Sun;19;06;2016;22:30;453,34;20;84,55;31;23;7,08;13;19,22;44;61;8,8;35,8;42;7,2;30,7;26
Sun;19;06;2016;22:45;447,13;21;86,59;32;20;6,06;13;16,68;44;62;8,41;33,92;39;7;30,48;27
Sun;19;06;2016;23:00;442,73;20;86,8;30;21;7,08;13;17,23;43;61;8,58;31,61;38;7;30,44;28
Sun;19;06;2016;23:15;455,18;20;86,69;32;22;6,06;13,5;19,02;42;62;8,84;36,55;42;7;30,53;27
Sun;19;06;2016;23:30;438,92;19;85,22;31;20;6,06;13;17,4;39;61;8,11;36,76;38;7;29,38;28
Sun;19;06;2016;23:45;444,85;21;88,2;31;22;7,08;13;16,86;42;61;9,18;33,21;38;7;27,33;28
Mon;20;06;2016;00:00;452,9;21;85,3;32;22;6,06;16;18,49;43;61;10,04;32,58;42;7;30,43;26
Mon;20;06;2016;00:15;445,38;20;84,75;31;19;7,08;15,5;18,46;44;62;9,63;35,06;38;7;27,92;26
Mon;20;06;2016;00:30;447,54;20;86,58;32;22;6,06;16;16,72;44;61;9,63;33,88;39;7;27,65;26
Mon;20;06;2016;00:45;446,56;19;88;31;22;7,08;15;17,08;42;61;8,79;32,59;41;7;30,04;25
Mon;20;06;2016;01:00;447,19;18;87,91;32;22;6,06;15,5;18,54;44;61;9,71;34,4;37;7;27,07;27
Mon;20;06;2016;01:15;442,33;19;83,44;32;22;7,08;15,5;18,04;43;61;8,75;34,37;39;7;27,16;25
Mon;20;06;2016;01:30;437,61;19;83,65;31;20;5,05;15;16,63;42;61;9,24;31,96;41;7;30,08;25
Mon;20;06;2016;01:45;437,25;19;87,49;32;21;8,09;15;16,92;42;61;9,16;34,57;37;7;27,03;20
Mon;20;06;2016;02:00;440,22;19;88,46;31;21;5,05;15,5;18,24;43;61;8,71;35,71;39;7;26,56;21
Mon;20;06;2016;02:15;440,97;21;86,72;32;22;7,08;14,5;18,18;42;61;9,67;32,3;40;7;26,53;21
Mon;20;06;2016;02:30;423;20;84,55;32;20;6,06;13;14,67;44;61;8,8;32,3;37;7;21,62;21
Mon;20;06;2016;02:45;417,54;18;83,3;30;21;7,08;13,5;15,33;43;61;9,04;34,18;38;7;15,12;22
Mon;20;06;2016;03:00;423,82;18;86,33;32;22;5,05;12,5;18,85;43;61;9,23;31,53;40;7;15,32;22
Mon;20;06;2016;03:15;421,89;19;87,48;32;20;8,09;13;18,07;43;61;8,61;30,31;38;7;15,32;21
Mon;20;06;2016;03:30;418,14;18;84,53;31;21;6,06;13;22,41;42;61;9,58;30,31;38;6;15,24;20
Mon;20;06;2016;03:45;419,3;20;83,61;32;21;6,06;13,5;18,78;43;61;8,68;28,56;40;7;15,11;21
Mon;20;06;2016;04:00;425,4;20;84,72;32;20;7,08;13,25;18,54;43;61;9,01;36,56;37;7;15,24;21
