Vodafone - Realtime Data;;;;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;;;;
At: January 30, 2018 17:02 (Europe/Lisbon);;;;;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ OMCs (KWh);EA+ GERAL 1 RAN (KWh);EA+ BVTP0 (KWh);EA+ GERAL 2 RAN (KWh);EA+ GERAL CMB (KWh);EA+ GERAL PDG (KWh);EA+ Q.INV 1 FAR (KWh);EA+ Q.INV 1 SNT (KWh);EA+ QGD 2 ALF1P-1 (KWh);EA+ Q.INV1 MAT (KWh);EA+ Q.INV1 FNC (KWh);EA+ GERAL AVR (KWh);EA+ QGD 1 ALF1P-1 (KWh);EA+ QGD 1 PTM (KWh);EA+ Q.INV 2 SNT (KWh);EA+ GERAL FMC (KWh)
Sun;28;05;2017;12:15;434,63;16;86,97;27;22;7;5;18,51;38;63;7,96;39,81;40;7;27,38;29
Sun;28;05;2017;12:30;453,35;15;86,51;28;24;6;16;18,1;38;65;8,15;42,07;40;8;27,52;31
Sun;28;05;2017;12:45;452,33;16;85,72;25;25;8;14;20,94;38;63;8,36;44,85;40;8;27,47;28
Sun;28;05;2017;13:00;448,95;15;86,05;27;24;6;15;18,58;39;64;7,81;44,96;37;8;27,56;29
Sun;28;05;2017;13:15;450,22;15;85,88;26;25;7;15,5;18,22;38;63;8,71;45,2;38;8;27,71;29
Sun;28;05;2017;13:30;450,73;12;86,51;29;24;7;15;21,77;39;63;7,49;43,17;40;7;27,8;28
Sun;28;05;2017;13:45;449,21;13;87,66;27;24;7;14,5;18,27;37;65;8,74;40,34;41;8;27,7;30
Sun;28;05;2017;14:00;452,09;14;87,41;28;25;6;15;20,59;39;63;7,81;43,32;39;8;27,96;28
Sun;28;05;2017;14:15;456,52;13;86,69;29;24;7;15;19,56;38;65;8,38;44,95;40;8;27,94;30
Sun;28;05;2017;14:30;461,93;13;86,63;29;24;7;25;18,71;38;62;8,22;45,15;40;8;28,22;29
Sun;28;05;2017;14:45;449,22;13;86,77;29;25;7;6;22,38;39;65;7,99;45,04;40;8;28,04;27
Sun;28;05;2017;15:00;455,75;14;87,54;28;24;6;17,5;18,46;38;63;8,55;44,61;40;7;28,09;31
Sun;28;05;2017;15:15;460,59;14;87,3;27;25;7;17,5;24,32;38;65;7,66;43,65;40;8;28,16;28
Sun;28;05;2017;15:30;456,19;13;86,76;30;24;7;17,5;24,54;38;63;8,69;39,83;39;8;27,86;29
Sun;28;05;2017;15:45;459,24;15;86,27;27;24;7;17,5;23,16;38;65;7,68;43,71;40;8;27,92;29
Sun;28;05;2017;16:00;442,16;13;87,36;28;25;6;4;20,67;38;62;8,59;44,42;40;8;28,14;29
Sun;28;05;2017;16:15;453;13;86,3;28;24;8;17,5;20,1;38;63;7,91;44,25;39;8;27,94;28
Sun;28;05;2017;16:30;456,36;13;84,91;28;24;6;17,5;23,34;38;64;8,35;44,28;41;7;27,98;29
Sun;28;05;2017;16:45;454;13;84,33;28;25;7;16,4;22,53;38;63;8,24;44,65;39;8;27,85;29
Sun;28;05;2017;17:00;445,97;12;85,31;27;24;6;16,4;22,21;38;63;7,98;44,1;36;8;27,97;28
Sun;28;05;2017;17:15;452,3;13;85,77;25;24;8;16,4;20,66;38;63;8,64;45,02;40;8;27,81;29
Sun;28;05;2017;17:30;443,11;13;84,89;24;25;6;16,4;19,67;37;63;7,61;43,82;39;8;27,72;28
Sun;28;05;2017;17:45;447,91;14;85,02;25;24;8;16,4;22,9;38;63;8,73;41,98;38;7;27,87;28
Sun;28;05;2017;18:00;443,46;14;85,38;25;24;6;12,5;21,9;38;63;7,81;42,08;40;8;27,79;28
Sun;28;05;2017;18:15;460,32;14;86,11;25;25;7;29;18,81;38;62;9,03;43,79;39;8;27,57;28
Sun;28;05;2017;18:30;443,41;12;84,87;25;24;6;13,44;21,9;37;62;8,92;44,62;39;8;27,67;29
Sun;28;05;2017;18:45;444,52;12;84,85;27;24;8;13,44;21,79;38;64;8,18;42,96;37;8;27,31;28
Sun;28;05;2017;19:00;428,29;13;85,46;26;24;6;13,44;17,84;38;62;8,2;34,97;36;8;27,39;28
Sun;28;05;2017;19:15;431,79;12;84,3;27;25;7;13,44;21,88;37;62;7,44;32,48;39;8;27,26;28
Sun;28;05;2017;19:30;434,8;14;85,74;25;24;7;13,44;20,79;38;64;7,45;33,01;39;7;27,38;29
Sun;28;05;2017;19:45;421,45;14;85,37;25;24;7;13,44;18,88;37;56;7,78;34,76;38;8;27,22;25
Sun;28;05;2017;20:00;414,94;14;84,13;25;24;6;13,44;17,53;37;48;8,86;36,86;39;8;27,12;26
Sun;28;05;2017;20:15;422,43;14;84,91;24;25;7;13,44;20,1;38;49;8,15;39,61;38;8;27,21;26
Sun;28;05;2017;20:30;428,26;13;84,85;25;24;7;19,5;16,89;37;50;8,78;41,36;40;8;26,88;26
Sun;28;05;2017;20:45;427,41;12;84,6;27;24;6;19,5;20,45;39;50;7,57;40,17;38;8;27,1;24
Sun;28;05;2017;21:00;414,74;12;85,73;26;24;8;5;16,67;37;54;7,58;40,78;39;8;26,98;24
Sun;28;05;2017;21:15;426,26;12;85,48;26;25;6;16;20,65;38;51;7,55;40,56;40;8;27,02;23
Sun;28;05;2017;21:30;436,66;13;85,8;25;24;7;25,5;19,62;37;54;8,76;39,88;39;8;27,09;23
Sun;28;05;2017;21:45;418,18;14;85,03;25;24;7;13,5;17,66;37;52;8,23;36,78;39;8;26,98;24
Sun;28;05;2017;22:00;423,22;13;85,71;24;24;7;13,5;17,9;38;54;8,86;39,14;40;8;27,12;23
Sun;28;05;2017;22:15;424,71;13;85,05;25;25;6;13,5;20,38;38;51;7,81;41,04;41;8;26,92;23
Sun;28;05;2017;22:30;428,97;14;84,97;24;24;7;15;18,85;38;54;7,55;39,56;43;8;27,04;24
Sun;28;05;2017;22:45;426,5;14;85,87;25;24;7;22;19,81;38;52;7,56;36,79;42;8;20,47;24
Sun;28;05;2017;23:00;406,01;12;84,76;26;25;6;5;24,11;37;53;8,5;36,58;42;8;15,07;23
Sun;28;05;2017;23:15;422,89;12;84,52;28;24;7;14;26,09;38;53;8,53;40,63;39;8;15,13;25
Sun;28;05;2017;23:30;416,37;12;84,66;26;24;7;14,5;23,91;37;52;8,59;40,6;39;8;15,11;24
Sun;28;05;2017;23:45;418,41;12;85,89;25;24;7;14;24,92;38;53;8,27;39,31;41;8;15,03;23
Mon;29;05;2017;00:00;420,54;12;85,6;26;25;6;13,5;24,63;38;52;7,58;36,11;44;8;15,12;27
Mon;29;05;2017;00:15;424,22;14;85,84;24;24;7;15,5;25,48;39;54;7,57;36,79;42;8;15,04;26
Mon;29;05;2017;00:30;429,64;12;84,57;24;24;7;26,5;26,21;37;51;8,16;41,15;42;8;15,06;23
Mon;29;05;2017;00:45;415,56;13;84,47;24;24;6;13,17;24,07;37;54;8,64;41,14;40;8;15,09;23
Mon;29;05;2017;01:00;416,41;14;84,69;23;25;8;13,17;24,15;38;51;9,89;39,53;39;8;14,99;24
Mon;29;05;2017;01:15;415,16;12;84,81;24;24;6;13,17;24,9;37;54;9,56;40,72;40;7;15,01;23
Mon;29;05;2017;01:30;420,63;11;84,84;25;24;8;19,75;23,83;37,5;52;9,34;35,87;43,5;8;15;23
Mon;29;05;2017;01:45;422,79;12;84,04;26;24;6;19,75;24,09;37,5;53;9,75;36,14;43,5;8;15,02;24
Mon;29;05;2017;02:00;412,5;11;84,54;24;25;6;11,33;23,75;38;52;7,96;40,89;42;8;15,03;23
Mon;29;05;2017;02:15;415,68;11;83,64;26;24;8;11,33;23,47;37;53;9,43;39,91;42;8;14,9;24
Mon;29;05;2017;02:30;410,24;13;83,67;23;24;6;11,33;24,04;39;52;8,79;40,42;39;8;14,99;23
Mon;29;05;2017;02:45;415,82;13;84,49;24;25;8;17,25;23,75;37;52;8,76;36,66;39;8;14,9;24
Mon;29;05;2017;03:00;411,45;12;82,24;23;24;6;17,25;23,78;37;52;9,51;37,69;41;8;14,98;23
Mon;29;05;2017;03:15;411,43;13;82,66;24;24;8;7,5;23,42;39;49;9,15;40,81;44;8;14,89;24
Mon;29;05;2017;03:30;415,13;13;84,31;23;24;6;14;24,33;37;52;8,25;40,24;43;8;15;23
Mon;29;05;2017;03:45;405,18;11;82,05;24;24;8;15,56;23,44;38;48;8,92;35,33;41;8;14,89;23
Mon;29;05;2017;04:00;412,64;12;83,43;24;25;6;15,56;23,74;38;52;9,13;38,81;39;8;14,98;23
Mon;29;05;2017;04:15;406,08;11;82,41;24;24;7;15,56;23,82;37;48;8,99;39,41;39;8;14,9;23
Mon;29;05;2017;04:30;413,39;11;83,08;25;24;7;15,56;23,92;37;51;8,26;39,69;41;8;14,89;24
Mon;29;05;2017;04:45;415,02;12;84,82;24;24;7;15,56;23,46;38;50;9,43;36,72;44;8;15,04;23
Mon;29;05;2017;05:00;408,22;11;83,81;24;24;7;15,56;23,78;37;50;9,12;35,09;42;8;14,87;23
Mon;29;05;2017;05:15;402,79;11;81,94;23;24;6;15,56;23,93;37;51;8,22;35,2;40;8;14,93;23
Mon;29;05;2017;05:30;407,55;12;78,74;24;25;8;15,56;23,79;37;49;9,25;39,28;40;8;14,94;23
Mon;29;05;2017;05:45;402,9;13;76,49;23;24;6;15,56;23,36;38;52;9,19;39,43;38;7;14,87;23
Mon;29;05;2017;06:00;395,69;12;78,42;24;24;7;13;24,14;37;48;7,91;35,19;39;8;15,02;23
Mon;29;05;2017;06:15;408,14;12;79,1;23;24;7;22,5;17,94;38;52;9,57;38,15;39;8;14,87;23
Mon;29;05;2017;06:30;382,19;12;77,83;24;24;6;5;21,31;37;48;8,93;34,12;38;8;14,99;23
Mon;29;05;2017;06:45;392,65;11;78,26;23;24;7;14,5;19,79;37;52;8,2;34,98;37;8;14,92;23
Mon;29;05;2017;07:00;417,74;12;82;24;25;7;25;24,32;38;50;9,01;38,38;38;7;15,04;23
Mon;29;05;2017;07:15;394,34;11;82,02;24;24;7;7;23,72;38;51;9,3;33,41;37;8;14,89;24
Mon;29;05;2017;07:30;407,75;10;78,94;24;24;7;16;23,96;38;52;7,85;39,96;40;8;15,05;23
Mon;29;05;2017;07:45;439,56;11;82,47;24;24;7;25,5;24,12;37;68;9,34;38,1;42;8;15,04;24
Mon;29;05;2017;08:00;418,12;11;82,79;25;25;6;7,5;23,7;38;68;8,95;38,12;39;7;15,06;23
Mon;29;05;2017;08:15;430,35;11;82,58;25;24;7;17;24,93;37;69;8,29;39,41;38;8;15,15;24
Mon;29;05;2017;08:30;428,04;12;85,06;25;24;7;15;23,29;37;68;9,4;36,1;38;8;15,18;25
Mon;29;05;2017;08:45;433,88;13;84,42;24;25;7;14;23,79;38;68;9,42;39,15;39;7;15,12;27
Mon;29;05;2017;09:00;437,7;12;85,14;24;25;6;15;26,41;38;68;8,63;43,29;38;8;15,23;25
Mon;29;05;2017;09:15;441,6;14;85,9;25;25;8;15;28,09;38;69;9,73;35,76;38;8;16,11;26
Mon;29;05;2017;09:30;450,7;13;87,37;24;26;6;15;28,39;38;70;9,19;44,51;39;8;16,25;26
Mon;29;05;2017;09:45;448,64;13;88,59;25;25;7;15,5;28,34;38;70;8,77;36,21;43;9;16,24;25
Mon;29;05;2017;10:00;446,03;12;85,43;26;25;7;15;28,14;38;68;9,84;42,43;40;8;16,2;25
Mon;29;05;2017;10:15;465,47;13;85,5;30;26;7;17,5;27,87;37;69;9,16;42,95;37;8;27,49;28
Mon;29;05;2017;10:30;462,22;11;85,22;32;25;8;18;29,36;39;71;9,33;41,96;37;8;22,35;25
Mon;29;05;2017;10:45;446,12;11;85,18;30;25;7;17;30,13;37;66;9,23;38,77;38;8;17,82;26
Mon;29;05;2017;11:00;472,96;11;85,77;30;26;8;27,5;30,38;39;70;9,09;37,47;42;9;20,74;27
Mon;29;05;2017;11:15;451,91;10;85,47;29;25;7;13,83;30,63;38;65;9,79;41,12;43;8;21,07;25
Mon;29;05;2017;11:30;455,86;11;86,26;30;25;7;13,83;30,42;38;70;9,3;42,4;40;8;18,65;26
Mon;29;05;2017;11:45;449,16;10;85,77;30;26;9;13,83;30;38;65;8,8;39,99;38;8;20,77;26
Mon;29;05;2017;12:00;464,82;11;86,26;31;25;8;18;29,92;39;66;10,48;41,66;42;8;21,5;27
Mon;29;05;2017;12:15;454,92;10;84,76;29;25;8;18;30,47;39;62;10,09;43,83;43;9;17,76;25
Mon;29;05;2017;12:30;452,45;11;86,36;29;25;8;6,5;30,06;38;65;9,34;45,64;44;8;20,56;26
Mon;29;05;2017;12:45;458,79;11;89,34;29;26;7;14,5;29,94;38;63;9,95;46,54;41;8;19,53;26
Mon;29;05;2017;13:00;463,83;11;90,95;29;25;7;14,5;30,06;38;65;9,79;45,73;39;9;18,81;31
Mon;29;05;2017;13:15;468,71;11;89,69;32;25;7;16,88;30,89;39;63;9,2;45,85;40;8;20,21;31
Mon;29;05;2017;13:30;473,46;12;87,78;31;25;8;16,88;30,44;37;65;9,48;45,52;43;8;23,37;31
Mon;29;05;2017;13:45;477,88;13;90,01;30;26;7;16,88;30,46;39;62;9,71;45,84;43;9;23,98;32
Mon;29;05;2017;14:00;473,75;12;90,15;31;25;8;16,88;31,02;38;65;8,99;45,91;40;8;24,81;29
Mon;29;05;2017;14:15;466,29;12;90,25;31;26;7;21;31,1;37;57;9,65;45,68;38;8;21,61;31
Mon;29;05;2017;14:30;482,9;13;88,55;32;26;8;21;30,73;38;66;9,66;45,97;42;8;23,99;30
Mon;29;05;2017;14:45;480,24;11;94,57;32;27;7;13;30,79;37;64;9,73;45,97;43;8;26,18;31
Mon;29;05;2017;15:00;480,61;11;99,57;33;26;8;13;31,25;37;64;8,86;45,14;43;8;23,78;29
Mon;29;05;2017;15:15;484,15;13;99,72;32;26;7;13;30,98;38;64;10,24;45,63;41;9;24,58;30
Mon;29;05;2017;15:30;474,69;13;96,77;31;27;8;14,5;30,84;38;63;9,81;44,96;39;8;22,8;28
Mon;29;05;2017;15:45;475,88;14;95,47;31;26;8;14,5;31,12;38;65;9;46,01;41;8;20,78;28
Mon;29;05;2017;16:00;487,14;14;91,9;30;27;7;24;31,63;38;63;9,82;45,06;43;8;25,73;29
Mon;29;05;2017;16:15;469,26;13;92,03;31;26;8;6;31,1;37;65;9,84;45,67;42;8;24,62;30
Mon;29;05;2017;16:30;477,43;14;94,52;31;25;7;17,14;31,23;38;63;8,51;45,76;39;9;23,26;31
Mon;29;05;2017;16:45;479,93;14;93,56;31;26;8;17,14;30,51;38;65;10,19;45,53;40;8;24;29
Mon;29;05;2017;17:00;482,53;14;93,81;32;26;7;17,14;30,51;39;63;9,79;45,31;43;8;25,97;28
Mon;29;05;2017;17:15;482,39;13;91,48;32;26;9;17,14;30,34;40;65;9;46,06;43;8;24,37;28
Mon;29;05;2017;17:30;468,22;13;90,36;29;25;6;17,14;30,17;38;63;9,19;45,63;40;8;23,73;30
Mon;29;05;2017;17:45;481,91;14;94,16;31;26;8;17,14;30,16;40;65;9,24;46,56;38;8;24,65;30
Mon;29;05;2017;18:00;481,67;14;93,5;32;25;8;17,14;28,91;37;63;9,54;45,04;40;9;28,53;31
Mon;29;05;2017;18:15;471,27;13;93,26;29;26;7;12;28,67;38;65;8,51;44,31;43;8;28,52;27
Mon;29;05;2017;18:30;472,71;10;89,95;31;26;8;25;25,82;39;63;9,83;44,49;40;7;25,63;28
Mon;29;05;2017;18:45;447,89;10;89,41;32;26;7;4;21,87;38;64;9,22;43,73;38;8;27,67;29
Mon;29;05;2017;19:00;460,83;11;89,84;32;24;7;14;21,77;38,5;63;8,51;44,75;40,5;8;27,96;30
Mon;29;05;2017;19:15;470,97;11;91,66;30;25;7;22,5;23,18;38,5;62;9,29;44,23;40,5;8;28,11;30
Mon;29;05;2017;19:30;457,93;10;91,38;31;24;7;13,17;22,39;38;65;9,31;43,89;40;8;27,8;27
Mon;29;05;2017;19:45;453;11;89,1;33;24;7;13,17;21,31;37;62;8,77;43,85;38;9;27,81;28
Mon;29;05;2017;20:00;459,29;10;88,87;31;25;7;13,17;21,17;39;64;9,04;43,21;41;9;27,83;30
Mon;29;05;2017;20:15;451,12;10;90,03;31;24;7;15,5;19,7;38;62;9,28;38,74;41;8;27,87;29
Mon;29;05;2017;20:30;467,6;11;90,47;32;24;7;16;21,29;37;64;9,01;45,89;40;10;27,94;32
Mon;29;05;2017;20:45;448,96;11;89,03;31;25;7;16,5;18,16;39;63;8,9;35,62;41;8;27,75;28
Mon;29;05;2017;21:00;448,76;9;88,23;31;24;7;16;21,1;38;62;9,5;38,17;41;9;27,76;27
Mon;29;05;2017;21:15;451,25;10;88,81;31;24;7;16;23,12;38;60;8,89;39,67;40;9;27,76;28
Mon;29;05;2017;21:30;439,97;10;90,94;31;25;7;22;17,86;38;47;9,07;38,61;41;8;27,48;27
Mon;29;05;2017;21:45;423,25;10;88,38;29;24;7;13,9;19,13;37;48;9,43;33,72;40;9;27,68;27
Mon;29;05;2017;22:00;437,65;10;87,52;31;24;7;13,9;20,41;38;50;9,24;43,11;41;9;27,47;26
Mon;29;05;2017;22:15;426,68;10;83,24;29;25;6;13,9;17,74;38;50;8,63;44,6;40;9;27,58;24
Mon;29;05;2017;22:30;420,31;10;86,24;28;24;7;13,9;18,58;37;50;9,56;35,73;41;8;26,29;25
Mon;29;05;2017;22:45;411,82;10;86,04;28;24;8;13,9;23,67;37;46;8,57;36,45;41;8;15,19;26
Mon;29;05;2017;23:00;410,82;9;86,09;29;24;6;6,5;25,37;38;50;9,22;43,47;38;8;15,17;23
Mon;29;05;2017;23:15;410,28;10;86,05;27;25;8;16,5;24,93;38;46;9,47;35,21;37;8;15,13;24
Mon;29;05;2017;23:30;413,84;10;85,89;27;24;6;16,5;24,14;38;51;8,38;35,76;39;8;15,16;25
Mon;29;05;2017;23:45;413,3;10;84,97;24;24;8;16;25,71;38;47;8,98;40,58;39;9;15,06;23
Tue;30;05;2017;00:00;414,62;12;84,21;24;25;7;16;24,08;37;50;9,19;40,06;40;8;15,07;23
Tue;30;05;2017;00:15;404,78;11;84,43;23;24;6;16;25,14;37;47;8,28;39,95;39;7;14,98;22
Tue;30;05;2017;00:30;411,98;11;84,47;23;24;7;15;21,85;38;50;9,27;40,3;39;8;15,09;26
Tue;30;05;2017;00:45;403,34;11;84,16;24;24;7;13,5;24,32;38;47;9,09;36,29;39;8;14,98;23
Tue;30;05;2017;01:00;401,24;11;83,4;23;25;7;14;20,13;38;50;8,71;35,93;40;8;15,07;22
Tue;30;05;2017;01:15;411,97;12;83,55;23;24;7;22,5;23,77;38;47;8,41;38,76;39;8;14,97;22
Tue;30;05;2017;01:30;393,45;11;83,93;23;24;7;5;18,89;37;50;9,1;39,48;39;8;15,04;23
Tue;30;05;2017;01:45;405,93;11;83,7;24;24;7;14;23,83;36;47;8,78;40,65;41;8;14,98;22
Tue;30;05;2017;02:00;400,69;11;82,7;23;25;7;14;20,14;38;50;8,54;35,42;38;8;14,89;25
Tue;30;05;2017;02:15;406,16;10;80,42;23;24;7;25;23,77;37;47;9,36;34,58;40;8;15,03;22
Tue;30;05;2017;02:30;390,27;11;80,05;23;24;7;7;19,04;38;50;8,2;38,09;40;8;14,9;22
Tue;30;05;2017;02:45;394,86;11;75,44;23;24;8;18,38;22,89;38;47;9,24;32,99;40;8;14,93;22
Tue;30;05;2017;03:00;397,62;11;78,44;23;25;6;18,38;19,24;37;50;8,91;35,74;39;8;14,92;23
Tue;30;05;2017;03:15;394,67;11;76,18;23;24;8;18,38;23,66;38;46;9;33,55;39;8;14,9;22
Tue;30;05;2017;03:30;390,25;11;76,98;22;24;6;18,38;20,22;37;50;8,24;32,57;39;8;14,87;22
Tue;30;05;2017;03:45;378,78;10;76,77;23;24;7;4,5;20,75;37;47;9,31;34,55;40;8;14,9;22
Tue;30;05;2017;04:00;393,28;10;76,67;23;24;8;14;19,49;37;50;9,15;38,06;39;8;14,9;22
Tue;30;05;2017;04:15;387,43;11;77,12;23;25;5;14;22,01;38;46;7,77;33,65;39;8;14,88;23
Tue;30;05;2017;04:30;393,71;10;75,93;23;24;8;21,5;18,22;37;49;9,59;34,6;38;8;14,88;22
Tue;30;05;2017;04:45;379,88;11;77,2;23;24;7;5,5;19,09;38;46;8,92;36,26;39;8;14,91;22
Tue;30;05;2017;05:00;390,06;11;76,32;23;24;7;14,5;23,16;37;49;9,16;33,06;38;8;14,85;22
Tue;30;05;2017;05:15;384,96;10;76,13;22;24;6;14,5;18,36;38;47;10,02;37,08;37;8;14,87;22
Tue;30;05;2017;05:30;403,53;11;77,97;23;24;8;26;23,91;37;48;8,24;34,54;38;7;14,87;22
Tue;30;05;2017;05:45;380,64;11;78,02;23;24;6;13,17;17,97;37;48;7,64;32,96;37;8;14,88;22
Tue;30;05;2017;06:00;392,43;10;76,3;23;25;7;13,17;21,33;38;47;8,22;38,46;37;8;14,95;25
Tue;30;05;2017;06:15;381,02;11;77,36;24;20;8;13,17;18,14;37;48;7,73;33,75;38;7;14,87;23
Tue;30;05;2017;06:30;380,5;10;78,78;23;19;5;15,5;21,59;37;46;7,86;34,92;37;8;14,85;22
Tue;30;05;2017;06:45;385,42;11;78,23;23;19;8;14;18,78;38;50;8,09;34,46;39;7;14,87;22
Tue;30;05;2017;07:00;376,87;10;77,75;23;20;6;14;18,6;37;46;8;33,62;38;8;14,9;22
Tue;30;05;2017;07:15;413,08;11;80,92;24;19;8;22;20,6;37;66;7,93;35,68;36;7;14,96;23
Tue;30;05;2017;07:30;402,5;10;77,19;23;20;6;11,67;21;39;69;8,02;34,72;38;8;14,91;22
Tue;30;05;2017;07:45;406,55;11;79,69;24;20;7;11,67;20,61;37;68;7,69;35,91;38;6;14,99;25
Tue;30;05;2017;08:00;414,17;11;79,93;23;20;8;11,67;22,18;38;68;7,76;36,63;41;7;14,99;25
Tue;30;05;2017;08:15;415,69;10;82,26;24;21;6;19,75;23,6;38;64;8,5;34,39;38;6;15,19;25
Tue;30;05;2017;08:30;440,96;11;90,53;23;22;7;19,75;22,23;38;67;8,2;41,32;38;7;20,94;25
Tue;30;05;2017;08:45;432,82;11;91,82;24;30;6;8,5;18,66;37;63;8,23;36,05;37;7;27,56;27
Tue;30;05;2017;09:00;446,04;11;93,04;24;29;8;17,5;24,71;38;66;8,56;35,89;38;6;19,35;27
Tue;30;05;2017;09:15;454,26;12;93,4;25;25;6;17,5;31,9;38;62;7,97;36,62;42;7;18,86;31
Tue;30;05;2017;09:30;470,01;11;97,06;24;26;8;16;32,15;38;61;8,4;46,27;43;7;21,13;31
Tue;30;05;2017;09:45;468,53;12;95,9;25;25;7;16;32,49;39;63;8,48;47,31;41;8;17,35;31
Tue;30;05;2017;10:00;462,44;14;93,35;26;25;7;14;31,95;38;62;8,47;47,86;37;7;20,81;30
Tue;30;05;2017;10:15;467,5;14;93,25;26;25;8;23,5;31,93;38;59;8,23;47,04;41;7;15,55;30
Tue;30;05;2017;10:30;463,45;16;92,93;26;25;7;6,5;32,39;39;66;9,35;48,64;42;7;15,64;30
Tue;30;05;2017;10:45;472,84;18;94,28;26;25;8;14;32,51;38;63;8,25;47,29;44;8;16,51;30
Tue;30;05;2017;11:00;463,25;15;93,66;26;25;6;14;32,54;38;60;8,27;47,57;42;8;17,22;30
Tue;30;05;2017;11:15;481,04;18;91,52;27;25;9;24,5;32,83;39;63;8,61;47,16;37;7;22,42;29
Tue;30;05;2017;11:30;470,37;17;90,88;27;25;7;13,83;33,19;39;66;8,14;46,12;40;8;20,21;29
Tue;30;05;2017;11:45;474,09;17;92,03;28;25;7;13,83;33,17;39;63;8,63;46,99;43;8;20,44;29
Tue;30;05;2017;12:00;475,25;18;91,35;27;25;8;13,83;32,96;39;64;7,88;47,35;43;7;21,88;29
Tue;30;05;2017;12:15;477,41;16;94,06;28;25;7;17;33,08;39;59;8,66;47,75;42;8;23,86;29
Tue;30;05;2017;12:30;485,61;16;94,57;28;25;8;26;33,23;39;64;8,16;48,57;39;7;20,08;29
Tue;30;05;2017;12:45;471,98;19;94,57;26;25;7;5,5;33,49;39;65;8,34;47,4;41;8;23,67;29
Tue;30;05;2017;13:00;476,5;17;93,34;26;25;7;14,5;32,74;39;64;8,16;47,37;43;8;22,4;29
Tue;30;05;2017;13:15;474,5;18;93,86;26;25;8;14;32,38;39;65;8,32;47,09;43;7;18,84;29
Tue;30;05;2017;13:30;482,58;19;93,75;26;25;6;22,5;33,38;38;64;8,33;47,01;39;8;22,62;30
Tue;30;05;2017;13:45;474,32;16;93,69;27;24;8;12,17;33,95;39;65;8,42;47,37;39;8;23,74;29
Tue;30;05;2017;14:00;477,06;18;94,55;27;26;7;12,17;33,58;39;57;8,58;46,6;44;9;25,59;29
Tue;30;05;2017;14:15;479,15;16;92,4;27;25;6;12,17;33,31;39;65;8,35;47,3;44;8;26,64;29
Tue;30;05;2017;14:30;488,53;17;91,47;30;26;8;21,25;33,31;39;64;8,11;46,37;43;8;24,02;29
Tue;30;05;2017;14:45;487,5;18;92,73;27;26;6;21,25;33,58;39;64;8,6;47,36;43;8;23,99;29
Tue;30;05;2017;15:00;477,98;18;92,74;27;27;8;8,5;33,71;39;65;8,17;48;39;8;24,85;31
Tue;30;05;2017;15:15;481,21;17;93,93;28;26;7;17;33,2;39;63;8,36;47,62;41;8;25,11;27
Tue;30;05;2017;15:30;493,7;16;95,6;28;27;8;17,5;33,27;39;66;8,16;48,65;43;9;24,52;30
Tue;30;05;2017;15:45;488,13;17;91,22;28;30;7;16,5;33,25;38;63;8,3;48,61;44;8;25,25;30
Tue;30;05;2017;16:00;489,58;18;92,43;27;27;8;15,5;33,52;40;64;8,43;48,33;43;8;26,36;30
Tue;30;05;2017;16:15;481,58;18;92,43;26;27;8;15,5;32,97;39;64;8,67;47,19;43;8;23,82;28
Tue;30;05;2017;16:30;475,09;14;91,66;28;27;6;15,5;32,61;38;63;8,42;47,38;40;8;24,53;31
Tue;30;05;2017;16:45;486,38;16;92,6;29;28;9;15,5;32,55;40;65;8,55;47,56;39;8;26,62;29
Tue;30;05;2017;17:00;485,01;17;91,68;27;26;7;19,5;33,09;39;63;8,3;47,93;43;8;23,5;31
Tue;30;05;2017;17:15;481,97;17;90,52;26;27;8;19,5;32,76;37;63;8,42;48,68;45;8;23,09;28
Tue;30;05;2017;17:30;475,19;15;91,45;29;26;8;14;32,71;38;60;8,48;48,03;41;8;23,52;32
Tue;30;05;2017;17:45;472,62;15;88,21;28;28;6;14;32,73;38;61;7,78;54,12;39;9;23,78;28
Tue;30;05;2017;18:00;484,16;16;91,74;28;28;9;14;26,54;37;64;8,31;54,68;42;8;25,9;31
Tue;30;05;2017;18:15;471,31;17;91;27;25;6;16,5;23,57;39;65;8,12;46,81;42;8;28,31;28
Tue;30;05;2017;18:30;470,82;16;90,55;27;26;8;17,5;22,7;37;63;7,43;45,63;41;10;28,01;31
Tue;30;05;2017;18:45;466,57;16;89,25;29;26;7;15;22,69;38;63;7,89;45,63;42;9;28,1;28
Tue;30;05;2017;19:00;458,71;17;87,62;25;26;6;14;22,49;37;62;7,84;45,86;42;9;27,9;29
Tue;30;05;2017;19:15;468,66;17;88,2;26;25;8;23;22,95;38;59;7,32;45,37;42;9;27,82;30
Tue;30;05;2017;19:30;450,49;14;87,63;28;25;6;11,83;22,33;37;64;8,54;38,57;41;9;27,59;30
Tue;30;05;2017;19:45;460,28;16;89,5;27;26;8;11,83;22,27;37;63;8,19;46,88;40;9;27,6;28
