Vodafone - Realtime Data;;;;;;;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;;;;;;;
At: January 31, 2018 11:09 (Europe/Lisbon);;;;;;;;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC OMCs Report (KWh);EA+ AVAC IT PDG (KWh);EA+ AVAC IT SNT (KWh);EA+ AVAC CMB (KWh);EA+ AVAC IT ALF1P-1 (KWh);EA+ AVAC FNC (KWh);EA+ AVAC IT FAR (KWh);EA+ AVAC IT BVTP0 (KWh);EA+ AVAC FMC (KWh);EA+ AVAC IT PTM (KWh);EA+ AVAC IT RAN (KWh);EA+ AVAC IT MAT (KWh);EA+ AVAC IT AVR (KWh)
Wed;10;05;2017;17:30;139,62;3,13;19,04;10,18;33,42;3,15;4,28;23,81;4,86;2,67;9,9;17,84;7,35
Wed;10;05;2017;17:45;139,04;1,64;19,82;7,58;31,82;3,15;4,28;24,22;6,68;3,14;9,4;17,4;9,92
Wed;10;05;2017;18:00;125,02;3,14;4,44;7,73;30,47;3,15;4,28;24,3;5,21;3,14;8,7;19,41;11,05
Wed;10;05;2017;18:15;125,2;1,69;13,35;9,14;29,53;3,15;3,92;24,5;4,75;3,14;6,6;16,57;8,85
Wed;10;05;2017;18:30;126,79;3,14;12,97;7,2;33,93;3,08;5,38;22,6;4,44;2,36;6,5;18,09;7,1
Wed;10;05;2017;18:45;126,64;1,54;8,25;7,32;31,99;4,45;5,38;24,89;6,08;3,14;5,8;17,02;10,78
Wed;10;05;2017;19:00;120,69;3,13;9,7;7,26;30,74;3,78;3,64;23,23;6,06;3,14;5,3;17,12;7,61
Wed;10;05;2017;19:15;124,08;1,72;10,02;7,22;30,68;4,36;3,64;23,06;5,47;3,12;9,6;18,83;6,36
Wed;10;05;2017;19:30;116,46;2,72;9,97;7,19;30,39;4,45;3,64;22,63;3,65;2,57;7,2;15,38;6,67
Wed;10;05;2017;19:45;119,44;2,1;4,64;7,2;31,09;3,97;3,69;24,01;4,55;3,13;5;19,17;10,89
Wed;10;05;2017;20:00;118,2;1,96;7,89;7,2;30,91;4,41;3,99;23,28;6,17;3,12;5,5;13,33;10,44
Wed;10;05;2017;20:15;116,68;2,9;9,67;7,13;30,82;3,12;4,33;23,73;3,54;2,38;5,6;16,63;6,82
Wed;10;05;2017;20:30;107,75;1,66;6,52;7,03;29,59;3,78;4,33;22,67;3,49;3,08;5,4;14,5;5,69
Wed;10;05;2017;20:45;111,85;3,15;7,21;6,97;30,88;4,64;4,22;23,08;5,61;2,61;5,1;14,78;3,62
Wed;10;05;2017;21:00;109,76;1,78;8,22;6,92;31,07;3,87;4,37;22,06;3,47;3,11;4,4;15,51;5
Wed;10;05;2017;21:15;104,47;2,77;8,27;2,41;30,81;4,23;4,37;23,53;3,58;2,42;5;13,37;3,72
Wed;10;05;2017;21:30;104,89;1,92;7,02;2,45;29,84;3,02;4,37;23,32;6,14;3,03;4,1;16,16;3,52
Wed;10;05;2017;21:45;96,16;2,81;6,38;2,55;31,11;3,02;4,37;17,27;4,12;2,56;4,2;13,66;4,1
Wed;10;05;2017;22:00;97,66;1,88;8,86;2,53;30,71;3,03;4,37;16,51;3,01;2,99;4,5;15,16;4,11
Wed;10;05;2017;22:15;90,07;2,38;3,9;2,67;30,37;3,03;4,49;14,27;4,89;2,31;3,9;14,66;3,22
Wed;10;05;2017;22:30;97,86;2,39;7,65;2,81;30,36;3,03;4,49;17,14;2,61;3,15;4;13,92;6,32
Wed;10;05;2017;22:45;94,29;1,66;7,21;3,65;31,2;3,63;4,49;14,46;2,52;2,43;3,9;15,63;3,53
Wed;10;05;2017;23:00;89,66;3,04;4,11;3,37;29,95;4,11;4,49;14,65;2,3;3,13;4,1;12,79;3,62
Wed;10;05;2017;23:15;97,78;1,72;7,87;3,38;30,47;4,08;4,49;15,97;2,33;2,15;3,9;15,32;6,12
Wed;10;05;2017;23:30;92,08;2,93;6,42;3,37;30,02;4,64;4,49;13,96;2,61;3,12;3,7;13,41;3,42
Wed;10;05;2017;23:45;94,06;2,09;5,22;3,37;31,08;3,77;4,49;15,2;3,24;2,24;3,9;13,99;5,48
Thu;11;05;2017;00:00;91,82;1,98;7,92;3,34;31,92;4,62;1,33;15,07;2,1;1,76;3,9;14,77;3,12
Thu;11;05;2017;00:15;86,31;2,87;5,15;3,18;28,84;3,73;4,29;14,64;2,12;1,88;3,7;12,6;3,33
Thu;11;05;2017;00:30;93,48;1,65;8,24;3,26;29,68;3,13;4,24;15,97;3,33;1,9;3,7;14,85;3,53
Thu;11;05;2017;00:45;87,26;2,92;4,14;3,31;28,85;4,34;4,24;13,2;2,85;1,88;3,8;12,23;5,51
Thu;11;05;2017;01:00;92,28;2,15;8,31;3,2;29,36;4,55;4,24;14,73;2,94;2,44;3,7;13,11;3,55
Thu;11;05;2017;01:15;85,47;2,01;4,02;3,37;29,17;3,85;4,24;13,36;2,88;2,44;3,8;12,91;3,43
Thu;11;05;2017;01:30;92,74;2,77;8,8;2,94;30,21;4,64;4,24;14,3;4,78;0,66;3,6;12,28;3,53
Thu;11;05;2017;01:45;85,18;1,75;5,57;3,14;29,14;3,26;4,24;14;2,8;2,06;3,6;12,31;3,33
Thu;11;05;2017;02:00;89,1;2,61;6,56;2,92;30,27;3,39;4,24;13,7;1,97;1,88;3,6;12,31;5,65
Thu;11;05;2017;02:15;87,47;2,23;6,15;3,35;29,72;4,66;4,24;14,42;1,97;1,88;3,3;12,32;3,23
Thu;11;05;2017;02:30;83,79;2,18;5,05;2,93;28,83;4,04;4,24;13,5;1,97;1,87;3,2;12,34;3,66
Thu;11;05;2017;02:45;87,9;3,34;6,81;3,07;29,64;4,26;4,24;14,04;1,97;1,87;3,2;12,33;3,13
Thu;11;05;2017;03:00;84,7;1,98;5,41;2,88;29,88;3,09;4,07;14,09;1,97;2;3,2;12,33;3,8
Thu;11;05;2017;03:15;83,78;3,26;4,53;3,11;29,83;3,05;4,27;13,01;1,96;1,94;3;12,31;3,51
Thu;11;05;2017;03:30;86,72;2,26;6,92;2,74;31,36;3,05;4,27;13,9;1,97;1,93;2,9;12,29;3,13
Thu;11;05;2017;03:45;81,85;1,69;4,47;3,26;29,7;3,05;4,27;13,07;1,97;1,94;2,7;12,31;3,43
Thu;11;05;2017;04:00;83,49;2,26;5,42;3,07;29,58;3,04;4,27;13,67;1,97;1,93;2,6;12,31;3,38
Thu;11;05;2017;04:15;86,19;3,32;5,99;2,99;29,93;3,17;4,27;13,99;1,96;1,93;2,8;12,33;3,5
Thu;11;05;2017;04:30;83,23;0,77;4,48;2,92;30,12;4,47;4,27;13,32;1,96;1,93;3;12,29;3,71
Thu;11;05;2017;04:45;85,48;3,15;4,05;3,21;29,45;3,64;4,27;13,82;1,96;1,93;2,9;12,2;4,89
Thu;11;05;2017;05:00;87,53;3,18;7,35;2,81;28,87;4,63;4,27;14,04;1,96;1,93;3;12,26;3,24
Thu;11;05;2017;05:15;80,44;0,75;3,41;3,31;28,51;4,01;4,27;13,49;1,95;1,93;2,9;12,29;3,63
Thu;11;05;2017;05:30;88,3;3,11;7,02;3,08;30,19;4,41;4,27;13,72;1,97;1,94;3,2;12,27;3,13
Thu;11;05;2017;05:45;84,41;2,76;3,83;2,95;30,18;3,68;4,19;14,32;1,96;1,94;3;12,28;3,33
Thu;11;05;2017;06:00;81,87;1,1;4,36;3,02;29,63;3,11;4,07;13,62;1,95;1,93;3,2;12,28;3,58
Thu;11;05;2017;06:15;85,41;3,33;3,48;3,25;30,12;4,36;4,34;13,99;1,94;1,71;3,1;12,27;3,52
Thu;11;05;2017;06:30;89,12;2,6;7,73;3,17;29,98;4,09;5,59;12,99;1,93;1,88;3;12,28;3,88
Thu;11;05;2017;06:45;83,5;1,13;3,99;2,96;29,37;4,18;5,59;13,53;1,94;1,88;3;12,27;3,68
Thu;11;05;2017;07:00;83,95;3,32;4,24;3,25;28,61;3,23;3,56;13,97;1,94;1,87;3;13,83;3,13
Thu;11;05;2017;07:15;84,83;1,49;7,91;2,87;30,14;3,07;3,56;13,05;1,86;1,87;2,7;12,52;3,78
Thu;11;05;2017;07:30;82,74;2,53;3,56;3,37;30,2;3,05;3,56;14,07;1,87;1,87;2,9;12,33;3,43
Thu;11;05;2017;07:45;85,02;2,81;5,05;3,18;30,33;3,05;3,15;13,85;1,89;1,87;2,9;12,32;4,62
Thu;11;05;2017;08:00;87,23;1,15;6,96;3,36;30,84;3,06;4,42;13,67;1,94;1,87;3;12,29;4,7
Thu;11;05;2017;08:15;85,59;3,33;5,04;3,38;29,72;3,12;4,3;14,46;1,93;1,87;2,8;12,53;3,12
Thu;11;05;2017;08:30;90,48;1,21;7,52;3,34;30,02;4,22;5,23;13,96;1,9;1,87;2,9;14,99;3,32
Thu;11;05;2017;08:45;89,83;3,23;4,82;3,44;30,45;3,9;5,23;15,47;1,92;1,82;2,8;13,14;3,6
Thu;11;05;2017;09:00;93,13;2,38;8,72;3,48;29,92;4,5;4,22;14,91;1,94;1,77;3;11,47;6,83
Thu;11;05;2017;09:15;89,85;1,54;9,96;3,49;29,27;4,53;4,22;16,02;1,99;1,83;3,2;10,19;3,62
Thu;11;05;2017;09:30;99,18;3,31;14,71;3,49;29,13;4,06;4,22;16,1;1,97;1,85;3,7;12,23;4,42
Thu;11;05;2017;09:45;100,81;1,66;13,11;3,48;30,54;4,68;4,22;17,47;2,35;1,89;3,7;10,76;6,95
Thu;11;05;2017;10:00;109,51;2,4;12,93;3,48;31,26;3,24;4,22;16,18;3,28;1,88;3,9;15,42;11,32
Thu;11;05;2017;10:15;114,4;2,94;15,15;3,48;29,84;3,64;4,22;18,88;2,39;1,87;3,6;12,86;15,55
Thu;11;05;2017;10:30;118,93;1,05;16,5;3,48;31,66;4,77;4,22;18,25;2,97;1,87;4;15,62;14,54
Thu;11;05;2017;10:45;109,6;3,29;13,23;3,48;29,34;4,1;4,22;18,64;2,04;1,87;3,9;13,62;11,87
Thu;11;05;2017;11:00;115,53;2,81;11,76;3,47;29,77;4,48;4,22;20,96;2,76;1,87;3,8;16,72;12,91
Thu;11;05;2017;11:15;108,47;1,92;3;4,28;29,46;3,28;4,22;18,13;2,63;1,91;3,9;19,21;16,53
Thu;11;05;2017;11:30;126,93;3,31;9,18;11,94;32,94;3,18;4,22;20,55;2,76;1,95;4;17,48;15,44
Thu;11;05;2017;11:45;121,57;1,37;5,59;10,33;34,7;3,16;4,22;22,36;3,31;1,95;4,2;18,5;11,89
Thu;11;05;2017;12:00;119,81;3,11;7,64;9,97;33,3;3,17;4,22;27,39;3,46;1,94;4,4;16,23;4,99
Thu;11;05;2017;12:15;109,15;2,59;3,54;7,16;30,56;3,17;4,22;26,3;3,08;1,94;4,5;15,99;6,11
Thu;11;05;2017;12:30;119,43;1,51;16,35;7,87;31,38;4,03;4,22;23,48;2,72;1,95;4,7;16,19;5,03
Thu;11;05;2017;12:45;149,77;3,29;20,97;10,81;31,38;4,42;1,38;22,99;3,48;1,99;4,6;32,17;12,28
Thu;11;05;2017;13:00;152,44;1,76;18,89;7,98;31,75;5,77;3,32;22,49;2,87;1,89;5;34,9;15,83
Thu;11;05;2017;13:15;155,29;2,43;19,04;7,4;30,82;6,22;3,3;25,55;2,68;2,07;4,7;34,79;16,28
Thu;11;05;2017;13:30;147,34;3,08;15,64;7,61;30,71;4,99;3,35;22,83;2,73;2,69;4,2;34,22;15,29
Thu;11;05;2017;13:45;144,8;1,11;15,62;7,72;31,95;4,59;4,48;19,52;2,7;3,17;4,9;33,32;15,73
Thu;11;05;2017;14:00;133,44;2,88;15,4;7,7;30,59;3,95;4,48;21,81;3,07;3,16;4,9;20,3;15,2
Thu;11;05;2017;14:15;127,89;2,05;10,5;7,7;30,9;4,92;1,46;24,74;4,66;3,16;4,7;21;12,12
Thu;11;05;2017;14:30;139,14;2,31;16,95;7,71;31,16;4,92;4,69;21,96;3,02;3,15;4,9;27,51;10,86
Thu;11;05;2017;14:45;152,07;2,75;22,67;7,48;29,16;3,92;4,69;21,85;2,09;3,15;5,2;34,7;14,42
Thu;11;05;2017;15:00;145,49;2,02;19,39;7,38;27,4;5,4;2,46;21,69;2,56;3,14;4,7;34,28;15,07
Thu;11;05;2017;15:15;154,5;2,53;20,75;7,38;29,61;4,46;6,09;24,29;3,1;3,14;3,8;34,08;15,27
Thu;11;05;2017;15:30;144,65;2,51;13,29;7,37;30,54;3,93;5,8;21,99;2,65;3,14;4,2;33,96;15,27
Thu;11;05;2017;15:45;128,49;2,53;9,7;7,33;29,79;4,71;5,69;22,76;2,51;3,14;4,4;20,68;15,25
Thu;11;05;2017;16:00;130,13;2,18;19,79;7,33;29,65;5,21;5,67;21,72;2,77;3,13;7,2;13,7;11,79
Thu;11;05;2017;16:15;140,27;2,79;25,13;7,31;29,78;4,43;5,73;21,68;2,66;3,14;9,7;16,83;11,1
Thu;11;05;2017;16:30;140,21;2,03;20,55;7,29;31,57;3,95;5,71;22,95;3,82;3,14;7,3;16,22;15,69
Thu;11;05;2017;16:45;140,91;2,32;19,69;7,29;30,4;4,83;3,41;25,19;2,64;3,14;7,7;19,09;15,22
Thu;11;05;2017;17:00;141,45;2,42;19,43;7,23;31,62;4,81;3,41;25,3;2,93;3,13;8,5;17,11;15,56
Thu;11;05;2017;17:15;139,35;1,89;20,07;7,2;30,64;3,88;3,41;23,66;2,96;3,12;9,1;19,61;13,82
Thu;11;05;2017;17:30;133,41;3,04;20,04;7,24;30,55;4,98;3,41;21,1;2,74;3,11;7,9;18,12;11,19
Thu;11;05;2017;17:45;141,17;1,99;21,73;7,21;31,17;4,87;3,41;22,69;3,99;3,11;7,9;19,29;13,82
Thu;11;05;2017;18:00;135,08;2,39;20,51;7,22;30,13;3,93;3,31;22,51;2,09;3,11;6,7;18,21;14,98
Thu;11;05;2017;18:15;132,33;2,28;13,14;7,22;31,3;4,83;3,31;25,05;2,55;3,13;5,1;18,76;15,65
Thu;11;05;2017;18:30;134,04;2,22;20,52;7,21;30,49;4,97;3,31;19,95;2,49;3,15;4,9;19,24;15,58
Thu;11;05;2017;18:45;120,92;2,8;10,55;7,2;31,42;3,56;3,31;21,46;3,36;3,14;4,7;17,18;12,23
Thu;11;05;2017;19:00;121,63;1,78;12,03;7,08;30,98;4,86;3,31;20,72;1,95;3,14;4,7;19,36;11,73
Thu;11;05;2017;19:15;122,22;3,14;10,59;7;30,69;4,9;2,95;20,7;2,96;3,14;4,6;16,98;14,57
Thu;11;05;2017;19:30;124,04;1,87;10,62;6,89;30,97;3,42;4,72;20,75;3,81;3,14;4,4;19,01;14,45
Thu;11;05;2017;19:45;120,95;1,96;10,31;6,85;32,06;4,84;4,72;21,57;1,96;3,13;4,2;18,18;11,18
Thu;11;05;2017;20:00;113,15;2,86;10,47;6,76;30,39;4,65;4,72;20,4;1,96;3,12;4,6;16,9;6,32
Thu;11;05;2017;20:15;112,28;2;10,26;6,75;31,2;4,46;4,72;20,32;1,96;3,12;4,4;17,03;6,06
Thu;11;05;2017;20:30;107,19;2,21;10,41;6,66;30,17;3,82;4,72;20,4;2,87;3,14;4,1;14,65;4,03
Thu;11;05;2017;20:45;112,97;3;8,19;6,62;29,78;4,64;4,72;20,27;4,3;3,13;4,4;16,73;7,19
Thu;11;05;2017;21:00;110,06;1,8;9,39;6,6;31,36;4,88;4,72;22,13;1,94;3,13;4,4;15,27;4,43
Thu;11;05;2017;21:15;108,81;2,51;7,36;6,56;29,65;4,18;4,72;20,94;1,95;3,15;4,2;16,07;7,52
Thu;11;05;2017;21:30;104,44;2,44;4,69;6,48;31,64;3,82;4,72;21,31;1,95;3,14;4,1;16,43;3,73
Thu;11;05;2017;21:45;111,31;1,65;10,52;6,47;29,59;4,66;4,72;20,07;4,15;3,14;4,4;14,79;7,14
Thu;11;05;2017;22:00;99,74;3,04;5,4;6,44;30,9;4,31;4,72;15,04;1,95;2,41;4,2;16,55;4,78
Thu;11;05;2017;22:15;97,53;1,77;7,47;5,62;29,85;4,06;4,72;16,62;1,96;3,14;4;14,6;3,73
Thu;11;05;2017;22:30;96,31;2,86;7,13;1,9;30,99;4,74;3,02;14,58;1,95;2,59;3,9;16,57;6,08
Thu;11;05;2017;22:45;97,84;2,11;7,87;2,41;31,35;4,02;3,31;17,52;4,15;3,13;3,8;14,73;3,43
Thu;11;05;2017;23:00;99,33;1,86;6,85;2,47;30,75;4,43;4,41;17,73;2,4;2,5;3,9;16,52;5,51
Thu;11;05;2017;23:15;94,67;3,09;6,58;2,53;30,66;4,92;1,34;17,28;1,95;2,98;3,9;14,68;4,76
Thu;11;05;2017;23:30;99,9;1,68;7,17;2,53;30,26;4,27;3,39;18,56;1,95;3,13;4;16,68;6,27
Thu;11;05;2017;23:45;94,63;2,41;6,48;2,65;31,44;3,81;3,39;16,65;4,04;2,32;3,8;14,62;3,02
Fri;12;05;2017;00:00;99,59;2,55;7,71;3,18;30,48;4,29;4,47;16,08;2,57;3,13;3,9;16,22;5,02
Fri;12;05;2017;00:15;89,44;1,84;4,36;3,62;29,42;4,88;4,47;15,3;1,97;2,05;3,8;14,52;3,22
Fri;12;05;2017;00:30;95,92;2,37;7,1;3,39;32,11;4,37;1,29;14,13;1,97;3,14;3,8;15,6;6,65
Fri;12;05;2017;00:45;88,67;2,45;5,14;3,39;29,77;3,85;3,43;14,64;1,97;2,28;3,7;14,82;3,25
Fri;12;05;2017;01:00;94,9;1,66;8,38;3,14;31,04;4,59;3,52;13,19;1,97;3,11;3,7;14,55;6,04
Fri;12;05;2017;01:15;89,74;3,15;4,5;3,32;29,45;4,87;3,52;13,92;1,97;1,94;3,6;16,19;3,32
Fri;12;05;2017;01:30;90,05;1,96;5,97;3,21;31,97;3,57;3,56;13,03;1,97;3,09;3,6;14,58;3,54
Fri;12;05;2017;01:45;91,67;1,97;9,33;3,34;27,93;5,04;3,61;12,93;1,96;2,34;3,5;14,77;4,95
Fri;12;05;2017;02:00;89,76;2,91;4,16;3,23;31,03;4,7;3,64;12,8;1,96;2,65;3,4;15,96;3,33
Fri;12;05;2017;02:15;86,99;1,74;5,8;3,14;30,79;3,36;3,68;12,75;1,88;2,37;3,2;14,65;3,62
Fri;12;05;2017;02:30;97,03;2,64;9,6;3,39;30,32;5,01;4,97;12,68;1,97;2,69;3,1;15,49;5,2
Fri;12;05;2017;02:45;89,88;3,35;4,11;3,36;30,93;4,69;4,97;12,74;1,95;2,67;3;14,99;3,13
Fri;12;05;2017;03:00;91,3;1,26;8,3;3,05;29,91;3,85;4,97;12,81;1,93;2,14;3;15,12;4,96
Fri;12;05;2017;03:15;91,82;3,34;6,14;3,38;30,39;4,35;4,97;12,83;1,92;2,57;3,2;15,61;3,13
Fri;12;05;2017;03:30;93,13;1,95;9,13;3,34;30,84;4,78;4,97;12,81;1,91;2,2;3,3;14,67;3,23
Fri;12;05;2017;03:45;88,43;2,06;4,14;3;28,98;4,43;5,1;13,68;1,92;2,77;3,4;14,6;4,36
Fri;12;05;2017;04:00;92,9;3,34;7,71;3,39;30,17;3,81;5,68;12,65;1,9;1,92;3,3;14,58;4,45
Fri;12;05;2017;04:15;87,71;1,54;5,11;3,19;28,8;4,33;5,68;13,35;1,86;2,94;3,1;14,58;3,23
Fri;12;05;2017;04:30;89,3;3,34;5,55;2,97;31,17;4,85;3,54;12,63;1,86;2,09;3,2;14,6;3,51
Fri;12;05;2017;04:45;87,51;0,83;7,25;3,23;29,61;4,32;3,27;13,68;1,89;2,5;3,2;14,62;3,13
Fri;12;05;2017;05:00;88,79;3,31;4,54;3,32;30,43;3,81;3,28;12,77;1,9;1,92;3,2;14,6;5,71
Fri;12;05;2017;05:15;90,27;1,78;6,45;3,39;30,2;4,25;4,26;14,27;1,88;2,66;3,3;14,61;3,23
Fri;12;05;2017;05:30;89,75;2,38;7,36;2,96;29,69;4,65;4,26;13,65;1,89;1,96;3,2;14,62;3,13
Fri;12;05;2017;05:45;85,41;3,23;3,89;3,39;28,65;3,96;3,31;13,8;1,92;2,4;3,6;13,94;3,33
Fri;12;05;2017;06:00;88,34;1,09;6,7;3,36;29,04;4,3;3,31;14,7;1,89;1,92;3,6;13,06;5,36
Fri;12;05;2017;06:15;88,1;3,33;5,34;3,03;29,48;4,74;3,31;14,38;1,89;2,57;3,6;13,02;3,42
Fri;12;05;2017;06:30;85,81;1,87;5,67;3,19;31,06;3,63;3,31;13,32;1,89;1,88;3,7;13,05;3,22
Fri;12;05;2017;06:45;90,55;2,08;8,42;3,35;29,95;4,77;3,31;14,47;1,9;2,44;3,6;13,05;3,22
Fri;12;05;2017;07:00;86,53;3,32;4,31;2,95;30,22;4,76;1,23;15,13;1,89;1,94;3,7;13,08;3,99
Fri;12;05;2017;07:15;85,17;0,78;6;3,04;30,22;3,42;3,33;14,7;1,89;1,98;3,6;13,1;3,13
Fri;12;05;2017;07:30;79,98;3,27;5,55;3,39;29,99;4,96;3,4;14,26;1,87;2,67;3,7;3,51;3,43
Fri;12;05;2017;07:45;103,75;2,03;6,43;3,39;28,75;4,45;3,47;17,09;1,88;1,91;3,6;24,15;6,6
Fri;12;05;2017;08:00;88,07;2,25;5,87;3,39;29,56;3,84;3,54;13,82;1,89;2,48;3,7;14,55;3,19
Fri;12;05;2017;08:15;96,07;3,34;6,87;3,39;32,04;4,77;4,74;15,05;2,3;1,94;3,7;14,51;3,42
Fri;12;05;2017;08:30;94,4;1,06;6,23;3,39;29,19;4,86;4,74;17,47;3,26;1,94;3,7;14,46;4,11
Fri;12;05;2017;08:45;93,45;3,21;8,15;3,46;30,54;3,52;2,06;14,88;2,02;2,41;3,7;14,46;5,03
Fri;12;05;2017;09:00;111,38;1,95;16,17;3,5;30,94;4,84;6,08;18,66;1,99;2,29;3,7;14,45;6,8
Fri;12;05;2017;09:15;94,98;2,24;5,22;3,51;30,04;4,27;5,72;17,05;1,96;2,17;3,8;14,48;4,53
Fri;12;05;2017;09:30;111,24;3,31;16,94;3,51;30,59;4,47;5,66;18,51;1,97;2,2;3,8;14,44;5,84
Fri;12;05;2017;09:45;114,98;1,22;12,48;3,51;30,43;4,82;5,62;19,58;2,02;1,93;3,9;25,84;3,62
Fri;12;05;2017;10:00;126,77;3,31;12,29;3,5;31,95;3,76;5,7;18,37;3,06;2,39;4,2;34,49;3,75
Fri;12;05;2017;10:15;132,39;1,36;16,79;3,49;31,11;5,19;3,68;19,47;2,07;2,22;6,2;34,19;6,62
Fri;12;05;2017;10:30;130,43;3,3;16,69;3,49;30,68;4,6;3,68;20,61;2;2,45;4,8;34,15;3,98
Fri;12;05;2017;10:45;134,71;1,91;9,38;10,48;30,22;3,91;3,68;20,47;3,86;2,15;7;34,13;7,52
Fri;12;05;2017;11:00;135,6;2,22;12,59;10,47;31,18;4,33;3,68;20,46;2,06;1,93;5,2;34,22;7,26
Fri;12;05;2017;11:15;143,13;3,33;15,54;12,04;30,06;5;3,68;23,42;4,25;2,76;4,7;34,22;4,13
Fri;12;05;2017;11:30;145,13;0,91;15,57;11,38;32,71;4,45;3,68;27,45;2,47;1,98;5,3;30,19;9,04
Fri;12;05;2017;11:45;152,83;3,24;15,57;8,54;31,27;3,91;3,68;27,77;4,98;2,89;5,1;33,73;12,16
Fri;12;05;2017;12:00;160,21;2,56;17,51;7,69;30,22;4,55;3,68;32,42;8,08;1,93;6;29,6;15,96
Fri;12;05;2017;12:15;162,61;1,78;17,6;7,77;31,41;3,91;3,68;33,45;8,52;2,56;4,6;31,84;15,5
Fri;12;05;2017;12:30;160,9;3,32;17,66;7,76;30,35;4,34;3,68;33,29;8,61;2,18;4,8;28,93;15,97
Fri;12;05;2017;12:45;159,2;1,44;17,67;7,78;30,36;4,49;3,68;32,85;9,11;3,03;4,8;30,02;13,97
Fri;12;05;2017;13:00;153,46;3,34;18,94;7,77;30,61;3,92;3,68;33,19;8,51;1,99;4,7;25,5;11,32
Fri;12;05;2017;13:15;158,35;1,65;18,99;7,77;30,75;4,47;3,68;32,62;8,74;2,7;5,8;30,65;10,53
Fri;12;05;2017;13:30;161,74;3,32;17,49;7,66;32;4,36;3,68;31,62;8,64;2,21;5,1;31,25;14,41
Fri;12;05;2017;13:45;161,98;1,55;20,38;7,44;31,96;4,22;3,68;31,54;8;2,81;5;29,53;15,87
Fri;12;05;2017;14:00;164,82;2,95;18,72;7,45;34,2;4,47;3,68;31,81;7,7;2,1;5,7;31,29;14,76
Fri;12;05;2017;14:15;153,24;1,77;18,75;7,78;31,23;4,18;3,68;31,02;7,69;2,85;5,1;28,56;10,62
Fri;12;05;2017;14:30;164,24;2,91;18,95;10,25;32,39;4,46;5,92;30,79;7,68;2,69;5,7;31,78;10,72
Fri;12;05;2017;14:45;156,37;2,24;18,78;7,68;33,86;4,09;5,92;31;7,64;2,46;5,7;23,61;13,4
Fri;12;05;2017;15:00;165,27;2,08;19,91;7,76;33,38;4,53;5,92;31,07;5,28;2,67;5,9;31,13;15,63
Fri;12;05;2017;15:15;160,14;2,56;17,56;7,78;32,87;4,09;5,92;31,02;4,44;2,54;6,7;29;15,66
Fri;12;05;2017;15:30;170,53;2,5;19,63;7,79;33,75;4,58;5,92;30,6;4,47;3,06;12,1;31,16;14,96
Fri;12;05;2017;15:45;157,84;1,7;19,56;7,79;32,1;4,05;2,59;30,53;4,48;3,15;10,9;28,48;12,51
Fri;12;05;2017;16:00;163,01;3,13;22,04;7,78;30,16;4,67;5,43;31,31;4,49;2,03;9,7;31,17;11,11
Fri;12;05;2017;16:15;161,12;1,63;24,01;7,78;32,31;3,95;3,29;30,5;4,49;3,16;10;29,07;10,92
Fri;12;05;2017;16:30;162,8;3,13;19,18;7,67;33,92;4,76;4,31;29,22;4,49;3,16;6,7;30,6;15,65
Fri;12;05;2017;16:45;153,12;1,61;21,38;7,43;33,66;3,98;4,31;24,61;4,49;2,63;4,8;28,75;15,49
Fri;12;05;2017;17:00;153,88;2,83;17,58;7,44;33,51;5,52;2,86;26,34;4,5;3,14;5,2;30,57;14,39
Fri;12;05;2017;17:15;149,63;1,93;21,87;7,42;33,89;5,62;2,86;25,25;4,51;3,16;4,2;28,87;10,03
Fri;12;05;2017;17:30;150,13;2,81;24,32;7,41;33,62;4,14;2,86;26,16;4,51;3,15;4,1;26,15;10,89
Fri;12;05;2017;17:45;148,82;2,27;22,78;7,42;32,8;3,68;2,58;25,92;4,51;2,44;4,1;27,86;12,48
Fri;12;05;2017;18:00;153,96;1,77;20,09;7,4;33,01;4,03;3,74;27,14;4,52;3,13;4;30,33;14,8
Fri;12;05;2017;18:15;147,3;3;22,65;7,37;29,77;3,77;3,74;25,92;4,51;3,17;4,1;23,9;15,4
Fri;12;05;2017;18:30;132,07;2,31;18,56;7,33;32,28;3,93;3,74;26,3;4,95;3,16;4;14,65;10,87
Fri;12;05;2017;18:45;130,35;1,77;21,52;7,32;33,48;3,94;3,74;27,01;5,39;3,15;4;14,2;4,81
Fri;12;05;2017;19:00;129,39;3,05;18,67;7,21;32,34;3,55;3,74;26,61;4,5;3,15;4,1;15,33;7,15
Fri;12;05;2017;19:15;126,79;1,69;19,49;7,1;31,71;3,79;3,74;27,29;4,49;3,14;4;15,98;4,36
Fri;12;05;2017;19:30;128,34;3,14;17,35;7,02;31,32;3,57;3,74;25,86;4,49;3,15;4;17,49;7,21
Fri;12;05;2017;19:45;127,5;1,62;21,19;6,96;32,17;3,25;3,71;25,91;4,49;3,16;3,9;17,42;3,7
Fri;12;05;2017;20:00;119,87;3,15;16,95;6,88;33,04;4,15;3,71;16,18;4,41;2,79;4,1;16,8;7,73
