Vodafone - Realtime Data;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;
At: January 30, 2018 17:18 (Europe/Lisbon);;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;
Rate: 15 minutes;;;;;;;;;
Exported by WiseMetering;;;;;;;;;
;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC IT DTCs (KWh);EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh)
Wed;04;01;2017;20:15;73,66;12,2;14,43;10,83;36,21
Wed;04;01;2017;20:30;72,11;11,1;12,11;11,4;37,5
Wed;04;01;2017;20:45;69,97;12,2;13,06;9,18;35,54
Wed;04;01;2017;21:00;74,25;11,1;14,26;12;36,89
Wed;04;01;2017;21:15;71,93;12,6;12,26;10,01;37,06
Wed;04;01;2017;21:30;73,13;10,6;13,55;10,76;38,21
Wed;04;01;2017;21:45;75,21;12,4;13,26;11,79;37,76
Wed;04;01;2017;22:00;69,05;10,8;12,68;10;35,57
Wed;04;01;2017;22:15;74,16;12,4;14,29;11,17;36,3
Wed;04;01;2017;22:30;69,42;11,2;12,7;10,48;35,04
Wed;04;01;2017;22:45;71,77;11,4;12,87;10,03;37,47
Wed;04;01;2017;23:00;74,44;12,3;14,01;11,66;36,48
Wed;04;01;2017;23:15;69,9;10,6;12,48;9,91;36,9
Wed;04;01;2017;23:30;73,79;12,2;13,71;11,47;36,42
Wed;04;01;2017;23:45;69,59;10,6;12,9;10,12;35,97
Thu;05;01;2017;00:00;72,27;12,1;12,75;9,86;37,56
Thu;05;01;2017;00:15;72,55;11,1;14,43;11,52;35,51
Thu;05;01;2017;00:30;67,78;11,5;11,9;8,93;35,45
Thu;05;01;2017;00:45;72,31;11,7;13,54;11,86;35,22
Thu;05;01;2017;01:00;70,49;10,8;13,05;10,15;36,49
Thu;05;01;2017;01:15;70,77;11,8;12,86;11,03;35,08
Thu;05;01;2017;01:30;71,32;10,8;13,97;10,93;35,61
Thu;05;01;2017;01:45;70,99;11,9;12,5;10,15;36,44
Thu;05;01;2017;02:00;69,48;10,6;12,77;10,79;35,31
Thu;05;01;2017;02:15;72,7;12;14,18;11;35,52
Thu;05;01;2017;02:30;69,58;11,9;12,31;9,95;35,42
Thu;05;01;2017;02:45;71,32;10,4;13,98;10,91;36,03
Thu;05;01;2017;03:00;69,34;11,6;12,59;10,23;34,92
Thu;05;01;2017;03:15;68,73;10,5;12,66;10,54;35,03
Thu;05;01;2017;03:30;75,14;11,7;14,57;10,92;37,96
Thu;05;01;2017;03:45;68,18;10,8;11,85;9,9;35,63
Thu;05;01;2017;04:00;70,36;11,3;13,61;11;34,45
Thu;05;01;2017;04:15;69,04;10,3;13,31;10,7;34,73
Thu;05;01;2017;04:30;70,27;11,5;12,5;10,3;35,98
Thu;05;01;2017;04:45;71,71;10,6;13,57;10,89;36,65
Thu;05;01;2017;05:00;70,98;10,8;13,04;10,51;36,64
Thu;05;01;2017;05:15;68,85;11,4;12,25;10,1;35,1
Thu;05;01;2017;05:30;71,72;10,9;14,31;10,86;35,65
Thu;05;01;2017;05:45;68,75;10,8;12,02;10,06;35,87
Thu;05;01;2017;06:00;69,01;11;12,64;10,23;35,13
Thu;05;01;2017;06:15;70,53;11,2;14,34;10,77;34,22
Thu;05;01;2017;06:30;67,75;10,7;11,92;10,4;34,72
Thu;05;01;2017;06:45;69,41;11,2;12,87;9,97;35,37
Thu;05;01;2017;07:00;69,88;10,8;14,06;10,06;34,96
Thu;05;01;2017;07:15;68,33;11;12,13;10,52;34,68
Thu;05;01;2017;07:30;68,68;11,1;12,86;10,05;34,67
Thu;05;01;2017;07:45;70,2;10,8;13,59;10,21;35,6
Thu;05;01;2017;08:00;71,05;11;12,57;11,46;36,01
Thu;05;01;2017;08:15;68,35;10,5;13,28;9,55;35,02
Thu;05;01;2017;08:30;70,13;11,6;13,31;10,11;35,11
Thu;05;01;2017;08:45;67,53;10,6;12,06;10,07;34,8
Thu;05;01;2017;09:00;72,03;11,4;14,74;10,35;35,55
Thu;05;01;2017;09:15;69,34;10,7;12,86;11,6;34,18
Thu;05;01;2017;09:30;68,17;11,2;12,95;8,68;35,34
Thu;05;01;2017;09:45;72,43;10,6;14,49;11,19;36,16
Thu;05;01;2017;10:00;69,93;10,9;12,66;10,47;35,9
Thu;05;01;2017;10:15;68,9;11;13,62;9,97;34,31
Thu;05;01;2017;10:30;70,96;10,9;14,27;11,23;34,56
Thu;05;01;2017;10:45;69,51;11;12,76;9,25;36,51
Thu;05;01;2017;11:00;72,1;11,3;13,82;10,77;36,21
Thu;05;01;2017;11:15;71,15;11,1;13,57;10,52;35,96
Thu;05;01;2017;11:30;72,09;11;12,96;11,14;36,99
Thu;05;01;2017;11:45;72,78;10,9;14,98;10,36;36,54
Thu;05;01;2017;12:00;70,27;10,5;12,67;9,51;37,59
Thu;05;01;2017;12:15;70,84;11,7;12,93;11,3;34,91
Thu;05;01;2017;12:30;72,47;10,6;14,49;10,38;37
Thu;05;01;2017;12:45;71,95;11,4;12,96;10;37,6
Thu;05;01;2017;13:00;72,72;10,7;13,51;11,49;37,02
Thu;05;01;2017;13:15;68,69;11;13,81;9,36;34,52
Thu;05;01;2017;13:30;73,22;11,3;13,65;10,22;38,06
Thu;05;01;2017;13:45;74,17;10,2;14,34;11,45;38,18
Thu;05;01;2017;14:00;71,08;10,8;13,7;10,08;36,5
Thu;05;01;2017;14:15;71,72;10,6;13,22;10,02;37,88
Thu;05;01;2017;14:30;72,89;10,4;14,71;11,51;36,27
Thu;05;01;2017;14:45;72,95;10,1;13,67;10,08;39,1
Thu;05;01;2017;15:00;70,44;9,9;12,46;11,2;36,88
Thu;05;01;2017;15:15;71,08;10,3;11,87;10,36;38,55
Thu;05;01;2017;15:30;67,68;10,1;12,24;10,59;34,74
Thu;05;01;2017;15:45;72,02;10,1;12,86;10,3;38,76
Thu;05;01;2017;16:00;72;10,2;13,9;9,7;38,19
Thu;05;01;2017;16:15;70,94;9,7;13,41;9,77;38,07
Thu;05;01;2017;16:30;70,13;10;13,82;11,5;34,81
Thu;05;01;2017;16:45;68,87;9,8;12,9;10,54;35,64
Thu;05;01;2017;17:00;70,51;9,9;13,02;9,97;37,63
Thu;05;01;2017;17:15;69,46;10;14,21;9,7;35,55
Thu;05;01;2017;17:30;69,8;9,6;12,45;11,02;36,73
Thu;05;01;2017;17:45;69,29;10;14,1;9,66;35,53
Thu;05;01;2017;18:00;66;9,7;12,28;9,93;34,09
Thu;05;01;2017;18:15;71,35;10,1;13,55;11,34;36,37
Thu;05;01;2017;18:30;69,77;9,6;12,94;10,22;37
Thu;05;01;2017;18:45;68,31;9,9;13,2;10,15;35,06
Thu;05;01;2017;19:00;67,3;9,6;13,42;10,52;33,76
Thu;05;01;2017;19:15;67,52;9,6;12,6;9,13;36,19
Thu;05;01;2017;19:30;69,32;9,6;13,72;10,31;35,69
Thu;05;01;2017;19:45;67,21;9,7;12,19;10,54;34,78
Thu;05;01;2017;20:00;67,76;9,9;13,1;11,03;33,73
Thu;05;01;2017;20:15;69,06;9,5;13,62;10,56;35,37
Thu;05;01;2017;20:30;68,33;10;12,47;10,84;35,02
Thu;05;01;2017;20:45;67,55;9,5;13,19;9,55;35,31
Thu;05;01;2017;21:00;68,65;10,1;12,7;10,74;35,1
Thu;05;01;2017;21:15;67,25;9,7;12,73;9,63;35,19
Thu;05;01;2017;21:30;68,55;9,7;14;9,58;35,27
Thu;05;01;2017;21:45;67,45;9,8;12,18;10,44;35,04
Thu;05;01;2017;22:00;70;9,9;13,33;10,7;36,08
Thu;05;01;2017;22:15;71,16;9,9;13,56;10,84;36,86
Thu;05;01;2017;22:30;66,8;9,6;12,52;9,13;35,55
Thu;05;01;2017;22:45;67,8;9,8;14,06;10,31;33,64
Thu;05;01;2017;23:00;68,05;9,5;12,12;11,2;35,23
Thu;05;01;2017;23:15;67,42;9,8;12,82;9,65;35,14
Thu;05;01;2017;23:30;68,49;9,4;13,57;10,9;34,62
Thu;05;01;2017;23:45;66,7;10;12,04;9,75;34,91
Fri;06;01;2017;00:00;68,08;9,6;13,14;9,77;35,57
Fri;06;01;2017;00:15;67,83;9,5;12,49;10,3;35,54
Fri;06;01;2017;00:30;67,92;10,2;12,45;10,65;34,62
Fri;06;01;2017;00:45;68,3;9,9;13,79;9,51;35,11
Fri;06;01;2017;01:00;67,43;9,9;12,25;10,56;34,73
Fri;06;01;2017;01:15;68,19;9,7;12,91;10,37;35,22
Fri;06;01;2017;01:30;68,18;10;13,05;10,44;34,69
Fri;06;01;2017;01:45;67,39;9,6;11,93;10,62;35,24
Fri;06;01;2017;02:00;68,36;10;13,55;10,03;34,78
Fri;06;01;2017;02:15;66,63;9,7;12,85;9,31;34,77
Fri;06;01;2017;02:30;65,61;10,4;12,38;11,63;31,21
Fri;06;01;2017;02:45;70,36;11,1;13,76;9,95;35,55
Fri;06;01;2017;03:00;68,87;9,8;11,84;10,97;36,27
Fri;06;01;2017;03:15;65,89;10,1;13,61;9,54;32,64
Fri;06;01;2017;03:30;66,38;9,9;12,31;9,5;34,67
Fri;06;01;2017;03:45;66,39;9,7;13,02;10,2;33,47
Fri;06;01;2017;04:00;67,7;9,9;13,39;10,25;34,16
Fri;06;01;2017;04:15;66,08;9,6;12,24;10;34,23
Fri;06;01;2017;04:30;65,32;9,8;13,15;9,97;32,4
Fri;06;01;2017;04:45;67,83;9,9;12,61;10,12;35,21
Fri;06;01;2017;05:00;64;9,5;12,63;9,58;32,29
Fri;06;01;2017;05:15;70,44;10,1;13,35;11,3;35,69
Fri;06;01;2017;05:30;62,51;9,6;11,61;9,38;31,93
Fri;06;01;2017;05:45;66,53;9,8;13,11;8,95;34,66
Fri;06;01;2017;06:00;66,99;9,8;12,88;10,15;34,16
Fri;06;01;2017;06:15;67,51;10;12,5;10,85;34,16
Fri;06;01;2017;06:30;66,96;9,7;13,3;9,39;34,57
Fri;06;01;2017;06:45;66,18;9,8;11,9;10,19;34,29
Fri;06;01;2017;07:00;68,69;9,8;13,79;10,15;34,96
Fri;06;01;2017;07:15;65,55;9,8;11,86;9,94;33,95
Fri;06;01;2017;07:30;66,28;9,9;12,34;10,72;33,32
Fri;06;01;2017;07:45;68,04;9,7;13,69;9,51;35,14
Fri;06;01;2017;08:00;65,23;10;11,95;10,02;33,26
Fri;06;01;2017;08:15;68,4;9,9;12,85;9,57;36,08
Fri;06;01;2017;08:30;68,31;9,6;12,78;9,95;35,98
Fri;06;01;2017;08:45;65,37;10,6;12,68;10,34;31,75
Fri;06;01;2017;09:00;66,29;9;13,7;9,62;33,98
Fri;06;01;2017;09:15;68,52;11;12,28;9,45;35,78
Fri;06;01;2017;09:30;67,66;9;12,68;11,18;34,8
Fri;06;01;2017;09:45;66,64;10,6;13,54;8,68;33,81
Fri;06;01;2017;10:00;65,8;9,3;12,67;10,76;33,07
Fri;06;01;2017;10:15;69,6;11,1;13,62;9,53;35,35
Fri;06;01;2017;10:30;67,2;10;12,84;9,67;34,7
Fri;06;01;2017;10:45;65,01;9,7;13,07;9,92;32,32
Fri;06;01;2017;11:00;69,95;10,7;13,13;10,69;35,42
Fri;06;01;2017;11:15;66,65;9,1;12,9;10,2;34,45
Fri;06;01;2017;11:30;69,88;11,2;13,97;9,9;34,81
Fri;06;01;2017;11:45;67,62;9,3;12,74;10,72;34,85
Fri;06;01;2017;12:00;69,76;10,8;13,3;9,46;36,2
Fri;06;01;2017;12:15;69,2;9,7;13,29;9,64;36,56
Fri;06;01;2017;12:30;70,28;10,6;13,2;10,67;35,82
Fri;06;01;2017;12:45;69,09;10;14,13;9,72;35,24
Fri;06;01;2017;13:00;68,21;10,2;12,62;10,1;35,29
Fri;06;01;2017;13:15;72,72;10,7;13,67;10,46;37,9
Fri;06;01;2017;13:30;69,01;9,7;13,46;9,68;36,17
Fri;06;01;2017;13:45;72,28;11,3;13,12;11,44;36,42
Fri;06;01;2017;14:00;71,46;9,3;14,23;10,23;37,71
Fri;06;01;2017;14:15;70,1;11,1;12,43;10,01;36,57
Fri;06;01;2017;14:30;70,62;10,1;14,28;10,61;35,63
Fri;06;01;2017;14:45;70,83;10,5;13,29;9,81;37,23
Fri;06;01;2017;15:00;71,26;10,2;12,94;10,6;37,52
Fri;06;01;2017;15:15;72,54;10,8;14,85;10,36;36,52
Fri;06;01;2017;15:30;71,24;10,2;12,7;10,98;37,37
Fri;06;01;2017;15:45;69,96;10,2;12,92;9,59;37,25
Fri;06;01;2017;16:00;71,5;11;13,06;10,55;36,89
Fri;06;01;2017;16:15;69,45;9,7;12,91;10,67;36,18
Fri;06;01;2017;16:30;72,5;11,4;14,28;9,67;37,15
Fri;06;01;2017;16:45;67,9;9,6;13,27;10,65;34,38
Fri;06;01;2017;17:00;69,85;11,1;13,53;9,77;35,45
Fri;06;01;2017;17:15;68,19;9,7;13,42;9,79;35,28
Fri;06;01;2017;17:30;70,54;10,6;12,68;10,86;36,4
Fri;06;01;2017;17:45;68,16;10;14,11;10,13;33,92
Fri;06;01;2017;18:00;68,83;10,5;12,63;9,58;36,12
Fri;06;01;2017;18:15;71,29;10,4;13,46;10,71;36,72
Fri;06;01;2017;18:30;67,8;9,7;12,95;9,9;35,26
Fri;06;01;2017;18:45;70,15;11;13,12;9,95;36,08
Fri;06;01;2017;19:00;68,28;9,2;13,56;10,85;34,67
Fri;06;01;2017;19:15;68,16;11,2;12,53;10,27;34,17
Fri;06;01;2017;19:30;67,83;9,2;12,81;9,69;36,13
Fri;06;01;2017;19:45;71,41;10,8;13,49;10,33;36,79
Fri;06;01;2017;20:00;67,73;10,3;12,35;9,94;35,14
Fri;06;01;2017;20:15;69,59;9,8;13,76;10,63;35,4
Fri;06;01;2017;20:30;68,41;10,8;12,66;9,87;35,08
Fri;06;01;2017;20:45;64,6;9,4;12,85;9,83;32,51
Fri;06;01;2017;21:00;70,24;11;12,86;11,25;35,14
Fri;06;01;2017;21:15;66,12;9,4;12,41;10,14;34,17
Fri;06;01;2017;21:30;72,07;11,1;14,11;9,81;37,05
Fri;06;01;2017;21:45;66,01;9,2;12,27;10,37;34,17
Fri;06;01;2017;22:00;68,91;10,6;12,99;10,21;35,11
Fri;06;01;2017;22:15;68,66;10,4;13,5;9,71;35,05
Fri;06;01;2017;22:30;66,22;9,8;12,34;10,57;33,5
Fri;06;01;2017;22:45;71,01;11;13,86;10,48;35,67
Fri;06;01;2017;23:00;65,7;9,1;12,11;9,49;35
Fri;06;01;2017;23:15;68,29;11,2;12,91;10,08;34,1
Fri;06;01;2017;23:30;67,93;9;13,23;11,29;34,41
Fri;06;01;2017;23:45;67,51;10,7;12,37;9,23;35,21
Sat;07;01;2017;00:00;66,84;10;13,45;9,6;33,78
Sat;07;01;2017;00:15;66,92;9,8;12,29;10,73;34,1
Sat;07;01;2017;00:30;67,99;10,8;13,03;9,73;34,43
Sat;07;01;2017;00:45;66,07;9;12,65;9,49;34,93
Sat;07;01;2017;01:00;67,96;11,1;12,66;11,52;32,68
Sat;07;01;2017;01:15;66,49;9,2;13,52;10,07;33,7
Sat;07;01;2017;01:30;67,03;10,6;12,18;9,13;35,11
Sat;07;01;2017;01:45;68,22;9,9;13,24;10,15;34,93
Sat;07;01;2017;02:00;67,3;10;12,34;10,52;34,44
Sat;07;01;2017;02:15;67,75;10,2;13,39;9,84;34,33
Sat;07;01;2017;02:30;63,14;9,4;12,52;9,74;31,48
Sat;07;01;2017;02:45;68,84;10,6;12,16;10,3;35,79
Sat;07;01;2017;03:00;70,39;10,9;13,76;10,37;35,36
Sat;07;01;2017;03:15;64,14;8,6;11,98;9,7;33,86
Sat;07;01;2017;03:30;68,93;10,7;13,27;10,19;34,78
Sat;07;01;2017;03:45;63,74;9,3;12,55;10,13;31,77
Sat;07;01;2017;04:00;66,34;10,2;12,28;9,48;34,38
Sat;07;01;2017;04:15;68,18;9,6;13,38;10,09;35,12
Sat;07;01;2017;04:30;67,5;9,8;12,03;10,19;35,47
Sat;07;01;2017;04:45;67,29;9,6;12,74;9,63;35,31
Sat;07;01;2017;05:00;68,13;9,8;13,06;10,48;34,79
Sat;07;01;2017;05:15;66,68;9,4;11,89;9,83;35,56
Sat;07;01;2017;05:30;69,22;9,9;13,2;9,83;36,29
Sat;07;01;2017;05:45;66,59;9,2;11,76;9,42;36,21
Sat;07;01;2017;06:00;69,85;10;12,41;9,89;37,54
Sat;07;01;2017;06:15;69,42;9,3;13,17;9,67;37,28
Sat;07;01;2017;06:30;68,38;9,6;12,09;10,22;36,46
Sat;07;01;2017;06:45;68,55;9,6;12,8;9,57;36,59
Sat;07;01;2017;07:00;67,98;9,7;12,46;9,62;36,2
Sat;07;01;2017;07:15;68,13;9,5;12,21;10,11;36,31
Sat;07;01;2017;07:30;70,02;9,6;13,55;10,03;36,84
Sat;07;01;2017;07:45;68,36;9,7;12,32;9,88;36,46
Sat;07;01;2017;08:00;68,17;8,9;12,45;9,79;37,03
Sat;07;01;2017;08:15;71,73;10,9;13,17;9,99;37,68
Sat;07;01;2017;08:30;68,64;9,6;12,37;9,8;36,87
Sat;07;01;2017;08:45;68,53;9,6;12,92;9,63;36,39
Sat;07;01;2017;09:00;68,87;9,6;12,36;10,08;36,83
Sat;07;01;2017;09:15;69,71;9,6;12,84;10,15;37,12
Sat;07;01;2017;09:30;69,03;9,8;13,39;9,57;36,26
Sat;07;01;2017;09:45;67,72;9,4;12,32;10,1;35,9
Sat;07;01;2017;10:00;69,34;10;12,72;9,96;36,66
Sat;07;01;2017;10:15;68,82;9,3;12,93;9,49;37,1
Sat;07;01;2017;10:30;68,57;10,1;12,03;10,23;36,21
Sat;07;01;2017;10:45;70,34;9,7;13,37;10,53;36,74
Sat;07;01;2017;11:00;68,38;9,9;12,48;9,61;36,38
Sat;07;01;2017;11:15;68,52;9,3;12,9;10,06;36,26
Sat;07;01;2017;11:30;71,48;10,1;13,93;10,5;36,95
Sat;07;01;2017;11:45;70,87;11,2;12,41;10,86;36,4
Sat;07;01;2017;12:00;69,42;9,6;13,48;9,82;36,52
Sat;07;01;2017;12:15;69,75;10,5;12,31;10,1;36,85
Sat;07;01;2017;12:30;69,33;9,7;12,34;10,26;37,03
Sat;07;01;2017;12:45;69,67;10,3;13,72;9,92;35,72
Sat;07;01;2017;13:00;69,12;10;12,68;10,22;36,21
Sat;07;01;2017;13:15;73,02;10,3;12,81;10,46;39,45
Sat;07;01;2017;13:30;70,81;10;13,09;10,49;37,23
Sat;07;01;2017;13:45;70,56;10,1;12,49;10,33;37,64
Sat;07;01;2017;14:00;71,04;10,4;13,54;10,08;37,02
Sat;07;01;2017;14:15;69,72;9,9;12,96;10,06;36,8
Sat;07;01;2017;14:30;70,56;10,4;12,44;10,69;37,04
Sat;07;01;2017;14:45;73,04;10,3;13,69;10,27;38,79
Sat;07;01;2017;15:00;69,59;10,1;12,86;10,63;36
Sat;07;01;2017;15:15;71,76;10,3;13,67;11,05;36,74
Sat;07;01;2017;15:30;72,63;10,3;13,31;9,66;39,35
Sat;07;01;2017;15:45;71,7;10,1;12,31;10,62;38,67
Sat;07;01;2017;16:00;70,4;10,2;14,05;10,9;35,26
Sat;07;01;2017;16:15;69,6;10,4;12,5;10,31;36,38
Sat;07;01;2017;16:30;72,9;10,1;14,06;10,34;38,4
Sat;07;01;2017;16:45;71,47;10,2;12,91;11,14;37,21
Sat;07;01;2017;17:00;70,66;10,2;12,45;9,76;38,25
Sat;07;01;2017;17:15;71,16;10;14,02;10,83;36,31
Sat;07;01;2017;17:30;68,21;9,9;12,07;10,45;35,78
Sat;07;01;2017;17:45;68,33;9,9;12,51;10,21;35,71
Sat;07;01;2017;18:00;67,7;10,1;11,91;10,06;35,62
Sat;07;01;2017;18:15;67,71;9,7;12,15;9,78;36,09
Sat;07;01;2017;18:30;70,18;10;12,87;10,97;36,35
Sat;07;01;2017;18:45;68,71;9,9;11,99;10,07;36,74
Sat;07;01;2017;19:00;68,19;9,8;12,33;9,71;36,35
Sat;07;01;2017;19:15;69,24;10;12,95;10,6;35,69
Sat;07;01;2017;19:30;67,78;9,6;11,94;10,47;35,77
Sat;07;01;2017;19:45;69,32;10,1;13,19;9,94;36,09
Sat;07;01;2017;20:00;66,73;9,3;12,22;9,9;35,31
Sat;07;01;2017;20:15;69,05;10,1;12,17;10,97;35,81
Sat;07;01;2017;20:30;68,49;9,6;13,2;9,69;36
Sat;07;01;2017;20:45;67,37;9,9;11,46;10,47;35,54
Sat;07;01;2017;21:00;68,03;9,8;13,5;9,37;35,35
Sat;07;01;2017;21:15;67,04;9,6;12,2;10,08;35,16
Sat;07;01;2017;21:30;67,4;10;12,25;10,37;34,78
Sat;07;01;2017;21:45;67,16;9,5;12,91;9,45;35,3
Sat;07;01;2017;22:00;66,33;10,1;11,87;9,45;34,92
Sat;07;01;2017;22:15;68,29;9,4;12,76;10,41;35,72
Sat;07;01;2017;22:30;67,32;10,1;11,6;10,53;35,1
Sat;07;01;2017;22:45;66,06;9,4;12,55;9,26;34,85
Sat;07;01;2017;23:00;67,07;9,7;12,93;9,96;34,48
Sat;07;01;2017;23:15;66,99;9,8;12,08;10,31;34,8
Sat;07;01;2017;23:30;67,95;9,7;13,19;9,85;35,21
Sat;07;01;2017;23:45;67,26;9,7;12,13;9,81;35,63
Sun;08;01;2017;00:00;70,56;9,6;12,44;13,77;34,76
Sun;08;01;2017;00:15;70,63;9,7;12,21;13,77;34,95
Sun;08;01;2017;00:30;59,12;9,5;12,29;2,96;34,38
Sun;08;01;2017;00:45;66,68;9,9;13,08;9,94;33,76
Sun;08;01;2017;01:00;68,17;9,5;11,83;10,16;36,68
Sun;08;01;2017;01:15;66,53;9,6;12,14;9,62;35,17
Sun;08;01;2017;01:30;67,93;9,6;13,23;9,97;35,13
Sun;08;01;2017;01:45;67,72;9,7;11,88;10,4;35,74
Sun;08;01;2017;02:00;68,59;9,4;12,96;9,52;36,72
Sun;08;01;2017;02:15;69,5;9,8;12,43;9,89;37,38
Sun;08;01;2017;02:30;68,79;9,4;12,3;9,79;37,3
Sun;08;01;2017;02:45;70,15;9,6;13,21;10,29;37,05
Sun;08;01;2017;03:00;68,61;10;11,96;10,05;36,6
Sun;08;01;2017;03:15;70,16;10,5;12,91;9,84;36,91
Sun;08;01;2017;03:30;70,03;9,7;12,54;9,37;38,42
Sun;08;01;2017;03:45;67,8;9,7;12,29;10,1;35,71
Sun;08;01;2017;04:00;69,27;9,5;13,21;10,42;36,15
Sun;08;01;2017;04:15;68,49;9,9;11,98;9;37,61
Sun;08;01;2017;04:30;68,87;9,4;12,29;10,33;36,85
Sun;08;01;2017;04:45;68,15;9,4;13,26;10,61;34,88
Sun;08;01;2017;05:00;68,22;10,2;12,12;9,06;36,85
Sun;08;01;2017;05:15;68,66;9;12,37;9,73;37,57
Sun;08;01;2017;05:30;68,94;10,4;12,61;10,25;35,69
Sun;08;01;2017;05:45;68,22;8,7;12,08;9,81;37,63
Sun;08;01;2017;06:00;68,9;10,4;12,94;9,6;35,96
Sun;08;01;2017;06:15;66,86;8,9;12,25;10,44;35,27
Sun;08;01;2017;06:30;67,27;9,8;12,2;9,29;35,98
Sun;08;01;2017;06:45;70,6;9,7;13,15;10,35;37,4
Sun;08;01;2017;07:00;64,37;9,2;11,98;8,88;34,31
Sun;08;01;2017;07:15;71,03;10,3;12,53;10,67;37,53
Sun;08;01;2017;07:30;66,82;8,5;12,61;9,31;36,39
Sun;08;01;2017;07:45;67,57;10,3;11,87;9,42;35,98
Sun;08;01;2017;08:00;71,47;9,3;13,15;10,37;38,65
Sun;08;01;2017;08:15;69,24;9,6;11,92;9,88;37,85
Sun;08;01;2017;08:30;68,34;10,3;12,05;9,4;36,58
Sun;08;01;2017;08:45;71,01;9,9;13,07;10,5;37,54
Sun;08;01;2017;09:00;69,22;9,9;11,87;9,08;38,37
Sun;08;01;2017;09:15;66,05;8,7;12,58;9,64;35,13
Sun;08;01;2017;09:30;70,73;10,5;12,86;10,02;37,35
Sun;08;01;2017;09:45;67,89;9,1;12,07;9,86;36,86
Sun;08;01;2017;10:00;69,19;10,3;12,57;9,89;36,44
Sun;08;01;2017;10:15;66,21;9,1;12,53;9,74;34,84
Sun;08;01;2017;10:30;67,45;10,3;12,38;9,6;35,17
Sun;08;01;2017;10:45;67,52;9,9;12,67;9,87;35,07
Sun;08;01;2017;11:00;66,85;9,1;12,17;10,79;34,79
Sun;08;01;2017;11:15;69,55;11,6;12,47;9,25;36,22
Sun;08;01;2017;11:30;69,3;9,2;13,18;10,46;36,46
Sun;08;01;2017;11:45;69,27;10,8;12,42;10,13;35,92
Sun;08;01;2017;12:00;66,76;9,5;12,37;9,71;35,17
Sun;08;01;2017;12:15;69,22;10,6;13,09;9,75;35,78
Sun;08;01;2017;12:30;68;10;12,07;10,64;35,29
Sun;08;01;2017;12:45;68,58;10,3;12,56;10,19;35,54
Sun;08;01;2017;13:00;71,41;10,6;13,67;10;37,14
Sun;08;01;2017;13:15;68,02;9,6;11,73;9,82;36,87
Sun;08;01;2017;13:30;71,17;11;12,76;10,67;36,75
Sun;08;01;2017;13:45;70,85;9,7;13,37;10,3;37,48
Sun;08;01;2017;14:00;72,49;10,9;11,97;9,76;39,86
Sun;08;01;2017;14:15;69,41;10,3;12,43;10,57;36,12
Sun;08;01;2017;14:30;70,83;10,1;12,71;10,69;37,33
Sun;08;01;2017;14:45;70,23;11;12,26;10,19;36,78
Sun;08;01;2017;15:00;71,2;9,2;13,63;11,19;37,18
Sun;08;01;2017;15:15;68,68;11,3;12,09;9,3;36
Sun;08;01;2017;15:30;73,11;9,8;11,89;10,69;40,73
Sun;08;01;2017;15:45;69,6;10,6;13,95;10,15;34,9
Sun;08;01;2017;16:00;67,36;10,3;12,1;10,52;34,45
Sun;08;01;2017;16:15;71,83;10,1;12,66;10,41;38,67
Sun;08;01;2017;16:30;73,84;10,8;14,02;10,32;38,7
Sun;08;01;2017;16:45;67,12;9,4;12,87;9,25;35,59
Sun;08;01;2017;17:00;71,06;11;13,41;10,6;36,05
Sun;08;01;2017;17:15;69,13;9,2;12,81;10,45;36,66
Sun;08;01;2017;17:30;69,15;10,9;12,47;9,61;36,18
Sun;08;01;2017;17:45;69,38;9,5;13,95;10,42;35,51
Sun;08;01;2017;18:00;69,15;9,9;12,84;10,75;35,67
Sun;08;01;2017;18:15;67,86;10,6;12,12;10,05;35,1
Sun;08;01;2017;18:30;68,53;9,3;13,95;9,6;35,69
Sun;08;01;2017;18:45;70,42;10,7;12,32;10,72;36,69
Sun;08;01;2017;19:00;67,03;9,3;12,34;9,31;36,08
Sun;08;01;2017;19:15;69,79;10,4;13,81;10,07;35,51
Sun;08;01;2017;19:30;68,97;9,7;12,6;11,14;35,53
Sun;08;01;2017;19:45;67,81;9,9;12,96;9,88;35,07
Sun;08;01;2017;20:00;67,07;10,2;12,78;9,21;34,88
Sun;08;01;2017;20:15;68,94;9,4;12,9;10,12;36,52
Sun;08;01;2017;20:30;72,37;10,8;14,06;10,21;37,3
Sun;08;01;2017;20:45;67,85;9;12,64;9,97;36,24
Sun;08;01;2017;21:00;70,54;10,7;13,32;9,96;36,56
Sun;08;01;2017;21:15;69,11;9;13,34;11,05;35,72
Sun;08;01;2017;21:30;68,28;10,2;12,62;9,64;35,81
Sun;08;01;2017;21:45;68,72;10,1;13,51;9,7;35,42
Sun;08;01;2017;22:00;68,46;9,3;12,97;10,64;35,55
Sun;08;01;2017;22:15;69,05;10,4;12,81;10,06;35,78
Sun;08;01;2017;22:30;67,83;9,1;13,84;8,99;35,91
Sun;08;01;2017;22:45;69,54;10,6;12,73;10,26;35,95
